No,ISIN CODE,Year,CASH DIVIDENDS PAID - TOTAL,CASH,TOTAL DEBT,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,TOTAL ASSETS,FREE CASH FLOW,A_prev,LEV,Q,kz
314,JP3756600007,2019,77980000,844550000,56000,5530100,1409712000,1632312000,290936000,1596654000,3.97E-05,0.003922858,-2.812820255
314,JP3756600007,2020,108331000,890402000,2161000,7611788,1540687000,1861888000,587941000,1632312000,0.001402621,0.004940515,-3.703060848
314,JP3756600007,2021,194021000,1185151000,5766000,6576569,1874371000,2364099000,371168000,1861888000,0.003076232,0.003508681,-5.156679989
314,JP3756600007,2022,240560000,1206506000,6234000,7949286,2069044000,2574388000,312463000,2364099000,0.003012986,0.003842009,-4.826376159
314,JP3756600007,2023,238700000,1263666000,6285000,8292140,2266234000,2750614000,513846000,2574388000,0.002773323,0.003658995,-4.511017017
314,JP3756600007,2024,236240000,1484350000,6134000,10659650,2603761000,3043542000,462098000,2750614000,0.002355823,0.004093943,-4.273771656
315,JP3661800007,2014,1107000,20949000,5887000,63102.03,96405000,134775000,6768000,,0.061065297,0.000654551,
315,JP3661800007,2015,1214000,20897000,3402000,79872,103298000,141037000,7299000,134775000,0.032933842,0.000773219,-0.511602628
315,JP3661800007,2016,1327000,25857000,3004000,72228,96855000,136511000,11067000,141037000,0.031015435,0.000745733,-0.595091694
315,JP3661800007,2017,1392000,22498000,2722000,124020.1,100015000,141026000,5987000,136511000,0.027215918,0.001240015,-0.579072718
315,JP3661800007,2018,1532000,24841000,2674000,70278,93702000,155156000,-10129000,141026000,0.028537278,0.000750016,-0.5004697
315,JP3661800007,2019,1532000,13628000,16885000,89388,79178000,139309000,-6214000,155156000,0.213253682,0.00112895,0.202967998
315,JP3661800007,2020,1671000,18440000,26357000,69498,75594000,139069000,3548000,139309000,0.348665238,0.000919359,0.419682897
315,JP3661800007,2021,1642000,19766000,26262000,80964,87187000,155672000,7511000,139069000,0.301214631,0.000928625,0.236746857
315,JP3661800007,2022,1778000,17799000,26294000,113646,92415000,169847000,4287000,155672000,0.284520911,0.001229735,0.262789394
315,JP3661800007,2023,1915000,25068000,34209000,99606,98838000,191806000,18013000,169847000,0.346111819,0.00100777,0.339468158
315,JP3661800007,2024,2189000,29387000,36284000,88841.94,110900000,206837000,13591000,191806000,0.327177638,0.0008011,0.30239206
316,JP3723000000,2014,2155000,12859000,46164000,93751.5,118358000,225409000,10332000,,0.390037006,0.000792101,
316,JP3723000000,2015,1988000,13601000,47542000,123527.4,132681000,247704000,15667000,225409000,0.358318071,0.00093101,0.626445792
316,JP3723000000,2016,1972000,22432000,46965000,127251.9,130700000,246736000,22001000,247704000,0.359334353,0.000973618,0.604580032
316,JP3723000000,2017,2407000,16588000,39756000,145819.9,143344000,250703000,15112000,246736000,0.277346802,0.001017272,0.334419032
316,JP3723000000,2018,2493000,23392000,45326000,152504.4,152520000,271946000,14606000,250703000,0.297180698,0.000999898,0.357897839
316,JP3723000000,2019,2371000,32958000,61972000,139124.4,150434000,291552000,16222000,271946000,0.411954744,0.00092482,0.728658227
316,JP3723000000,2020,2533000,33829000,63931000,136444.4,153988000,288800000,17349000,291552000,0.415168714,0.000886072,0.746885782
316,JP3723000000,2021,2689000,37486000,71120000,128325.5,164502000,306315000,9362000,288800000,0.432335169,0.000780085,0.785086109
316,JP3723000000,2022,2844000,34063000,69661000,122492.5,174316000,324204000,12337000,306315000,0.399624819,0.000702704,0.700012385
316,JP3723000000,2023,3023000,36815000,65318000,181058.8,188914000,342505000,18650000,324204000,0.345755211,0.000958419,0.50903178
316,JP3723000000,2024,3834000,45594000,62948000,174437.4,224337000,384833000,24009000,342505000,0.280595711,0.000777569,0.192012105
317,JP3721600009,2014,4662000,97247000,779706000,186472.9,422882000,1471280000,71607000,,1.843790939,0.000440957,
317,JP3721600009,2015,5797000,84100000,733715000,236927.5,485969000,1486694000,71405000,1471280000,1.50979795,0.000487536,4.459419297
317,JP3721600009,2016,6953000,112510000,704937000,217280.4,422000000,1380188000,80621000,1486694000,1.670466825,0.000514882,4.904507913
317,JP3721600009,2017,6941000,90514000,679359000,273431.6,429921000,1386668000,64924000,1380188000,1.580194966,0.000636004,4.627698534
317,JP3721600009,2018,6939000,59003000,694178000,231114.8,437025000,1430534000,62481000,1386668000,1.588417139,0.000528837,4.686737268
317,JP3721600009,2019,3480000,63455000,689406000,217629.2,385159000,1386322000,44130000,1430534000,1.789925719,0.000565037,5.433070528
317,JP3721600009,2020,4634000,52846000,690524000,142412.3,375233000,1358693000,78599000,1386322000,1.840253922,0.00037953,5.537231509
317,JP3721600009,2021,4621000,69733000,829396000,136250.8,412369000,1540192000,90419000,1358693000,2.011295708,0.00033041,6.044567285
317,JP3721600009,2022,4632000,136845000,899073000,103118.1,426932000,1631861000,51966000,1540192000,2.105892742,0.000241533,6.34061339
317,JP3721600009,2023,3484000,144350000,925310000,146481.2,394653000,1656918000,77175000,1631861000,2.344616663,0.000371165,7.111521629
317,JP3721600009,2024,0,164858000,889115000,104978.1,468789000,1720401000,90281000,1656918000,1.896620868,0.000223935,5.768121735
318,JP3047550003,2014,11175334,17355216,148200000,435283.6,242392763,420296140,21498065,,0.611404392,0.001795778,
318,JP3047550003,2015,13259991,22979145,162200000,376091.9,240906942,419403883,19271127,420296140,0.673289025,0.00156115,0.745511447
318,JP3047550003,2016,14201192,26092886,176800000,438936.5,264637754,459990746,15772160,419403883,0.668083058,0.001658631,0.635929699
318,JP3047550003,2017,16548840,25210608,194500000,485387.9,313553462,527624107,32877527,459990746,0.62030889,0.001548023,0.377864484
318,JP3047550003,2018,19160938,29116495,211000000,510856.3,339228213,572680661,31191034,527624107,0.622000152,0.001505937,0.381609091
318,JP3047550003,2019,19521510,24511569,241100000,710617.3,373539888,638461793,27660264,572680661,0.645446464,0.001902387,0.570736496
318,JP3047550003,2020,22199446,34651400,260200000,869211.8,404344494,693019606,28726641,638461793,0.643510679,0.002149681,0.525914251
318,JP3047550003,2021,24496202,40916117,282500000,990138.8,438844770,752324260,34596004,693019606,0.643735597,0.002256239,0.492579429
318,JP3047550003,2022,25867017,39180225,303800000,823802.6,466307966,803379051,34629809,752324260,0.651500772,0.001766649,0.568089078
318,JP3047550003,2023,26738620,33301128,333300000,780413.1,512592990,881219016,37988259,803379051,0.650223484,0.001522481,0.620334246
318,JP3047550003,2024,,,,686446,,,44310923,881219016,,,
319,JP3749400002,2014,4203000,43591000,17665000,671998.4,194566000,322140000,34289000,,0.090791814,0.003453833,
319,JP3749400002,2015,5735000,89007000,19527000,861339.6,479829000,809810000,34765000,322140000,0.040695748,0.001795097,-1.048884265
319,JP3749400002,2016,12828000,136778000,39941000,1117757,473423000,826786000,77914000,809810000,0.084366412,0.002361011,-0.680911813
319,JP3749400002,2017,12828000,103007000,63393000,1293474,504474000,919448000,77914000,826786000,0.12566158,0.002564005,-0.478084083
319,JP3749400002,2018,14110000,129633000,91058000,1199107,520048000,950913000,82065000,919448000,0.175095376,0.002305762,-0.332849379
319,JP3749400002,2019,14433000,123300000,442196000,1997970,552923000,1475495000,77369000,950913000,0.79974246,0.003613469,1.657751984
319,JP3749400002,2020,14439000,232134000,535760000,3312596,568398000,1612306000,82213000,1475495000,0.942578968,0.005827952,2.309798135
319,JP3749400002,2021,29130000,138813000,523034000,2835133,959518000,1950064000,80219000,1612306000,0.545100769,0.002954747,0.832686397
319,JP3749400002,2022,23483000,242598000,722057000,2363401,1148824000,2435061000,84346000,1950064000,0.628518381,0.002057235,1.28924169
319,JP3749400002,2023,40283000,289647000,739766000,2419108,1358311000,2705798000,164231000,2435061000,0.544621961,0.001780968,0.830347848
319,JP3749400002,2024,,,,2567265,,,160993000,2705798000,,,
320,JP3672400003,2014,115265000,822863000,5652469000,4726406,4341055000,14585966000,756239000,,1.302095689,0.001088769,
320,JP3672400003,2015,132054000,761074000,6671233000,5693839,4836710000,16904990000,774322000,14585966000,1.379291502,0.001177213,3.849258961
320,JP3672400003,2016,157239000,918771000,7001297000,4406911,4721767000,17186537000,1160957000,16904990000,1.482770539,0.000933318,4.145712655
320,JP3672400003,2017,182803000,1122484000,7767681000,4689211,4862238000,18244654000,1129206000,17186537000,1.597552608,0.000964414,4.441665284
320,JP3672400003,2018,197541000,1134838000,7738356000,4309347,5384821000,18570961000,1263435000,18244654000,1.437068382,0.000800277,3.930827603
320,JP3672400003,2019,215101000,1219588000,8029686000,2943103,5302675000,18625586000,1516225000,18570961000,1.514270816,0.000555022,4.126173341
320,JP3672400003,2020,150652000,1382471000,7907980000,1629617,4064289000,16748697000,1332704000,18625586000,1.945722856,0.00040096,5.617827413
320,JP3672400003,2021,0,1871794000,7599232000,2486422,3944593000,16289770000,912580000,16748697000,1.926493304,0.000630337,5.845884036
320,JP3672400003,2022,0,1432047000,7132324000,2061818,4580601000,16214928000,1047114000,16289770000,1.557071659,0.00045012,4.707763571
320,JP3672400003,2023,19573000,1798475000,7039063000,2580121,5134922000,17406390000,984686000,16214928000,1.370821796,0.000502465,4.04860338
320,JP3672400003,2024,58760000,1896401000,7811393000,1522739,5981951000,19666740000,571476000,17406390000,1.305826979,0.000254556,3.789089682
321,JP3762900003,2014,5721000,45484000,618815000,361972.6,356955000,1292027000,-2222000,,1.73359387,0.001014057,
321,JP3762900003,2015,7637000,47420000,617889000,468712.7,395623000,1354247000,85238000,1292027000,1.561812635,0.001184746,4.554202784
321,JP3762900003,2016,10047000,57593000,723168000,332230.6,446540000,1470609000,-71514000,1354247000,1.619492095,0.000744011,4.786715462
321,JP3762900003,2017,11504000,47701000,811436000,478728.5,483351000,1578101000,-34013000,1470609000,1.678771741,0.000990437,4.940393331
321,JP3762900003,2018,13435000,52347000,879351000,422088.9,503915000,1659167000,27367000,1578101000,1.74503835,0.000837619,5.079462283
321,JP3762900003,2019,13602000,81351000,915713000,496543.8,529095000,1738592000,78740000,1659167000,1.730715656,0.000938478,4.995997618
321,JP3762900003,2020,14375000,78401000,872248000,371317.8,552029000,1778577000,-41166000,1738592000,1.580076409,0.000672642,4.596741716
321,JP3762900003,2021,14682000,71625000,1010624000,495722.1,584734000,1898209000,11810000,1778577000,1.728348275,0.000847774,5.038707147
321,JP3762900003,2022,15515000,69038000,1024781000,612567,619690000,2013184000,74863000,1898209000,1.65369943,0.000988506,4.779917022
321,JP3762900003,2023,19838000,29063000,1123504000,662769.5,653965000,2091937000,92775000,2013184000,1.717987966,0.001013463,4.937296847
321,JP3762900003,2024,23068000,54942000,1194784000,706729.1,691286000,2232089000,-38489000,2091937000,1.728349771,0.00102234,4.972385809
322,JP3048110005,2014,,,,,,,,,,,
322,JP3048110005,2015,,,,575050.4,,,,,,,
322,JP3048110005,2016,17156131,75270567,409790172,715733.1,479311473,935964009,118458806,,0.8549559,0.001493253,
322,JP3048110005,2017,25007204,71227674,488750786,583546.4,556649043,1095828716,90387061,935964009,0.878023222,0.00104832,1.500521632
322,JP3048110005,2018,25466389,74556830,497158555,637465.5,571836702,1118644844,57144143,1095828716,0.869406516,0.001114768,1.666499829
322,JP3048110005,2019,26854002,73420753,510775216,929467.6,600910974,1164767442,42576940,1118644844,0.850001478,0.001546764,1.592603581
322,JP3048110005,2020,30053300,75166358,517888610,624763.8,625505650,1197766091,41500651,1164767442,0.82795193,0.000998814,1.455922482
322,JP3048110005,2021,31335405,63111538,517802139,799225.9,619901398,1192507570,43318934,1197766091,0.835297582,0.001289279,1.479845385
322,JP3048110005,2022,30796321,44892030,517465668,790267.1,615128031,1187581625,50639570,1192507570,0.841232462,0.00128472,1.525294165
322,JP3048110005,2023,31173504,51034810,521384624,786494.9,614690300,1192127056,65187675,1187581625,0.848207014,0.001279498,1.510892214
322,JP3048110005,2024,32135228,45672668,521295547,659976.5,606202350,1183175587,75743878,1192127056,0.859936533,0.001088707,1.517114616
323,JP3673600007,2014,5038000,84957000,383441000,157228.2,125427000,611201000,18233000,,3.057084998,0.001253543,
323,JP3673600007,2015,4987000,112871000,405985000,236956.8,167660000,687407000,35587000,611201000,2.421477991,0.001413317,6.976815947
323,JP3673600007,2016,5362000,126667000,412267000,216381.6,165998000,704935000,36744000,687407000,2.483566067,0.001303519,7.191221225
323,JP3673600007,2017,4072000,123188000,460288000,284108.4,166083000,751380000,38637000,704935000,2.77143356,0.001710641,8.186332044
323,JP3673600007,2018,6484000,141940000,515072000,255474.6,172622000,823053000,39732000,751380000,2.983814346,0.001479965,8.723162201
323,JP3673600007,2019,4947000,129438000,537201000,212609.8,161489000,834486000,36985000,823053000,3.326548557,0.001316559,9.952331774
323,JP3673600007,2020,3664000,95925000,537889000,195806.7,148785000,819195000,45199000,834486000,3.615209867,0.001316038,10.96904381
323,JP3673600007,2021,1720000,90274000,540091000,200607.6,161026000,842319000,69572000,819195000,3.354060835,0.001245809,10.21551664
323,JP3673600007,2022,5224000,95342000,561363000,186376.4,185239000,917928000,46419000,842319000,3.030479543,0.00100614,9.063064579
323,JP3673600007,2023,4247000,89678000,598276000,195978.2,206317000,1017022000,25410000,917928000,2.899790129,0.000949889,8.76310826
323,JP3673600007,2024,3025000,99667000,632629000,240043.3,232665000,1096705000,72936000,1017022000,2.719055294,0.001031712,8.216781255
324,JP3720800006,2014,6479000,68319000,316733000,812568.4,359530000,997924000,61456000,,0.880964036,0.002260085,
324,JP3720800006,2015,11353000,76089000,327430000,777287.8,456299000,1126051000,99709000,997924000,0.717577729,0.001703462,1.601630746
324,JP3720800006,2016,17861000,175515000,279235000,609702.4,454661000,1011919000,97736000,1126051000,0.61416088,0.001341004,1.007572371
324,JP3720800006,2017,21882000,75978000,268437000,932193.9,461350000,1022903000,71909000,1011919000,0.581851089,0.002020579,0.799921565
324,JP3720800006,2018,17438000,86649000,252155000,603638.6,537175000,1073379000,89386000,1022903000,0.46940941,0.001123728,0.599111363
324,JP3720800006,2019,21495000,74243000,276533000,597574.6,536676000,1076823000,83764000,1073379000,0.515269921,0.001113474,0.654825739
324,JP3720800006,2020,20483000,129954000,279169000,472988,505505000,1020186000,46098000,1076823000,0.552257643,0.000935674,0.778226797
324,JP3720800006,2021,10253000,121994000,332439000,412348.6,554376000,1156536000,49052000,1020186000,0.599663405,0.000743807,1.278761454
324,JP3720800006,2022,10259000,86108000,303456000,427784.1,617801000,1219423000,33486000,1156536000,0.491187292,0.00069243,1.063508001
324,JP3720800006,2023,15386000,138680000,335736000,402800,616213000,1217968000,117784000,1219423000,0.544837581,0.00065367,0.963967248
324,JP3720800006,2024,15037000,83972000,318944000,352849.9,659979000,1287768000,31141000,1217968000,0.483263861,0.000534638,0.911465949
325,JP3381000003,2014,27373000,105303000,2326143000,2797744,2683660000,7025859000,701205000,,0.866780069,0.001042511,
325,JP3381000003,2015,45704000,113822000,1975159000,2322584,2978697000,7109875000,599089000,7025859000,0.663094971,0.000779732,1.717082884
325,JP3381000003,2016,59711000,85365000,2007061000,2040339,2773823000,6373084000,534281000,7109875000,0.723572124,0.000735569,1.847523264
325,JP3381000003,2017,13554000,88111000,2104043000,2553988,2948233000,7206402000,465645000,6373084000,0.713662387,0.000866278,2.064740043
325,JP3381000003,2018,66293000,108782000,2068994000,2058395,3145451000,7566228000,367482000,7206402000,0.6577734,0.000654404,1.629352758
325,JP3381000003,2019,70710000,163176000,2369231000,1515286,3230788000,7961171000,524184000,7566228000,0.733329144,0.000469014,1.833839192
325,JP3381000003,2020,46101000,289459000,2488741000,1046303,2641618000,7258508000,320737000,7961171000,0.942127514,0.000396084,2.639737237
325,JP3381000003,2021,0,359465000,2559231000,1832218,2759997000,7420823000,614233000,7258508000,0.927258617,0.000663848,2.760937844
325,JP3381000003,2022,73757000,551049000,2653395000,2070749,3466799000,8594315000,556384000,7420823000,0.765373187,0.000597309,1.835931573
325,JP3381000003,2023,165950000,670410000,2699350000,3121805,4181156000,9430750000,951875000,8594315000,0.645598968,0.000746637,1.047809337
325,JP3381000003,2024,152117000,448892000,2711643000,3453096,4777728000,10638734000,1010159000,9430750000,0.567559099,0.000722749,0.972495882
326,JP3165600002,2014,0,85746000,383184000,261439.6,199273000,831059000,36224000,,1.922909777,0.001311967,
326,JP3165600002,2015,2393000,69094000,360384000,289127.6,245271000,846900000,48544000,831059000,1.469329843,0.001178809,4.330566245
326,JP3165600002,2016,4520000,63233000,326777000,187959.6,232322000,782202000,49597000,846900000,1.40656933,0.000809048,4.04703428
326,JP3165600002,2017,5316000,80001000,322788000,301374.3,229244000,793741000,57312000,782202000,1.4080543,0.001314644,3.942956369
326,JP3165600002,2018,6645000,88683000,323232000,199141.3,253403000,835922000,46677000,793741000,1.275565009,0.000785868,3.466535486
326,JP3165600002,2019,7974000,90243000,352554000,190621.9,230155000,830509000,48174000,835922000,1.531811171,0.000828233,4.230768632
326,JP3165600002,2020,6645000,77568000,368061000,111817.3,156157000,751787000,9166000,830509000,2.356993282,0.000716057,6.947779027
326,JP3165600002,2021,0,154969000,430886000,125128.9,170527000,834126000,59053000,751787000,2.526790479,0.000733778,7.582029245
326,JP3165600002,2022,0,128644000,403547000,153881.9,197851000,851988000,21848000,834126000,2.039651051,0.000777767,6.173632363
326,JP3165600002,2023,1329000,111658000,388013000,154467.7,220660000,865608000,47717000,851988000,1.758420194,0.000700026,5.229591432
326,JP3165600002,2024,3987000,130035000,378509000,136417.1,264331000,902916000,44109000,865608000,1.43195085,0.000516084,4.063863128
327,JP3756100008,2014,4932000,21973000,10745000,781648.5,247858000,319216000,56338000,,0.043351435,0.003153614,
327,JP3756100008,2015,5884000,26409000,9415000,1147866,310465000,403763000,49902000,319216000,0.03032548,0.003697248,-0.899826203
327,JP3756100008,2016,6509000,42327000,4835000,1389342,330870000,411720000,74114000,403763000,0.01461299,0.004199057,-0.913717924
327,JP3756100008,2017,7753000,70560000,3142000,1935812,394634000,484862000,67140000,411720000,0.007961808,0.004905335,-1.108794295
327,JP3756100008,2018,10272000,63339000,12330000,1685753,441668000,545060000,84050000,484862000,0.027916897,0.003816788,-1.096513415
327,JP3756100008,2019,10527000,102345000,10810000,1920934,500192000,612900000,90095000,545060000,0.021611701,0.003840393,-1.109161022
327,JP3756100008,2020,11663000,159190000,15055000,2546369,560861000,670001000,136452000,612900000,0.026842658,0.004540107,-1.233362471
327,JP3756100008,2021,12497000,158577000,58160000,2461680,642097000,901659000,114683000,670001000,0.090578215,0.003833813,-0.936673574
327,JP3756100008,2022,15360000,130435000,92734000,1589048,732813000,966345000,100902000,901659000,0.126545244,0.002168422,-0.579764886
327,JP3756100008,2023,16064000,131928000,146598000,1857418,818096000,1112006000,91399000,966345000,0.179194129,0.002270416,-0.370086553
327,JP3756100008,2024,16713000,137943000,143971000,1997038,896304000,1217166000,121788000,1112006000,0.160627421,0.002228081,-0.363767266
328,JP3735400008,2014,186174000,984463000,4231348000,7751136,8511354000,19623449000,2392659000,,0.497141583,0.000910682,
328,JP3735400008,2015,199770000,849174000,4444513000,10500810,8681860000,20112490000,2561818000,19623449000,0.511930969,0.001209512,1.016057643
328,JP3735400008,2016,200182000,1088275000,4194977000,9555367,8833806000,20289370000,2830289000,20112490000,0.474877646,0.001081682,0.884267053
328,JP3735400008,2017,247994000,925213000,4117587000,12054260,9052479000,20481454000,2633903000,20289370000,0.454857393,0.001331598,0.75364305
328,JP3735400008,2018,271405000,780300000,3878227000,8768975,9485981000,20755136000,2711882000,20481454000,0.408837736,0.000924414,0.57557972
328,JP3735400008,2019,313605000,946134000,4309042000,10727170,9264913000,21170679000,2732638000,20755136000,0.465092549,0.001157827,0.669463634
328,JP3735400008,2020,354827000,1033574000,4752756000,8950355,9061103000,21861091000,2751826000,21170679000,0.524522897,0.000987778,0.78796953
328,JP3735400008,2021,358470000,935727000,8372088000,12622950,7562707000,21971634000,3207531000,21861091000,1.107022657,0.001669105,2.622144291
328,JP3735400008,2022,396963000,834564000,8209495000,14502530,8282456000,22891809000,2327385000,21971634000,0.991190898,0.001750994,2.239614101
328,JP3735400008,2023,419525000,768297000,9150533000,15837240,8561353000,24368655000,2280329000,22891809000,1.068818562,0.001849852,2.485175482
328,JP3735400008,2024,417438000,1464497000,10714011000,13691200,9844160000,28889947000,2228417000,24368655000,1.088362136,0.001390794,2.567101377
329,JP3694400007,2014,3618000,29119000,21761000,263900.1,166421000,247282000,21688000,,0.130758738,0.001585738,
329,JP3694400007,2015,4973000,36099000,17040000,243824.6,186659000,265036000,21060000,247282000,0.091289464,0.001306257,-0.787522436
329,JP3694400007,2016,4519000,37128000,21518000,223019.3,188919000,272379000,25406000,265036000,0.113900666,0.001180502,-0.598244307
329,JP3694400007,2017,5225000,44596000,16075000,330878.8,194063000,272472000,25261000,272379000,0.082833925,0.001705007,-0.80810037
329,JP3694400007,2018,5614000,42411000,16011000,253132.3,208315000,287221000,25461000,272472000,0.076859564,0.001215142,-0.873408034
329,JP3694400007,2019,5182000,42432000,15315000,239984.7,216041000,292904000,28081000,287221000,0.070889322,0.001110829,-0.784539413
329,JP3694400007,2020,5181000,43222000,23481000,164900.7,209344000,277789000,23416000,292904000,0.112164667,0.000787702,-0.622975014
329,JP3694400007,2021,5110000,33306000,20232000,220281.8,227506000,293940000,26909000,277789000,0.088929523,0.000968246,-0.704453863
329,JP3694400007,2022,5070000,38459000,17333000,197954.5,245480000,314593000,20794000,293940000,0.070608604,0.000806398,-0.7047621
329,JP3694400007,2023,7550000,48051000,20136000,228645.2,254019000,321962000,18527000,314593000,0.079269661,0.000900111,-0.962063693
329,JP3694400007,2024,7855000,56749000,31967000,205286.2,269561000,361689000,23243000,321962000,0.118589113,0.000761557,-0.898710941
330,JP3940400009,2014,2016000,73058000,5305000,242381.4,243695000,310236000,20619000,,0.021769015,0.00099461,
330,JP3940400009,2015,2284000,96711000,3977000,220447.6,284734000,351952000,27643000,310236000,0.013967422,0.000774223,-0.746968639
330,JP3940400009,2016,2673000,112455000,1701000,196243.1,288551000,346698000,28539000,351952000,0.005894972,0.000680098,-0.78376144
330,JP3940400009,2017,3320000,110620000,37000,218912.6,289142000,348951000,18049000,346698000,0.000127965,0.000757111,-0.850697182
330,JP3940400009,2018,3321000,117112000,30000,210453.8,298042000,367321000,14167000,348951000,0.000100657,0.000706121,-0.8587321
330,JP3940400009,2019,3321000,106835000,69000,189476.1,311293000,384068000,28975000,367321000,0.000221656,0.000608674,-0.819010963
330,JP3940400009,2020,5977000,99994000,487000,173167.6,317778000,383025000,29695000,384068000,0.001532516,0.000544933,-1.031733992
330,JP3940400009,2021,5954000,101572000,2230000,238198.6,302047000,359788000,12402000,383025000,0.007382957,0.000788614,-0.973922094
330,JP3940400009,2022,6481000,99717000,2023000,307774.9,350351000,414928000,40677000,359788000,0.005774209,0.000878476,-1.173383758
330,JP3940400009,2023,15854000,162422000,2215000,489189.9,440623000,515000000,79514000,414928000,0.005026973,0.001110223,-2.205204315
330,JP3940400009,2024,19022000,237223000,2321000,532999.9,522873000,608783000,77940000,515000000,0.004438936,0.001019368,-2.20721102
332,JP3758190007,2014,4373000,117729000,36424000,432796.3,340380000,432306000,63681000,,0.107009813,0.001271509,
332,JP3758190007,2015,4305000,194225000,4417000,733511,374447000,421291000,61204000,432306000,0.011796062,0.001958918,-1.089799487
332,JP3758190007,2016,4358000,152683000,2518000,730868.6,372924000,436590000,66510000,421291000,0.006752046,0.001959833,-1.023047686
332,JP3758190007,2017,1000,153242000,3996000,1443571,465207000,535624000,83114000,436590000,0.008589725,0.003103072,-0.624562762
332,JP3758190007,2018,0,205292000,4433000,1190867,555268000,637082000,102226000,535624000,0.007983532,0.002144671,-0.669576862
332,JP3758190007,2019,0,253636000,13685000,1141098,619985000,697602000,118042000,637082000,0.022073115,0.001840525,-0.639377293
332,JP3758190007,2020,4417000,252570000,17461000,2671179,709882000,840204000,130211000,697602000,0.024597046,0.003762849,-0.835830764
332,JP3758190007,2021,4441000,365239000,17130000,1841450,836668000,948418000,90942000,840204000,0.020474071,0.002200933,-0.824709085
332,JP3758190007,2022,8785000,409368000,24771000,2092702,858193000,985704000,147875000,948418000,0.028864137,0.002438498,-0.999690051
332,JP3758190007,2023,8579000,280515000,30796000,2459589,896267000,1042204000,125743000,985704000,0.034360297,0.002744259,-0.738401734
332,JP3758190007,2024,,,,2231166,,,105359000,1042204000,,,
333,JP3753000003,2014,6784000,218358000,1255005000,511865.8,720271000,2543791000,131015000,,1.742406677,0.000710657,
333,JP3753000003,2015,8480000,260900000,1110514000,564582.9,810312000,2563724000,161166000,2543791000,1.370477051,0.000696748,3.97163284
333,JP3753000003,2016,15263000,237219000,951166000,323104.6,773678000,2237995000,81120000,2563724000,1.2294081,0.000417622,3.46986692
333,JP3753000003,2017,3391000,143180000,954606000,471052.4,522472000,2038306000,53101000,2237995000,1.82709504,0.000901584,5.567543031
333,JP3753000003,2018,0,104899000,991123000,326335.6,551887000,2065474000,43389000,2038306000,1.795880316,0.000591309,5.54843137
333,JP3753000003,2019,6783000,79915000,1052641000,345721.8,487432000,1995343000,106377000,2065474000,2.159564821,0.000709272,6.546419853
333,JP3753000003,2020,5087000,81861000,1054893000,342490.8,462664000,1928354000,136985000,1995343000,2.280041239,0.000740258,6.933465495
333,JP3753000003,2021,6782000,107369000,954874000,1266909,625333000,2119370000,202556000,1928354000,1.526984822,0.002025975,4.475903327
333,JP3753000003,2022,64430000,233019000,808299000,1328469,1713714000,3069452000,693337000,2119370000,0.47166505,0.000775199,-0.196618723
333,JP3753000003,2023,389957000,204817000,694090000,1800883,2478641000,3767677000,785215000,3069452000,0.280028451,0.000726561,-4.500649413
333,JP3753000003,2024,115964000,156163000,913804000,2228473,2650372000,4247053000,377991000,3767677000,0.344783298,0.000840815,-0.292520847
334,JP3190000004,2014,5745000,121373000,428681000,543296.7,412457000,1817057000,80642000,,1.039335009,0.00131722,
334,JP3190000004,2015,5745000,164309000,411050000,726559.6,507671000,1994159000,85050000,1817057000,0.809677921,0.001431162,2.250850194
334,JP3190000004,2016,7899000,164829000,346547000,716458.5,516099000,1949878000,136306000,1994159000,0.671473884,0.001388219,1.773958729
334,JP3190000004,2017,15797000,194585000,273569000,1126276,594160000,2014009000,143641000,1949878000,0.460429851,0.001895577,0.919654859
334,JP3190000004,2018,23696000,190055000,276986000,742433.1,684837000,2148202000,113742000,2014009000,0.404455367,0.001084102,0.622847493
334,JP3190000004,2019,20105000,168698000,272518000,823963.8,768945000,2212751000,87284000,2148202000,0.354405061,0.001071551,0.597829895
334,JP3190000004,2020,24413000,315027000,249832000,652244.6,817892000,2228451000,140284000,2212751000,0.305458422,0.00079747,0.270998717
334,JP3190000004,2021,22977000,258549000,266988000,715015.4,931009000,2270502000,77875000,2228451000,0.286772738,0.000768001,0.304115062
334,JP3190000004,2022,22977000,265042000,280872000,690484.6,955691000,2419956000,110649000,2270502000,0.293894156,0.000722498,0.319275705
334,JP3190000004,2023,26567000,419405000,344362000,930746.8,997109000,2604792000,69015000,2419956000,0.345360437,0.000933445,0.39271265
334,JP3190000004,2024,30155000,339188000,332903000,1450594,1151630000,3013791000,50400000,2604792000,0.289071143,0.001259601,0.258249054
335,JP3027670003,2014,23471131,21439403,428125000,811899.9,534156329,1022951504,50486519,,0.801497571,0.001519967,
335,JP3027670003,2015,21841112,14005656,418375000,804839.8,534287985,1012708071,37433647,1022951504,0.783051485,0.001506378,1.557439927
335,JP3027670003,2016,23200495,12038521,431625000,861319.9,536413218,1030434634,42300558,1012708071,0.804650194,0.001605702,1.560684826
335,JP3027670003,2017,25404728,32108507,413875000,772363.4,538794784,1013860639,42275808,1030434634,0.768149604,0.001433502,1.352292112
335,JP3027670003,2018,26850472,20206122,418125000,933331.6,540467857,1024893181,132878590,1013860639,0.773635277,0.001726896,1.22164912
335,JP3027670003,2019,29433094,15407943,433500000,1162075,541975055,1042753519,54511165,1024893181,0.799852311,0.002144148,1.299948063
