no,year,icbcode,gap,gap_e,gap_s,es,e,s,esdis,edis,sdis,family,gov,instit,g,size,lev,roa,mtb,country,capitalism,legal,kz
191,2014,5020,-0.08,-0.06,-0.11,34.37,44.06,24.68,26.00,38.14557535,13.8452237,0,0,1,34.92,8.60,0.1165,0.0565,0.0174,3,1,1,
191,2015,5020,-0.22,-0.33,-0.11,38.62,49.49,27.75,17.01,16.79250982,17.23095526,0,0,1,24.22,8.65,0.0875,0.0481,0.0219,3,1,1,-0.41981
191,2016,5020,-0.23,-0.37,-0.09,40.21,53.82,26.6,17.01,16.79250982,17.23095526,0,0,1,40.86,8.63,0.0874,0.0645,0.0189,3,1,1,-0.36016
191,2017,5020,-0.22,-0.36,-0.08,39.52,53.15,25.88,17.40,16.79250982,18.01692866,0,0,1,46.45,8.73,0.4044,0.0498,0.0240,3,1,1,0.74681
191,2018,5020,-0.18,-0.36,0.00,36.69,52.59,20.79,18.80,16.79250982,20.7980653,0,0,1,50.87,8.78,0.4912,0.0329,0.0234,3,1,1,0.85370
191,2019,5020,-0.28,-0.46,-0.10,47.01,63.13,30.89,18.80,16.79250982,20.7980653,0,0,1,57.47,8.76,0.4615,0.0317,0.0209,3,1,1,0.71829
191,2020,5020,-0.29,-0.49,-0.10,48.04,65.47,30.61,18.80,16.79250982,20.7980653,0,0,1,46.38,8.73,0.3701,0.0353,0.0188,3,1,1,0.44595
191,2021,5020,-0.27,-0.46,-0.09,46.20,62.91,29.49,18.96,17.12473573,20.7980653,0,0,1,49.41,8.78,0.4402,0.0368,0.0232,3,1,1,0.46781
191,2022,5020,0.00,0.03,-0.03,50.40,68.21,32.59,50.06,70.73391725,29.38331318,0,0,1,53.18,8.77,0.2410,0.0462,0.0154,3,1,1,0.06966
191,2023,5020,0.01,0.06,-0.05,48.82,67.42,30.21,49.32,73.02929629,25.60459492,0,0,1,47.06,8.82,0.4430,0.0414,0.0122,3,1,1,0.60417
192,2014,5020,-0.35,-0.54,-0.17,54.80,80.01,29.58,19.46,26.45726367,12.45465538,0,0,1,72.9,9.89,1.2329,0.0327,0.0093,3,1,1,
192,2015,5020,-0.32,-0.51,-0.14,53.71,80.06,27.35,21.39,29.29628511,13.48246675,0,0,1,68.1,9.93,1.1558,0.0368,0.0085,3,1,1,3.52548
192,2016,5020,-0.39,-0.56,-0.22,62.08,85.32,38.84,22.98,29.29628511,16.65659008,0,0,1,69.36,9.90,1.3354,0.0290,0.0100,3,1,1,4.18158
192,2017,5020,-0.37,-0.53,-0.20,59.51,82.19,36.83,22.98,29.29628511,16.65659008,0,0,1,57.89,9.91,1.1339,0.0436,0.0103,3,1,1,3.38436
192,2018,5020,-0.20,-0.20,-0.21,54.28,71.13,37.43,33.83,51.01177892,16.65659008,0,0,1,70.88,9.93,1.0708,0.0520,0.0109,3,1,1,2.78079
192,2019,5020,-0.35,-0.34,-0.37,69.11,84.77,53.44,33.83,51.01177892,16.65659008,0,0,1,73.47,10.00,1.0801,0.0583,0.0100,3,1,1,2.67343
192,2020,5020,-0.35,-0.34,-0.37,70.58,87.09,54.07,35.09,53.51857445,16.65659008,0,0,1,78.6,10.04,1.3540,0.0524,0.0097,3,1,1,3.56134
192,2021,5020,-0.36,-0.34,-0.37,71.39,89.14,53.63,35.80,54.93808517,16.65659008,0,0,1,78.02,10.05,1.2722,0.0394,0.0122,3,1,1,3.37290
192,2022,5020,-0.28,-0.26,-0.30,66.66,86.28,47.03,38.23,59.80066445,16.65659008,0,0,1,47.83,10.08,0.9327,0.0726,0.0120,3,1,1,2.29488
192,2023,5020,-0.24,-0.26,-0.21,60.81,81.88,39.74,37.05,55.48172757,18.62152358,0,0,1,52.63,10.12,0.8323,0.0677,0.0113,3,1,1,1.85136
193,2014,4040,-0.02,0.00,-0.04,1.97,0,3.94,0.00,0,0,,,,31.72,8.29,,,,3,1,1,
193,2015,4040,0.02,0.00,0.05,0.86,0,1.71,3.19,0,6.378476421,,,,41.13,8.37,,,,3,1,1,-0.95417
193,2016,4040,0.02,0.00,0.04,1.01,0,2.01,3.19,0,6.378476421,,,,61.19,8.38,,,,3,1,1,-2.25304
193,2017,4040,0.02,0.00,0.05,0.84,0,1.68,3.19,0,6.378476421,,,,66.77,8.40,,,,3,1,1,-2.38660
193,2018,4040,0.03,0.00,0.06,0.66,0,1.31,3.72,0.422832981,7.013301088,,,,58.52,8.45,0.0115,0.1114,0.0217,3,1,1,-2.28537
193,2019,4040,0.03,0.00,0.05,0.83,0,1.65,3.72,0.422832981,7.013301088,,,,53.46,8.47,0.0085,0.1061,0.0195,3,1,1,-2.34633
193,2020,4040,0.02,0.00,0.03,1.83,0,3.65,3.72,0.422832981,7.013301088,,,,36.22,8.49,0.0082,0.0988,0.0156,3,1,1,-2.83146
193,2021,4040,0.03,0.00,0.06,0.85,0,1.7,4.23,0.422832981,8.041112455,,,,31.97,8.50,0.0044,0.0617,0.0177,3,1,1,-2.45390
193,2022,4040,-0.12,-0.17,-0.07,16.29,17.3,15.28,4.23,0.422832981,8.041112455,,,,34.36,8.50,0.0048,0.0553,0.0129,3,1,1,-2.42574
193,2023,4040,0.05,0.00,0.10,0.00,0,0,5.21,0.422832981,10.00604595,,,,0,8.55,0.0193,0.0906,0.0170,3,1,1,-2.37198
194,2014,4510,-0.34,-0.35,-0.33,48.96,52.78,45.14,15.06,17.63817578,12.48488513,1,0,0,13.79,8.41,0.5036,0.0480,0.0224,3,1,1,
194,2015,4510,-0.44,-0.53,-0.35,59.50,70.58,48.41,15.62,17.97040169,13.27085852,1,0,0,22.48,8.45,0.6466,0.0268,0.0241,3,1,1,0.88374
194,2016,4510,-0.32,-0.36,-0.28,47.86,54.03,41.69,15.62,17.97040169,13.27085852,1,0,0,41.15,8.45,0.6173,0.0300,0.0327,3,1,1,0.85706
194,2017,4510,-0.36,-0.47,-0.25,54.77,68.75,40.78,18.97,21.89670794,16.05199516,1,0,0,35.14,8.48,0.6017,0.0464,0.0369,3,1,1,0.79491
194,2018,4510,-0.25,-0.23,-0.27,42.53,44.78,40.28,17.69,21.89670794,13.48246675,1,0,0,24.77,8.48,0.5274,0.0433,0.0362,3,1,1,0.60321
194,2019,4510,-0.30,-0.34,-0.26,50.43,61.36,39.5,20.53,27.57475083,13.48246675,1,0,0,18.33,8.47,0.4609,0.0497,0.0444,3,1,1,0.38350
194,2020,4510,-0.35,-0.40,-0.30,59.02,69.4,48.63,24.14,29.62851102,18.65175333,1,0,0,21.14,8.45,0.4423,0.0274,0.0479,3,1,1,0.33235
194,2021,4510,-0.01,0.14,-0.17,52.80,59.21,46.38,51.69,73.60314105,29.77629988,1,0,0,18.08,8.52,0.6507,0.0237,0.0512,3,1,1,0.73404
194,2022,4510,0.03,0.14,-0.09,52.21,59.49,44.92,54.86,73.60314105,36.12454655,1,0,0,14.27,8.51,0.4846,0.0408,0.0423,3,1,1,0.44263
194,2023,4510,0.55,0.75,0.35,0.00,0,0,55.21,75.32467532,35.09673519,1,0,0,0,8.52,0.4496,0.0406,0.0304,3,1,1,0.25063
195,2014,1010,-0.14,-0.02,-0.25,24.65,15.71,33.58,10.86,13.3192389,8.403869407,0,0,1,56.87,8.45,0.1069,0.0515,0.0154,3,1,1,
195,2015,1010,-0.17,0.03,-0.37,36.74,22.37,51.11,19.62,24.97734823,14.26844015,0,0,1,51.23,8.46,0.1027,0.0595,0.0171,3,1,1,-0.78563
195,2016,1010,-0.29,-0.01,-0.57,48.93,26.39,71.47,19.62,24.97734823,14.26844015,0,0,1,34.67,8.47,0.0829,0.0590,0.0137,3,1,1,-0.99327
195,2017,1010,-0.35,-0.07,-0.62,61.71,46.78,76.64,27.20,39.35366959,15.05441354,0,0,1,49.01,8.51,0.0729,0.0682,0.0197,3,1,1,-1.18033
195,2018,1010,-0.44,-0.26,-0.62,72.51,67.8,77.21,28.34,41.61884627,15.05441354,0,0,1,52.08,8.53,0.1545,0.0730,0.0229,3,1,1,-1.00980
195,2019,1010,-0.47,-0.27,-0.67,75.54,68.98,82.09,28.34,41.61884627,15.05441354,0,0,1,50.48,8.56,0.1314,0.0700,0.0258,3,1,1,-1.16593
195,2020,1010,-0.46,-0.25,-0.67,73.98,66.33,81.63,28.34,41.61884627,15.05441354,0,0,1,39.95,8.63,0.1402,0.0729,0.0286,3,1,1,-1.28224
195,2021,1010,-0.44,-0.23,-0.64,71.86,65.07,78.65,28.34,41.61884627,15.05441354,0,0,1,35.93,8.65,0.0918,0.0707,0.0293,3,1,1,-1.38258
195,2022,1010,-0.42,-0.24,-0.60,70.93,65.97,75.89,28.53,41.61884627,15.44740024,0,0,1,46.37,8.70,0.1402,0.0754,0.0240,3,1,1,-1.30132
195,2023,1010,0.31,0.45,0.16,0.00,0,0,30.65,44.82029598,16.47521161,0,0,1,0,8.72,0.1107,0.0682,0.0256,3,1,1,-1.60159
196,2014,4010,-0.22,-0.40,-0.04,40.00,66.73,13.27,17.85,26.42706131,9.280532044,1,0,0,73.7,8.82,0.3154,0.0344,0.0088,3,1,1,
196,2015,4010,-0.17,-0.28,-0.07,35.50,53.41,17.58,18.14,25.58139535,10.70133011,1,0,0,67.46,8.88,0.2077,0.0660,0.0148,3,1,1,0.12984
196,2016,4010,-0.20,-0.34,-0.05,35.01,54.07,15.95,15.18,19.66173362,10.70133011,1,0,0,62.74,8.84,0.1968,0.0414,0.0084,3,1,1,-0.14821
196,2017,4010,-0.18,-0.35,0.00,33.57,54.14,13,15.79,19.0576865,12.51511487,1,0,0,51.35,8.87,0.1974,0.0377,0.0107,3,1,1,-0.10800
196,2018,4010,-0.04,-0.12,0.05,30.86,54.02,7.69,27.23,41.95107218,12.51511487,1,0,0,49.68,8.90,0.1846,0.0482,0.0083,3,1,1,-0.12174
196,2019,4010,0.08,0.02,0.15,31.85,52.86,10.83,40.24,54.78707339,25.69528416,1,0,0,42.61,8.89,0.2319,0.0061,0.0076,3,1,1,0.06568
196,2020,4010,0.07,0.04,0.11,45.06,63.8,26.32,52.28,67.44186047,37.12212817,1,0,0,36.12,8.85,0.2330,0.0008,0.0043,3,1,1,0.06280
196,2021,4010,-0.11,0.04,-0.25,68.23,76.48,59.97,57.66,80.00604047,35.30834341,1,0,0,33.74,8.90,0.2353,-0.0014,0.0050,3,1,1,0.21015
196,2022,4010,-0.02,0.17,-0.21,61.66,63.45,59.87,59.23,80.00604047,38.452237,1,0,0,51.27,8.93,0.1770,0.0327,0.0034,3,1,1,-0.00825
196,2023,4010,-0.06,0.13,-0.26,63.41,60.6,66.22,57.01,73.60314105,40.4171705,1,0,0,72.3,8.93,0.1733,0.0176,0.0043,3,1,1,-0.17560
197,2014,4010,-0.32,-0.51,-0.13,47.19,72.31,22.06,15.23,21.56448203,8.887545345,0,0,1,46.81,9.46,0.3072,0.0401,0.0114,3,1,1,
197,2015,4010,-0.26,-0.42,-0.10,47.39,72.31,22.47,21.27,30.08154636,12.45465538,0,0,1,49.94,9.51,0.3341,0.0316,0.0137,3,1,1,0.72123
197,2016,4010,-0.27,-0.40,-0.15,50.36,73.35,27.37,22.96,33.46421021,12.45465538,0,0,1,54.51,9.43,0.4557,0.0392,0.0139,3,1,1,1.25094
197,2017,4010,-0.31,-0.38,-0.25,63.58,86.39,40.76,32.23,48.41437632,16.05199516,0,0,1,54.38,9.49,0.4704,0.0550,0.0182,3,1,1,1.11633
197,2018,4010,-0.37,-0.54,-0.20,63.24,89.58,36.9,26.13,35.18574449,17.07980653,0,0,1,50.12,9.52,0.4555,0.0691,0.0196,3,1,1,0.67160
197,2019,4010,-0.37,-0.48,-0.27,66.86,89.93,43.79,29.52,41.95107218,17.07980653,0,0,1,47.55,9.51,0.2796,0.0559,0.0163,3,1,1,0.16153
197,2020,4010,-0.35,-0.45,-0.26,65.98,88.4,43.55,30.57,43.67260646,17.47279323,0,0,1,43.79,9.50,0.2814,0.0433,0.0090,3,1,1,0.19069
197,2021,4010,-0.25,-0.37,-0.12,64.07,92.77,35.36,39.14,55.36091815,22.91414752,0,0,1,48.54,9.59,0.4667,0.0425,0.0124,3,1,1,0.39649
197,2022,4010,-0.27,-0.33,-0.21,66.09,88.68,43.49,39.14,55.36091815,22.91414752,0,0,1,22.86,9.60,0.3703,0.0417,0.0091,3,1,1,0.29707
197,2023,4010,-0.38,-0.43,-0.33,71.58,87.54,55.62,33.60,44.27665358,22.91414752,0,0,1,32.9,9.65,0.3781,0.0534,0.0090,3,1,1,0.32771
199,2014,1010,-0.03,0.13,-0.19,23.27,22.02,24.52,20.16,34.974328,5.350665054,0,1,0,21.65,8.88,0.2563,0.0419,0.0108,3,1,1,
199,2015,1010,0.02,0.14,-0.10,19.49,22.67,16.3,21.54,36.69586228,6.378476421,0,1,0,20.47,8.92,0.2087,-0.0120,0.0065,3,1,1,0.35660
199,2016,1010,-0.02,0.04,-0.07,23.10,32.84,13.36,21.54,36.69586228,6.378476421,0,1,0,19.36,8.90,0.2193,-0.0516,0.0038,3,1,1,0.28679
199,2017,1010,-0.22,-0.23,-0.21,43.94,60.03,27.85,21.54,36.69586228,6.378476421,0,1,0,21.87,8.96,0.4354,-0.0417,0.0051,3,1,1,1.16916
199,2018,1010,-0.23,-0.22,-0.24,47.32,58.58,36.06,24.21,36.69586228,11.72914148,0,1,0,59.17,8.79,2.3395,-0.3201,0.2647,3,1,1,7.25738
199,2019,1010,-0.24,-0.18,-0.30,51.81,61.83,41.79,27.76,43.79341589,11.72914148,0,1,0,60.76,8.74,36.7933,-0.1856,0.0387,3,1,1,115.40264
199,2020,1010,-0.24,-0.19,-0.29,51.62,62.9,40.34,27.76,43.79341589,11.72914148,0,1,0,60.52,8.59,1.8719,-0.2081,0.0308,3,1,1,5.79479
199,2021,1010,-0.19,-0.14,-0.25,49.50,58.72,40.28,30.28,45.21292661,15.356711,0,1,0,54.59,8.35,2.4045,-0.1347,0.0177,3,1,1,7.40203
199,2022,1010,-0.14,-0.07,-0.22,48.77,57.86,39.68,34.50,50.86076714,18.13784764,0,1,0,54.14,8.41,1.0125,-0.0282,0.0206,3,1,1,3.00240
199,2023,1010,-0.13,-0.11,-0.16,46.75,57.85,35.65,33.53,46.96466324,20.10278114,0,1,0,35.4,8.35,0.0000,-0.1025,0.0217,3,1,1,0.09878
200,2014,4050,0.20,0.31,0.08,2.29,0.42,4.16,22.05,31.59166415,12.51511487,0,0,1,19.24,9.12,,,,3,1,1,
200,2015,4050,0.24,0.37,0.12,3.34,0.37,6.31,27.67,37.29990939,18.0471584,0,0,1,17.25,9.17,0.1256,0.1059,0.0175,3,1,1,-1.04164
200,2016,4050,0.25,0.35,0.15,4.42,2.3,6.53,29.19,37.29990939,21.07013301,0,0,1,28.01,9.20,0.1064,0.1143,0.0177,3,1,1,-1.22986
200,2017,4050,-0.23,-0.07,-0.40,60.36,58.98,61.73,37.17,52.25007551,22.09794438,0,0,1,68.6,9.22,0.1157,0.0993,0.0128,3,1,1,-1.22677
200,2018,4050,-0.20,-0.05,-0.35,60.79,64.62,56.96,40.74,59.37783147,22.09794438,0,0,1,66.79,9.25,0.1186,0.0787,0.0128,3,1,1,-1.35083
200,2019,4050,-0.23,-0.15,-0.31,68.37,76.33,60.4,45.20,61.3409846,29.05078597,0,0,1,61.8,9.29,0.1222,0.0813,0.0117,3,1,1,-0.92245
200,2020,4050,-0.23,-0.16,-0.30,68.90,77.2,60.59,45.98,61.3409846,30.62273277,0,0,1,59.22,9.25,0.1752,0.0290,0.0092,3,1,1,-0.40134
200,2021,4050,-0.20,-0.07,-0.33,69.20,78.61,59.79,49.23,71.60978556,26.84401451,0,0,1,61.98,9.27,0.5437,-0.1517,0.0128,3,1,1,1.49747
200,2022,4050,-0.15,-0.01,-0.29,65.47,74.38,56.56,50.60,73.33131984,27.87182588,0,0,1,65.92,9.32,1.1610,-0.0856,0.0115,3,1,1,3.24246
200,2023,4050,-0.19,-0.06,-0.31,70.91,83.16,58.65,52.29,76.71398369,27.87182588,0,0,1,58.63,9.35,1.1338,0.0196,0.0121,3,1,1,2.97466
201,2014,5520,-0.26,-0.29,-0.23,58.97,77.02,40.91,32.58,47.71972214,17.44256348,1,0,0,92.41,8.70,0.0790,0.0511,0.0135,3,1,1,
201,2015,5520,-0.34,-0.41,-0.28,60.59,77.87,43.3,26.12,37.14889761,15.08464329,1,0,0,91.64,8.73,0.1070,0.0578,0.0133,3,1,1,-0.60218
201,2016,5520,-0.33,-0.34,-0.31,61.77,77.07,46.47,29.23,43.37058291,15.08464329,1,0,0,90.39,8.71,0.1189,0.0458,0.0103,3,1,1,-0.60750
201,2017,5520,-0.24,-0.15,-0.33,62.88,72.07,53.69,38.80,56.9012383,20.70737606,1,0,0,83.97,8.76,0.1720,0.0552,0.0115,3,1,1,-0.65022
201,2018,5520,-0.32,-0.14,-0.49,73.29,77.04,69.53,41.67,62.6396859,20.70737606,1,0,0,95.17,8.81,0.2018,0.0562,0.0130,3,1,1,-0.48736
201,2019,5520,-0.27,-0.06,-0.48,71.93,74.86,69,44.66,68.61975234,20.70737606,1,0,0,88.76,8.83,0.2140,0.0486,0.0098,3,1,1,-0.29017
201,2020,5520,-0.21,0.04,-0.47,72.09,74.98,69.19,50.61,78.94895802,22.27932285,1,0,0,83.69,8.83,0.2085,0.0356,0.0125,3,1,1,-0.31217
201,2021,5520,-0.19,0.03,-0.40,71.40,74.74,68.06,52.63,77.5294473,27.72067715,1,0,0,83.68,8.81,0.4241,-0.0809,0.0202,3,1,1,0.30260
201,2022,5520,-0.22,0.03,-0.46,72.62,75.27,69.97,50.86,77.86167321,23.85126965,1,0,0,75.11,8.89,0.3647,0.0539,0.0204,3,1,1,0.22292
201,2023,5520,-0.21,0.03,-0.45,75.29,79.86,70.71,54.24,82.66384778,25.81620314,1,0,0,65.14,8.84,0.4980,0.0237,0.0170,3,1,1,0.62863
202,2014,6510,0.20,0.29,0.11,0.00,0,0,19.82,29.02446391,10.61064087,,,,0,8.62,,,,3,1,1,
202,2015,6510,0.27,0.43,0.12,0.00,0,0,27.29,42.5551193,12.03143894,,,,0,8.61,,,,3,1,1,3.73764
202,2016,6510,0.30,0.46,0.14,0.00,0,0,30.01,45.93778315,14.08706167,,,,0,8.60,,,,3,1,1,3.41003
202,2017,6510,0.30,0.46,0.14,0.00,0,0,30.01,45.93778315,14.08706167,,,,0,8.64,,,,3,1,1,2.80655
202,2018,6510,0.32,0.47,0.17,0.00,0,0,31.83,46.78344911,16.86819831,,,,0,8.66,0.8552,0.0413,0.0119,3,1,1,2.37647
202,2019,6510,0.32,0.47,0.17,0.00,0,0,31.83,46.78344911,16.86819831,,,,0,8.66,0.7639,0.0438,0.0095,3,1,1,2.02517
202,2020,6510,0.20,0.32,0.07,15.69,21.91,9.46,35.37,53.88100272,16.86819831,,,,16.61,8.67,0.6944,0.0469,0.0088,3,1,1,1.72431
202,2021,6510,0.14,0.27,0.00,20.70,28.66,12.73,34.29,55.8743582,12.69649335,,,,14.44,8.70,0.3967,0.0490,0.0146,3,1,1,0.65217
202,2022,6510,0.01,0.10,-0.08,32.13,43.33,20.93,32.87,53.03533676,12.69649335,,,,31.54,8.74,0.4108,0.0574,0.0096,3,1,1,0.85315
202,2023,6510,-0.06,0.17,-0.29,43.36,43.26,43.45,37.44,59.98187859,14.90326481,,,,37.33,8.81,0.4609,0.0544,0.0099,3,1,1,0.90710
203,2014,5510,-0.34,-0.38,-0.30,63.81,83.24,44.38,29.74,44.88070069,14.60096735,0,0,1,79.87,9.62,0.8987,0.0245,0.0066,3,1,1,
203,2015,5510,-0.23,-0.32,-0.14,56.85,77.07,36.62,33.75,45.1525219,22.33978235,0,0,1,75.11,9.67,0.7721,0.0314,0.0079,3,1,1,2.14851
203,2016,5510,-0.20,-0.23,-0.18,59.64,78.19,41.08,39.26,55.14950166,23.36759371,0,0,1,62.48,9.63,0.7662,0.0076,0.0048,3,1,1,2.11623
203,2017,5510,-0.21,-0.20,-0.22,63.03,75.51,50.54,41.60,55.14950166,28.05320435,0,0,1,72.66,9.64,0.7336,0.0159,0.0059,3,1,1,2.25621
203,2018,5510,-0.17,0.00,-0.35,67.33,70.5,64.15,49.86,70.64331018,29.08101572,0,0,1,64.85,9.65,0.6982,0.0350,0.0066,3,1,1,1.77419
203,2019,5510,-0.18,-0.03,-0.34,67.22,71.24,63.2,48.88,68.68015705,29.08101572,0,0,1,65.74,9.67,0.7911,0.0382,0.0069,3,1,1,1.92348
203,2020,5510,-0.18,0.06,-0.42,70.50,71.14,69.85,52.19,76.86499547,27.50906892,0,0,1,61.72,9.66,1.1151,-0.0397,0.0024,3,1,1,3.08063
203,2021,5510,-0.17,0.03,-0.38,71.01,74.34,67.68,53.80,77.5294473,30.07859734,0,0,1,79.89,9.66,1.0756,-0.0018,0.0039,3,1,1,3.26788
203,2022,5510,-0.22,0.01,-0.45,76.41,77.69,75.13,54.51,78.94895802,30.07859734,0,0,1,65.3,9.72,0.9302,0.0607,0.0045,3,1,1,2.50668
203,2023,5510,-0.21,0.02,-0.45,75.27,75.52,75.02,54.00,77.5294473,30.47158404,0,0,1,60.7,9.74,0.8786,0.0330,0.0042,3,1,1,2.04324
204,2014,5520,-0.31,-0.40,-0.21,43.51,56.28,30.73,12.81,15.94684385,9.673518742,0,0,1,48.37,8.57,0.3666,0.0545,0.0119,3,1,1,
204,2015,5520,-0.38,-0.46,-0.30,50.91,62.42,39.4,12.81,15.94684385,9.673518742,0,0,1,47.1,8.60,0.2773,0.0495,0.0119,3,1,1,0.43625
204,2016,5520,-0.39,-0.48,-0.30,52.20,64.25,40.14,12.81,15.94684385,9.673518742,0,0,1,55.96,8.58,0.2682,0.0461,0.0077,3,1,1,0.40356
204,2017,5520,-0.40,-0.43,-0.37,54.93,62.29,47.56,15.02,19.3295077,10.70133011,0,0,1,48.06,8.61,0.1854,0.0582,0.0117,3,1,1,0.04897
204,2018,5520,-0.39,-0.44,-0.34,54.34,63.47,45.2,15.02,19.3295077,10.70133011,0,0,1,49.04,8.65,0.1523,0.0310,0.0129,3,1,1,-0.11306
204,2019,5520,-0.35,-0.37,-0.34,53.35,62.41,44.28,17.85,25.00755059,10.70133011,0,0,1,45,8.63,0.0965,0.0431,0.0098,3,1,1,-0.23399
204,2020,5520,-0.38,-0.37,-0.39,55.88,61.83,49.92,17.85,25.00755059,10.70133011,0,0,1,39.19,8.60,0.0884,0.0491,0.0063,3,1,1,-0.34595
204,2021,5520,-0.32,-0.28,-0.36,56.29,61.85,50.72,24.23,33.9474479,14.51027811,0,0,1,43.12,8.65,0.0698,0.0654,0.0115,3,1,1,-0.54504
204,2022,5520,-0.27,-0.24,-0.31,56.49,63.01,49.97,29.15,39.05164603,19.25634825,0,0,1,64.25,8.68,0.0644,0.0719,0.0083,3,1,1,-0.43925
204,2023,5520,0.37,0.57,0.18,0.00,0,0,37.40,56.72002416,18.07738815,0,0,1,0,8.72,0.0904,0.0211,0.0081,3,1,1,-0.43299
205,2014,5010,-0.29,-0.44,-0.15,35.20,46.15,24.24,5.74,2.083962549,9.401451028,0,0,1,39.73,8.87,0.0366,0.0686,0.0242,3,1,1,
205,2015,5010,-0.27,-0.43,-0.11,37.66,44.4,30.92,10.99,1.751736635,20.22370012,0,0,1,42,8.85,0.0925,0.0281,0.0156,3,1,1,-0.84844
205,2016,5010,-0.23,-0.32,-0.14,42.32,48.07,36.56,19.37,16.4602839,22.27932285,0,0,1,48.03,8.83,0.0882,0.0607,0.0102,3,1,1,-0.38837
205,2017,5010,-0.18,-0.27,-0.09,38.81,44.03,33.58,20.44,16.79250982,24.09310762,0,0,1,44.77,8.80,0.0716,-0.0330,0.0128,3,1,1,-0.75591
205,2018,5010,-0.24,-0.33,-0.15,44.71,49.85,39.57,20.44,16.79250982,24.09310762,0,0,1,34.81,8.83,0.1723,0.0257,0.0149,3,1,1,-0.27657
205,2019,5010,-0.24,-0.29,-0.18,43.99,46.24,41.73,20.44,16.79250982,24.09310762,0,0,1,54.21,8.83,0.1335,0.0359,0.0112,3,1,1,-0.41193
205,2020,5010,-0.25,-0.33,-0.18,45.86,49.91,41.8,20.44,16.79250982,24.09310762,0,0,1,37.56,8.81,0.1306,0.0062,0.0059,3,1,1,-0.45558
205,2021,5010,-0.18,-0.19,-0.16,45.30,50.07,40.52,27.74,31.38024766,24.09310762,0,0,1,23.34,8.84,0.1634,0.0078,0.0086,3,1,1,-0.25689
205,2022,5010,-0.20,-0.16,-0.24,48.96,47.55,50.37,29.04,31.41045002,26.66263603,0,0,1,39.41,8.83,0.1882,-0.0514,0.0090,3,1,1,-0.30062
205,2023,5010,-0.17,-0.10,-0.24,47.21,43.09,51.32,30.09,33.13198429,27.05562273,0,0,1,45.83,8.84,0.0998,0.0455,0.0106,3,1,1,-0.60659
206,2014,3010,,,,0.00,0,0,,.,.,0,1,0,0,11.31,,,,3,1,1,
206,2015,3010,-0.10,-0.10,-0.10,22.86,22.1,23.61,12.69,11.68831169,13.69407497,0,1,0,60.83,11.32,1.1668,0.0018,0.0000,3,1,1,
206,2016,3010,-0.10,-0.13,-0.08,26.27,24.71,27.83,16.00,12.11114467,19.89117291,0,1,0,67.44,11.32,1.1905,0.0016,0.0045,3,1,1,
206,2017,3010,-0.03,0.03,-0.09,33.07,34.67,31.47,30.06,37.20930233,22.91414752,0,1,0,66.89,11.32,1.2514,0.0015,0.0044,3,1,1,
206,2018,3010,-0.09,0.00,-0.19,42.26,40.28,44.23,32.87,40.04832377,25.69528416,0,1,0,72.6,11.32,1.3880,0.0019,0.0048,3,1,1,
206,2019,3010,-0.17,-0.24,-0.11,57.07,65.41,48.73,39.69,41.46783449,37.90810157,0,1,0,69.53,11.32,1.2393,0.0015,0.0051,3,1,1,
206,2020,3010,-0.13,-0.20,-0.05,53.29,63.2,43.37,40.40,42.88734521,37.90810157,0,1,0,74.79,11.32,1.8998,0.0015,0.0033,3,1,1,
206,2021,3010,-0.14,-0.13,-0.14,56.54,61.04,52.03,43.00,48.08215041,37.90810157,0,1,0,70.86,11.35,1.7862,0.0013,0.0037,3,1,1,
206,2022,3010,-0.10,-0.09,-0.12,53.64,57.77,49.51,43.42,48.92781637,37.90810157,0,1,0,61.83,11.37,2.5881,0.0016,0.0037,3,1,1,
206,2023,3010,-0.10,-0.16,-0.05,56.01,64.94,47.07,45.69,48.92781637,42.44256348,0,1,0,61.38,11.36,2.2769,0.0016,0.0041,3,1,1,
207,2014,6010,0.06,0.05,0.08,19.98,30.49,9.47,26.30,35.21594684,17.38210399,0,1,0,35.87,8.82,0.1187,0.0488,0.0046,3,1,1,
207,2015,6010,-0.09,-0.02,-0.16,34.20,37.64,30.76,25.01,35.21594684,14.81257557,0,1,0,30.06,8.87,0.1592,0.0422,0.0051,3,1,1,0.12502
207,2016,6010,-0.05,-0.02,-0.09,34.40,37.16,31.63,29.16,35.21594684,23.095526,0,1,0,33.43,8.85,0.2702,0.0029,0.0034,3,1,1,0.57011
207,2017,6010,-0.20,-0.13,-0.27,59.31,68.45,50.16,39.36,55.63273935,23.095526,0,1,0,31.7,8.87,0.2932,0.0047,0.0033,3,1,1,0.70765
207,2018,6010,-0.16,-0.09,-0.24,56.59,66.47,46.7,40.35,57.59589248,23.095526,0,1,0,30.58,8.84,0.3513,-0.0401,0.0034,3,1,1,0.79502
207,2019,6010,-0.18,-0.11,-0.25,58.81,69.53,48.08,41.06,59.0154032,23.095526,0,1,0,34.56,8.81,0.3281,0.0282,0.0035,3,1,1,0.66719
207,2020,6010,-0.12,-0.05,-0.20,55.22,67.61,42.83,42.75,62.39806705,23.095526,0,1,0,29.91,8.79,0.3174,0.0486,0.0027,3,1,1,0.41183
207,2021,6010,-0.19,0.06,-0.44,77.77,72.83,82.71,58.66,78.37511326,38.93591294,0,1,0,53.27,8.79,0.2857,-0.0003,0.0031,3,1,1,0.33816
