No,ISIN CODE,Year,Board Size,CSR Sustainability Committee,Current CEO Chairman Duality,FREE FLOAT NOSH
755,KR7204320006,2018,10,N   ,Y   ,58
755,KR7204320006,2019,8,Y   ,Y   ,56
755,KR7204320006,2020,7,Y   ,Y   ,57
755,KR7204320006,2021,7,Y   ,Y   ,61
755,KR7204320006,2022,7,Y   ,Y   ,57
755,KR7204320006,2023,7,Y   ,N   ,59
755,KR7204320006,2024,,,,61
756,KR7086900008,2014,,,,74
756,KR7086900008,2015,,,,74
756,KR7086900008,2016,,,,70
756,KR7086900008,2017,6,N   ,N   ,63
756,KR7086900008,2018,4,N   ,N   ,82
756,KR7086900008,2019,3,N   ,N   ,81
756,KR7086900008,2020,4,N   ,N   ,81
756,KR7086900008,2021,3,N   ,N   ,81
756,KR7086900008,2022,4,N   ,N   ,74
756,KR7086900008,2023,5,N   ,N   ,76
756,KR7086900008,2024,,,,82
757,KR7036570000,2014,7,N   ,N   ,64
757,KR7036570000,2015,7,N   ,N   ,56
757,KR7036570000,2016,5,N   ,N   ,66
757,KR7036570000,2017,5,N   ,N   ,67
757,KR7036570000,2018,6,N   ,Y   ,68
757,KR7036570000,2019,7,N   ,Y   ,59
757,KR7036570000,2020,7,Y   ,N   ,68
757,KR7036570000,2021,7,Y   ,N   ,69
757,KR7036570000,2022,8,Y   ,N   ,61
757,KR7036570000,2023,8,Y   ,N   ,63
757,KR7036570000,2024,,,,64
758,KR7035420009,2014,11,N   ,N   ,82
758,KR7035420009,2015,11,N   ,N   ,75
758,KR7035420009,2016,10,N   ,N   ,82
758,KR7035420009,2017,10,N   ,N   ,89
758,KR7035420009,2018,8,N   ,N   ,80
758,KR7035420009,2019,7,N   ,N   ,85
758,KR7035420009,2020,7,Y   ,N   ,87
758,KR7035420009,2021,6,Y   ,N   ,90
758,KR7035420009,2022,7,Y   ,N   ,91
758,KR7035420009,2023,7,Y   ,N   ,91
758,KR7035420009,2024,,,,92
759,KR7004370003,2014,,,,51
759,KR7004370003,2015,,,,50
759,KR7004370003,2016,,,,48
759,KR7004370003,2017,,,,49
759,KR7004370003,2018,,,,51
759,KR7004370003,2019,7,N   ,N   ,50
759,KR7004370003,2020,7,N   ,N   ,44
759,KR7004370003,2021,7,N   ,N   ,61
759,KR7004370003,2022,7,Y   ,Y   ,56
759,KR7004370003,2023,7,Y   ,N   ,55
759,KR7004370003,2024,,,,57
760,KR7251270005,2017,6,N   ,N   ,29
760,KR7251270005,2018,7,N   ,N   ,24
760,KR7251270005,2019,7,N   ,N   ,29
760,KR7251270005,2020,7,Y   ,N   ,30
760,KR7251270005,2021,7,Y   ,N   ,25
760,KR7251270005,2022,7,Y   ,N   ,25
760,KR7251270005,2023,9,Y   ,N   ,30
760,KR7251270005,2024,,,,24
761,KR7000060004,2014,,,,37
761,KR7000060004,2015,,,,31
761,KR7000060004,2016,,,,36
761,KR7000060004,2017,,,,43
761,KR7000060004,2018,,,,43
761,KR7000060004,2019,11,N   ,N   ,42
761,KR7000060004,2020,5,N   ,N   ,41
761,KR7000060004,2021,,,,37
761,KR7000060004,2022,,,,39
761,KR7000060004,2023,,,,0
761,KR7000060004,2024,,,,0
762,KR7271560005,2017,4,N   ,N   ,100
762,KR7271560005,2018,5,N   ,N   ,39
762,KR7271560005,2019,5,N   ,N   ,41
762,KR7271560005,2020,5,N   ,N   ,51
762,KR7271560005,2021,5,Y   ,N   ,51
762,KR7271560005,2022,5,Y   ,N   ,50
762,KR7271560005,2023,5,Y   ,N   ,53
762,KR7271560005,2024,,,,48
763,KR7047050000,2014,10,N   ,N   ,30
763,KR7047050000,2015,9,N   ,N   ,33
763,KR7047050000,2016,9,Y   ,N   ,28
763,KR7047050000,2017,9,Y   ,N   ,37
763,KR7047050000,2018,8,Y   ,N   ,31
763,KR7047050000,2019,7,Y   ,N   ,31
763,KR7047050000,2020,7,Y   ,N   ,32
763,KR7047050000,2021,6,Y   ,N   ,31
763,KR7047050000,2022,8,Y   ,N   ,28
763,KR7047050000,2023,7,Y   ,N   ,22
763,KR7047050000,2024,,,,24
764,KR7000150003,2014,11,Y   ,Y   ,81
764,KR7000150003,2015,9,Y   ,Y   ,85
764,KR7000150003,2016,9,Y   ,Y   ,94
764,KR7000150003,2017,8,Y   ,Y   ,88
764,KR7000150003,2018,8,Y   ,Y   ,87
764,KR7000150003,2019,7,Y   ,Y   ,87
764,KR7000150003,2020,7,Y   ,Y   ,93
764,KR7000150003,2021,7,Y   ,Y   ,85
764,KR7000150003,2022,7,Y   ,Y   ,82
764,KR7000150003,2023,7,Y   ,Y   ,75
764,KR7000150003,2024,,,,77
765,KR7161390000,2014,5,Y   ,N   ,35
765,KR7161390000,2015,5,Y   ,N   ,58
765,KR7161390000,2016,5,Y   ,N   ,58
765,KR7161390000,2017,5,Y   ,N   ,57
765,KR7161390000,2018,5,Y   ,N   ,56
765,KR7161390000,2019,5,Y   ,N   ,57
765,KR7161390000,2020,5,Y   ,N   ,54
765,KR7161390000,2021,7,Y   ,N   ,56
765,KR7161390000,2022,7,Y   ,N   ,55
765,KR7161390000,2023,7,Y   ,N   ,54
765,KR7161390000,2024,,,,55
766,KR7068270008,2014,10,N   ,N   ,65
766,KR7068270008,2015,11,N   ,N   ,66
766,KR7068270008,2016,12,N   ,N   ,66
766,KR7068270008,2017,10,N   ,N   ,66
766,KR7068270008,2018,10,N   ,N   ,68
766,KR7068270008,2019,10,N   ,N   ,65
766,KR7068270008,2020,8,N   ,N   ,63
766,KR7068270008,2021,11,N   ,N   ,65
766,KR7068270008,2022,11,Y   ,N   ,74
766,KR7068270008,2023,12,Y   ,Y   ,73
766,KR7068270008,2024,,,,72
767,KR7042660001,2014,14,N   ,N   ,47
767,KR7042660001,2015,15,N   ,N   ,50
767,KR7042660001,2016,15,N   ,N   ,42
767,KR7042660001,2017,9,N   ,N   ,21
767,KR7042660001,2018,9,N   ,N   ,36
767,KR7042660001,2019,6,N   ,N   ,36
767,KR7042660001,2020,7,Y   ,N   ,36
767,KR7042660001,2021,7,Y   ,N   ,31
767,KR7042660001,2022,7,Y   ,N   ,36
767,KR7042660001,2023,11,Y   ,N   ,30
767,KR7042660001,2024,,,,31
768,KR7007310006,2014,,,,58
768,KR7007310006,2015,5,N   ,Y   ,54
768,KR7007310006,2016,4,N   ,Y   ,60
768,KR7007310006,2017,4,N   ,Y   ,56
768,KR7007310006,2018,3,N   ,Y   ,56
768,KR7007310006,2019,4,N   ,Y   ,58
768,KR7007310006,2020,3,N   ,Y   ,53
768,KR7007310006,2021,4,N   ,Y   ,60
768,KR7007310006,2022,7,Y   ,Y   ,55
768,KR7007310006,2023,7,Y   ,Y   ,55
768,KR7007310006,2024,,,,61
769,KR7034230003,2014,10,N   ,N   ,63
769,KR7034230003,2015,10,N   ,N   ,62
769,KR7034230003,2016,8,N   ,N   ,62
769,KR7034230003,2017,7,N   ,N   ,62
769,KR7034230003,2018,7,N   ,N   ,62
769,KR7034230003,2019,7,N   ,N   ,62
769,KR7034230003,2020,6,N   ,N   ,62
769,KR7034230003,2021,4,N   ,N   ,62
769,KR7034230003,2022,6,N   ,N   ,62
769,KR7034230003,2023,6,N   ,N   ,62
769,KR7034230003,2024,,,,62
770,KR7002790004,2014,6,Y   ,N   ,44
770,KR7002790004,2015,6,Y   ,N   ,22
770,KR7002790004,2016,5,Y   ,Y   ,38
770,KR7002790004,2017,6,Y   ,Y   ,40
770,KR7002790004,2018,7,Y   ,Y   ,41
770,KR7002790004,2019,7,Y   ,Y   ,46
770,KR7002790004,2020,7,Y   ,Y   ,46
770,KR7002790004,2021,6,Y   ,Y   ,41
770,KR7002790004,2022,6,Y   ,Y   ,46
770,KR7002790004,2023,6,Y   ,Y   ,39
770,KR7002790004,2024,,,,40
771,KR7005490008,2014,14,Y   ,Y   ,92
771,KR7005490008,2015,12,Y   ,Y   ,87
771,KR7005490008,2016,11,Y   ,Y   ,85
771,KR7005490008,2017,10,Y   ,Y   ,89
771,KR7005490008,2018,12,Y   ,Y   ,89
771,KR7005490008,2019,12,Y   ,Y   ,89
771,KR7005490008,2020,12,Y   ,Y   ,88
771,KR7005490008,2021,13,Y   ,Y   ,89
771,KR7005490008,2022,13,Y   ,Y   ,91
771,KR7005490008,2023,13,Y   ,Y   ,91
771,KR7005490008,2024,,,,93
772,KR7003670007,2014,,,,28
772,KR7003670007,2015,,,,27
772,KR7003670007,2016,,,,19
772,KR7003670007,2017,8,Y   ,N   ,35
772,KR7003670007,2018,2,Y   ,N   ,40
772,KR7003670007,2019,6,Y   ,N   ,39
772,KR7003670007,2020,7,Y   ,N   ,39
772,KR7003670007,2021,7,Y   ,N   ,35
772,KR7003670007,2022,9,Y   ,N   ,35
772,KR7003670007,2023,9,Y   ,N   ,34
772,KR7003670007,2024,,,,35
774,KR7096770003,2014,10,Y   ,Y   ,57
774,KR7096770003,2015,10,Y   ,N   ,58
774,KR7096770003,2016,10,Y   ,N   ,57
774,KR7096770003,2017,8,Y   ,N   ,56
774,KR7096770003,2018,7,Y   ,N   ,57
774,KR7096770003,2019,8,Y   ,N   ,57
774,KR7096770003,2020,8,Y   ,N   ,56
774,KR7096770003,2021,7,Y   ,N   ,58
774,KR7096770003,2022,7,Y   ,N   ,58
774,KR7096770003,2023,,,,56
774,KR7096770003,2024,,,,57
775,KR7012750006,2014,13,N   ,N   ,53
775,KR7012750006,2015,13,N   ,N   ,51
775,KR7012750006,2016,13,N   ,N   ,51
775,KR7012750006,2017,12,N   ,N   ,51
775,KR7012750006,2018,12,N   ,N   ,52
775,KR7012750006,2019,9,N   ,N   ,51
775,KR7012750006,2020,8,N   ,N   ,51
775,KR7012750006,2021,7,Y   ,N   ,52
775,KR7012750006,2022,8,Y   ,N   ,50
775,KR7012750006,2023,6,Y   ,N   ,52
775,KR7012750006,2024,,,,52
776,KR7006400006,2014,12,Y   ,N   ,58
776,KR7006400006,2015,12,Y   ,N   ,72
776,KR7006400006,2016,7,Y   ,N   ,66
776,KR7006400006,2017,6,Y   ,N   ,80
776,KR7006400006,2018,7,Y   ,N   ,70
776,KR7006400006,2019,7,Y   ,N   ,69
776,KR7006400006,2020,5,Y   ,N   ,70
776,KR7006400006,2021,7,Y   ,N   ,72
776,KR7006400006,2022,7,Y   ,N   ,73
776,KR7006400006,2023,6,Y   ,N   ,72
776,KR7006400006,2024,,,,73
777,KR7009150004,2014,10,Y   ,N   ,70
777,KR7009150004,2015,8,Y   ,N   ,70
777,KR7009150004,2016,7,Y   ,N   ,68
777,KR7009150004,2017,8,Y   ,N   ,65
777,KR7009150004,2018,8,Y   ,N   ,65
777,KR7009150004,2019,8,Y   ,N   ,65
777,KR7009150004,2020,7,Y   ,N   ,64
777,KR7009150004,2021,7,Y   ,N   ,66
777,KR7009150004,2022,7,Y   ,N   ,68
777,KR7009150004,2023,7,Y   ,N   ,76
777,KR7009150004,2024,,,,65
778,KR7056190002,2014,,,,57
778,KR7056190002,2015,,,,50
778,KR7056190002,2016,,,,45
778,KR7056190002,2017,,,,50
778,KR7056190002,2018,,,,57
778,KR7056190002,2019,11,N   ,N   ,57
778,KR7056190002,2020,7,N   ,N   ,51
778,KR7056190002,2021,6,N   ,N   ,42
778,KR7056190002,2022,6,N   ,N   ,42
778,KR7056190002,2023,6,N   ,N   ,42
778,KR7056190002,2024,5,N   ,N   ,47
779,KR7032830002,2014,5,Y   ,N   ,53
779,KR7032830002,2015,9,Y   ,N   ,54
779,KR7032830002,2016,9,Y   ,N   ,54
779,KR7032830002,2017,7,Y   ,N   ,48
779,KR7032830002,2018,5,Y   ,N   ,48
779,KR7032830002,2019,9,Y   ,N   ,49
779,KR7032830002,2020,5,Y   ,N   ,48
779,KR7032830002,2021,8,Y   ,N   ,51
779,KR7032830002,2022,10,Y   ,N   ,52
779,KR7032830002,2023,5,Y   ,N   ,50
779,KR7032830002,2024,,,,52
780,KR7012450003,2014,5,Y   ,N   ,57
780,KR7012450003,2015,5,Y   ,N   ,26
780,KR7012450003,2016,4,N   ,N   ,55
780,KR7012450003,2017,5,N   ,N   ,58
780,KR7012450003,2018,4,N   ,N   ,57
780,KR7012450003,2019,5,Y   ,N   ,54
780,KR7012450003,2020,5,Y   ,N   ,53
780,KR7012450003,2021,7,Y   ,N   ,53
780,KR7012450003,2022,7,Y   ,N   ,54
780,KR7012450003,2023,7,Y   ,N   ,57
780,KR7012450003,2024,,,,58
781,KR7004170007,2014,13,N   ,N   ,60
781,KR7004170007,2015,7,N   ,N   ,59
781,KR7004170007,2016,10,N   ,N   ,48
781,KR7004170007,2017,12,N   ,N   ,48
781,KR7004170007,2018,8,N   ,N   ,58
781,KR7004170007,2019,7,N   ,N   ,58
781,KR7004170007,2020,9,N   ,N   ,58
781,KR7004170007,2021,10,Y   ,N   ,58
781,KR7004170007,2022,9,Y   ,N   ,59
781,KR7004170007,2023,10,Y   ,N   ,59
781,KR7004170007,2024,,,,61
782,KR7028050003,2014,6,Y   ,N   ,67
782,KR7028050003,2015,7,Y   ,N   ,74
782,KR7028050003,2016,7,Y   ,N   ,65
782,KR7028050003,2017,6,Y   ,N   ,69
782,KR7028050003,2018,6,Y   ,Y   ,65
782,KR7028050003,2019,7,Y   ,Y   ,71
782,KR7028050003,2020,6,Y   ,Y   ,73
782,KR7028050003,2021,7,Y   ,Y   ,72
782,KR7028050003,2022,6,Y   ,N   ,72
782,KR7028050003,2023,7,Y   ,N   ,73
782,KR7028050003,2024,,,,74
783,KR7001740000,2014,7,N   ,N   ,50
783,KR7001740000,2015,8,N   ,N   ,53
783,KR7001740000,2016,6,N   ,Y   ,55
783,KR7001740000,2017,7,N   ,Y   ,53
783,KR7001740000,2018,7,N   ,Y   ,55
783,KR7001740000,2019,8,N   ,Y   ,53
783,KR7001740000,2020,7,N   ,Y   ,53
783,KR7001740000,2021,8,Y   ,Y   ,54
783,KR7001740000,2022,9,Y   ,N   ,55
783,KR7001740000,2023,8,Y   ,N   ,52
783,KR7001740000,2024,,,,49
784,KR7005930003,2014,9,Y   ,Y   ,85
784,KR7005930003,2015,9,Y   ,Y   ,85
784,KR7005930003,2016,10,Y   ,Y   ,83
784,KR7005930003,2017,10,Y   ,Y   ,77
784,KR7005930003,2018,11,Y   ,Y   ,82
784,KR7005930003,2019,11,Y   ,N   ,76
784,KR7005930003,2020,11,Y   ,N   ,75
784,KR7005930003,2021,11,Y   ,Y   ,77
784,KR7005930003,2022,11,Y   ,Y   ,78
784,KR7005930003,2023,11,Y   ,N   ,79
784,KR7005930003,2024,,,,79
785,KR7055550008,2014,22,Y   ,Y   ,86
785,KR7055550008,2015,14,Y   ,Y   ,86
785,KR7055550008,2016,12,Y   ,Y   ,85
785,KR7055550008,2017,11,Y   ,Y   ,85
785,KR7055550008,2018,10,Y   ,Y   ,85
785,KR7055550008,2019,16,Y   ,Y   ,86
785,KR7055550008,2020,13,Y   ,Y   ,85
785,KR7055550008,2021,14,Y   ,Y   ,90
785,KR7055550008,2022,14,Y   ,Y   ,86
785,KR7055550008,2023,11,Y   ,Y   ,82
785,KR7055550008,2024,,,,87
786,KR7008770000,2014,,,,78
786,KR7008770000,2015,9,N   ,N   ,75
786,KR7008770000,2016,9,N   ,N   ,75
786,KR7008770000,2017,6,N   ,N   ,75
786,KR7008770000,2018,6,N   ,N   ,75
786,KR7008770000,2019,7,N   ,N   ,74
786,KR7008770000,2020,7,N   ,N   ,76
786,KR7008770000,2021,7,N   ,N   ,77
786,KR7008770000,2022,7,Y   ,N   ,79
786,KR7008770000,2023,7,Y   ,N   ,77
786,KR7008770000,2024,,,,82
787,KR7011790003,2014,,,,39
787,KR7011790003,2015,,,,45
787,KR7011790003,2016,,,,39
787,KR7011790003,2017,,,,48
787,KR7011790003,2018,,,,46
787,KR7011790003,2019,8,N   ,N   ,46
787,KR7011790003,2020,7,Y   ,N   ,47
787,KR7011790003,2021,7,Y   ,N   ,50
787,KR7011790003,2022,7,Y   ,N   ,50
787,KR7011790003,2023,7,Y   ,N   ,51
787,KR7011790003,2024,,,,54
788,KR7017670001,2014,7,Y   ,N   ,69
788,KR7017670001,2015,7,Y   ,N   ,67
788,KR7017670001,2016,5,Y   ,N   ,66
788,KR7017670001,2017,7,Y   ,N   ,66
788,KR7017670001,2018,8,Y   ,N   ,66
788,KR7017670001,2019,6,Y   ,N   ,63
788,KR7017670001,2020,8,Y   ,N   ,61
788,KR7017670001,2021,8,Y   ,N   ,60
788,KR7017670001,2022,9,Y   ,N   ,61
788,KR7017670001,2023,9,Y   ,N   ,62
788,KR7017670001,2024,,,,62
789,KR7010140002,2014,14,Y   ,N   ,77
789,KR7010140002,2015,7,N   ,N   ,82
789,KR7010140002,2016,7,N   ,N   ,77
789,KR7010140002,2017,8,N   ,N   ,70
789,KR7010140002,2018,8,N   ,Y   ,76
789,KR7010140002,2019,7,Y   ,Y   ,76
789,KR7010140002,2020,8,Y   ,Y   ,76
789,KR7010140002,2021,7,Y   ,N   ,77
789,KR7010140002,2022,7,Y   ,N   ,73
789,KR7010140002,2023,7,Y   ,N   ,78
789,KR7010140002,2024,,,,77
790,KR7035760008,2014,,,,53
790,KR7035760008,2015,,,,52
790,KR7035760008,2016,,,,38
790,KR7035760008,2017,9,N   ,N   ,32
790,KR7035760008,2018,8,N   ,N   ,44
790,KR7035760008,2019,9,N   ,N   ,55
790,KR7035760008,2020,7,Y   ,N   ,54
790,KR7035760008,2021,7,Y   ,N   ,55
790,KR7035760008,2022,7,Y   ,N   ,55
790,KR7035760008,2023,7,Y   ,N   ,55
790,KR7035760008,2024,,,,55
791,KR7019170000,2014,,,,67
791,KR7019170000,2015,,,,67
791,KR7019170000,2016,,,,57
791,KR7019170000,2017,,,,47
791,KR7019170000,2018,,,,57
791,KR7019170000,2019,6,N   ,N   ,57
791,KR7019170000,2020,6,N   ,N   ,63
791,KR7019170000,2021,5,N   ,N   ,76
791,KR7019170000,2022,4,N   ,N   ,69
791,KR7019170000,2023,6,N   ,N   ,69
791,KR7019170000,2024,,,,69
792,KR7028670008,2014,7,N   ,N   ,93
792,KR7028670008,2015,8,N   ,N   ,100
792,KR7028670008,2016,8,N   ,Y   ,36
792,KR7028670008,2017,7,N   ,Y   ,36
792,KR7028670008,2018,7,N   ,Y   ,36
792,KR7028670008,2019,7,N   ,Y   ,39
792,KR7028670008,2020,7,N   ,Y   ,38
792,KR7028670008,2021,7,N   ,Y   ,37
792,KR7028670008,2022,6,Y   ,Y   ,37
792,KR7028670008,2023,7,Y   ,Y   ,37
792,KR7028670008,2024,,,,37
793,KR7029780004,2014,8,N   ,N   ,28
793,KR7029780004,2015,7,N   ,N   ,28
793,KR7029780004,2016,7,N   ,N   ,28
793,KR7029780004,2017,5,N   ,N   ,28
793,KR7029780004,2018,8,N   ,N   ,28
793,KR7029780004,2019,6,N   ,N   ,28
793,KR7029780004,2020,5,N   ,N   ,28
793,KR7029780004,2021,6,Y   ,N   ,28
793,KR7029780004,2022,6,Y   ,N   ,28
793,KR7029780004,2023,7,Y   ,N   ,28
793,KR7029780004,2024,,,,23
794,KR7010950004,2014,12,Y   ,N   ,37
794,KR7010950004,2015,12,Y   ,N   ,37
794,KR7010950004,2016,13,Y   ,N   ,32
794,KR7010950004,2017,13,Y   ,N   ,31
794,KR7010950004,2018,11,Y   ,N   ,31
794,KR7010950004,2019,12,Y   ,N   ,31
794,KR7010950004,2020,12,Y   ,N   ,30
794,KR7010950004,2021,11,Y   ,N   ,29
794,KR7010950004,2022,9,Y   ,N   ,29
794,KR7010950004,2023,11,Y   ,N   ,30
794,KR7010950004,2024,,,,29
795,KR7016360000,2014,5,N   ,N   ,66
795,KR7016360000,2015,5,N   ,N   ,55
795,KR7016360000,2016,4,N   ,N   ,67
795,KR7016360000,2017,6,N   ,N   ,62
795,KR7016360000,2018,9,N   ,N   ,60
795,KR7016360000,2019,5,N   ,N   ,60
795,KR7016360000,2020,7,N   ,N   ,57
795,KR7016360000,2021,6,N   ,N   ,57
795,KR7016360000,2022,7,N   ,N   ,61
795,KR7016360000,2023,3,Y   ,N   ,62
795,KR7016360000,2024,,,,60
796,KR7046890000,2014,9,N   ,N   ,66
796,KR7046890000,2015,6,N   ,N   ,66
796,KR7046890000,2016,7,N   ,N   ,66
796,KR7046890000,2017,6,N   ,N   ,66
796,KR7046890000,2018,4,N   ,N   ,61
796,KR7046890000,2019,6,N   ,N   ,66
796,KR7046890000,2020,6,N   ,N   ,69
796,KR7046890000,2021,6,N   ,N   ,64
796,KR7046890000,2022,5,N   ,N   ,71
796,KR7046890000,2023,,,,71
796,KR7046890000,2024,,,,71
797,KR7018260000,2014,12,N   ,N   ,41
797,KR7018260000,2015,10,N   ,N   ,49
797,KR7018260000,2016,10,N   ,N   ,51
797,KR7018260000,2017,11,N   ,N   ,51
797,KR7018260000,2018,11,N   ,N   ,37
797,KR7018260000,2019,10,N   ,N   ,46
797,KR7018260000,2020,6,N   ,N   ,45
797,KR7018260000,2021,7,Y   ,N   ,44
797,KR7018260000,2022,7,Y   ,N   ,45
797,KR7018260000,2023,7,Y   ,N   ,43
797,KR7018260000,2024,,,,43
798,KR7084990001,2014,,,,89
798,KR7084990001,2015,,,,89
798,KR7084990001,2016,,,,89
798,KR7084990001,2017,10,N   ,N   ,89
798,KR7084990001,2018,11,N   ,N   ,90
798,KR7084990001,2019,12,N   ,N   ,90
798,KR7084990001,2020,7,N   ,N   ,90
798,KR7084990001,2021,8,N   ,N   ,95
798,KR7084990001,2022,8,N   ,N   ,95
798,KR7084990001,2023,8,N   ,N   ,91
798,KR7084990001,2024,,,,85
799,KR7316140003,2014,13,Y   ,N   ,
799,KR7316140003,2015,18,Y   ,N   ,
799,KR7316140003,2016,18,N   ,N   ,
799,KR7316140003,2017,7,N   ,N   ,
799,KR7316140003,2018,7,N   ,Y   ,
799,KR7316140003,2019,8,N   ,Y   ,67
799,KR7316140003,2020,8,Y   ,Y   ,68
799,KR7316140003,2021,7,Y   ,Y   ,61
799,KR7316140003,2022,9,Y   ,Y   ,76
799,KR7316140003,2023,6,Y   ,Y   ,78
799,KR7316140003,2024,,,,85
800,KR7021240007,2014,11,Y   ,N   ,69
800,KR7021240007,2015,11,Y   ,N   ,64
800,KR7021240007,2016,9,Y   ,N   ,58
800,KR7021240007,2017,9,Y   ,N   ,62
800,KR7021240007,2018,9,Y   ,N   ,60
800,KR7021240007,2019,15,Y   ,N   ,58
800,KR7021240007,2020,7,Y   ,N   ,42
800,KR7021240007,2021,7,Y   ,N   ,35
800,KR7021240007,2022,8,Y   ,N   ,61
800,KR7021240007,2023,7,Y   ,N   ,62
800,KR7021240007,2024,,,,63
801,KR7047040001,2014,16,Y   ,N   ,88
801,KR7047040001,2015,7,Y   ,N   ,88
801,KR7047040001,2016,11,Y   ,N   ,88
801,KR7047040001,2017,5,Y   ,N   ,100
801,KR7047040001,2018,12,Y   ,N   ,94
801,KR7047040001,2019,13,Y   ,N   ,43
801,KR7047040001,2020,8,Y   ,N   ,42
801,KR7047040001,2021,8,Y   ,N   ,40
801,KR7047040001,2022,6,Y   ,N   ,42
801,KR7047040001,2023,8,Y   ,N   ,44
801,KR7047040001,2024,,,,43
802,KR7000100008,2014,11,N   ,N   ,60
802,KR7000100008,2015,8,N   ,N   ,66
802,KR7000100008,2016,9,N   ,N   ,63
802,KR7000100008,2017,11,N   ,N   ,61
802,KR7000100008,2018,12,N   ,N   ,65
802,KR7000100008,2019,10,N   ,N   ,66
802,KR7000100008,2020,10,N   ,N   ,64
802,KR7000100008,2021,8,N   ,N   ,65
802,KR7000100008,2022,8,N   ,N   ,65
802,KR7000100008,2023,7,N   ,N   ,67
802,KR7000100008,2024,,,,68
803,KR7111770004,2014,,,,30
803,KR7111770004,2015,,,,27
803,KR7111770004,2016,,,,36
803,KR7111770004,2017,,,,38
803,KR7111770004,2018,,,,38
803,KR7111770004,2019,11,N   ,Y   ,39
803,KR7111770004,2020,9,N   ,Y   ,37
803,KR7111770004,2021,10,N   ,Y   ,37
803,KR7111770004,2022,10,N   ,Y   ,39
803,KR7111770004,2023,10,Y   ,Y   ,39
803,KR7111770004,2024,,,,39
804,KR7263750002,2017,6,N   ,N   ,
804,KR7263750002,2018,7,N   ,N   ,63
804,KR7263750002,2019,8,N   ,N   ,22
804,KR7263750002,2020,8,N   ,N   ,54
804,KR7263750002,2021,8,Y   ,N   ,59
804,KR7263750002,2022,7,Y   ,N   ,58
804,KR7263750002,2023,7,Y   ,N   ,58
804,KR7263750002,2024,,,,58
805,KR7138930003,2014,21,Y   ,N   ,85
805,KR7138930003,2015,20,Y   ,Y   ,87
805,KR7138930003,2016,13,Y   ,Y   ,77
805,KR7138930003,2017,8,Y   ,Y   ,76
805,KR7138930003,2018,10,Y   ,Y   ,83
805,KR7138930003,2019,8,Y   ,Y   ,91
805,KR7138930003,2020,8,Y   ,Y   ,87
805,KR7138930003,2021,8,Y   ,Y   ,86
805,KR7138930003,2022,9,Y   ,Y   ,90
805,KR7138930003,2023,6,Y   ,Y   ,92
805,KR7138930003,2024,,,,85
806,KR7047810007,2014,11,N   ,N   ,93
806,KR7047810007,2015,12,N   ,N   ,67
806,KR7047810007,2016,7,N   ,N   ,80
806,KR7047810007,2017,5,N   ,N   ,86
806,KR7047810007,2018,5,N   ,N   ,80
806,KR7047810007,2019,5,N   ,N   ,93
806,KR7047810007,2020,5,N   ,N   ,93
806,KR7047810007,2021,5,N   ,N   ,93
806,KR7047810007,2022,4,Y   ,N   ,90
806,KR7047810007,2023,6,Y   ,N   ,86
806,KR7047810007,2024,,,,82
807,KR7139130009,2014,8,Y   ,Y   ,73
807,KR7139130009,2015,7,Y   ,Y   ,86
807,KR7139130009,2016,6,Y   ,Y   ,82
807,KR7139130009,2017,6,Y   ,Y   ,85
807,KR7139130009,2018,3,Y   ,Y   ,87
807,KR7139130009,2019,7,Y   ,Y   ,93
807,KR7139130009,2020,7,Y   ,Y   ,93
807,KR7139130009,2021,7,Y   ,Y   ,81
807,KR7139130009,2022,6,Y   ,Y   ,83
807,KR7139130009,2023,8,Y   ,Y   ,83
807,KR7139130009,2024,,,,83
808,KR7181710005,2014,8,N   ,N   ,70
808,KR7181710005,2015,7,N   ,N   ,70
808,KR7181710005,2016,6,N   ,N   ,69
808,KR7181710005,2017,6,N   ,N   ,59
808,KR7181710005,2018,6,N   ,N   ,47
808,KR7181710005,2019,6,N   ,N   ,58
808,KR7181710005,2020,6,N   ,N   ,41
808,KR7181710005,2021,6,N   ,N   ,50
808,KR7181710005,2022,6,Y   ,N   ,50
808,KR7181710005,2023,6,Y   ,N   ,46
808,KR7181710005,2024,,,,44
809,KR7071840003,2014,,,,32
809,KR7071840003,2015,,,,28
809,KR7071840003,2016,,,,27
809,KR7071840003,2017,,,,30
809,KR7071840003,2018,,,,34
809,KR7071840003,2019,14,N   ,N   ,31
809,KR7071840003,2020,7,Y   ,N   ,32
809,KR7071840003,2021,8,Y   ,N   ,27
809,KR7071840003,2022,9,Y   ,N   ,35
809,KR7071840003,2023,,,,35
809,KR7071840003,2024,,,,35
810,MYL6399OO009,2014,8,N   ,N   ,44
810,MYL6399OO009,2015,8,N   ,N   ,52
810,MYL6399OO009,2016,8,N   ,N   ,32
810,MYL6399OO009,2017,10,N   ,N   ,26
810,MYL6399OO009,2018,8,Y   ,N   ,25
810,MYL6399OO009,2019,8,Y   ,N   ,24
810,MYL6399OO009,2020,8,Y   ,N   ,25
810,MYL6399OO009,2021,7,Y   ,N   ,24
810,MYL6399OO009,2022,8,Y   ,N   ,25
810,MYL6399OO009,2023,10,Y   ,N   ,32
810,MYL6399OO009,2024,7,Y   ,N   ,32
811,MYL5657OO001,2014,5,N   ,N   ,37
811,MYL5657OO001,2015,5,N   ,N   ,41
811,MYL5657OO001,2016,6,N   ,N   ,38
