Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
HDC OP - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
HDC OP - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,Y   ,Y   ,Y   ,NA
HDC OP - FREE FLOAT NOSH,NA,NA,NA,NA,93,50,48,30,51,53,51
HYUNDAI ENGR.& CON. - Board Size,8,6,7,9,6,8,6,7,7,7,NA
HYUNDAI ENGR.& CON. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HYUNDAI ENGR.& CON. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HYUNDAI ENGR.& CON. - FREE FLOAT NOSH,52,53,55,53,53,54,53,53,56,56,57
HYUNDAI DEPARTMENT STORE - Board Size,6,7,7,7,7,9,9,9,9,NA,NA
HYUNDAI DEPARTMENT STORE - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA,NA
HYUNDAI DEPARTMENT STORE - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA,NA
HYUNDAI DEPARTMENT STORE - FREE FLOAT NOSH,62,63,61,61,59,60,58,58,59,72,61
HYUNDAI MOTOR - Board Size,9,9,9,9,9,11,11,11,11,13,NA
HYUNDAI MOTOR - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HYUNDAI MOTOR - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HYUNDAI MOTOR - FREE FLOAT NOSH,66,67,67,60,58,58,62,64,65,66,65
HANSSEM - Board Size,7,7,6,7,7,7,7,14,6,NA,NA
HANSSEM - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA,NA
HANSSEM - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA,NA
HANSSEM - FREE FLOAT NOSH,71,74,74,74,79,73,72,72,54,55,61
HANA FINANCIAL GROUP - Board Size,9,9,10,10,10,10,9,10,10,10,NA
HANA FINANCIAL GROUP - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HANA FINANCIAL GROUP - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HANA FINANCIAL GROUP - FREE FLOAT NOSH,90,86,86,83,91,90,90,90,91,86,86
HYUNDAI HOME SHOP.NET. - Board Size,NA,NA,NA,NA,NA,6,9,7,7,7,NA
HYUNDAI HOME SHOP.NET. - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
HYUNDAI HOME SHOP.NET. - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,Y   ,Y   ,Y   ,NA
HYUNDAI HOME SHOP.NET. - FREE FLOAT NOSH,44,45,34,41,48,47,47,49,52,51,43
HJ SHIPBUILDING & - Board Size,14,9,9,11,6,13,7,7,7,NA,NA
HJ SHIPBUILDING & - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA,NA
HJ SHIPBUILDING & - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,NA,NA
HJ SHIPBUILDING & - FREE FLOAT NOSH,57,55,62,69,69,100,74,74,33,33,33
HANKOOK & COMPANY - Board Size,6,5,5,5,6,5,5,7,7,7,NA
HANKOOK & COMPANY - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,Y   ,Y   ,NA
HANKOOK & COMPANY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HANKOOK & COMPANY - FREE FLOAT NOSH,27,27,21,20,20,20,19,28,23,22,28
MERITZ SECS. - Board Size,NA,NA,NA,13,6,5,6,5,NA,NA,NA
MERITZ SECS. - Current CEO Chairman Duality,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA,NA,NA
MERITZ SECS. - CSR Sustainability Committee,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA,NA,NA
MERITZ SECS. - FREE FLOAT NOSH,53,44,53,65,46,46,47,44,43,33,33
HMM - Board Size,11,9,6,6,5,5,5,5,5,5,NA
HMM - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HMM - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HMM - FREE FLOAT NOSH,50,44,100,78,87,87,79,81,54,59,34
HANDSOME - Board Size,NA,NA,NA,NA,NA,7,7,7,7,7,NA
HANDSOME - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
HANDSOME - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,N   ,Y   ,Y   ,NA
HANDSOME - FREE FLOAT NOSH,26,36,44,43,39,43,44,25,46,42,38
HD HYUNDAI MIPO - Board Size,5,6,5,5,5,5,4,5,5,5,NA
HD HYUNDAI MIPO - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,NA
HD HYUNDAI MIPO - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
HD HYUNDAI MIPO - FREE FLOAT NOSH,46,51,48,45,44,45,45,46,46,51,43
HANMI SCIENCE - Board Size,NA,NA,5,6,5,7,7,8,7,6,NA
HANMI SCIENCE - Current CEO Chairman Duality,NA,NA,Y   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
HANMI SCIENCE - CSR Sustainability Committee,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HANMI SCIENCE - FREE FLOAT NOSH,46,46,48,48,47,47,47,44,43,42,35
HYUNDAI MARINE & FIRE - Board Size,9,8,7,9,39,41,8,7,7,7,NA
HYUNDAI MARINE & FIRE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HYUNDAI MARINE & FIRE - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HYUNDAI MARINE & FIRE - FREE FLOAT NOSH,60,64,73,73,59,58,58,71,55,58,68
LOTTE CHEMICAL - Board Size,6,6,5,7,7,9,5,14,13,11,NA
LOTTE CHEMICAL - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,Y   ,Y   ,NA
LOTTE CHEMICAL - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
LOTTE CHEMICAL - FREE FLOAT NOSH,39,39,40,37,38,39,37,35,37,38,39
HANMI PHARM - Board Size,10,9,8,8,8,8,8,8,6,8,NA
HANMI PHARM - Current CEO Chairman Duality,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HANMI PHARM - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HANMI PHARM - FREE FLOAT NOSH,44,40,42,44,40,41,43,42,41,42,41
HD KOA.SHIPBLDG.& OFFS. - Board Size,17,17,17,15,15,22,6,5,5,5,NA
HD KOA.SHIPBLDG.& OFFS. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,NA
HD KOA.SHIPBLDG.& OFFS. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HD KOA.SHIPBLDG.& OFFS. - FREE FLOAT NOSH,76,71,70,62,56,53,51,53,59,59,59
HANWHA SOLUTIONS - Board Size,16,12,10,12,10,13,10,10,11,10,NA
HANWHA SOLUTIONS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HANWHA SOLUTIONS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HANWHA SOLUTIONS - FREE FLOAT NOSH,63,58,54,54,55,54,51,54,56,56,57
HDC HOLDINGS - Board Size,13,11,11,9,11,5,5,5,5,5,NA
HDC HOLDINGS - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HDC HOLDINGS - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HDC HOLDINGS - FREE FLOAT NOSH,66,66,76,68,88,49,55,57,55,60,60
SK HYNIX - Board Size,9,8,9,4,7,8,9,9,9,10,NA
SK HYNIX - Current CEO Chairman Duality,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
SK HYNIX - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SK HYNIX - FREE FLOAT NOSH,100,90,72,70,70,64,68,70,71,73,67
INDUSTRIAL BANK OF KOREA - Board Size,11,9,9,7,5,6,5,6,5,6,NA
INDUSTRIAL BANK OF KOREA - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
INDUSTRIAL BANK OF KOREA - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
INDUSTRIAL BANK OF KOREA - FREE FLOAT NOSH,40,41,40,39,39,39,27,29,30,28,28
HYUNDAI STEEL - Board Size,14,13,13,13,12,12,10,11,11,7,NA
HYUNDAI STEEL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HYUNDAI STEEL - CSR Sustainability Committee,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HYUNDAI STEEL - FREE FLOAT NOSH,53,61,51,51,49,56,55,55,57,58,57
INNOCEAN WORLDWIDE - Board Size,NA,NA,NA,NA,11,11,10,8,8,7,NA
INNOCEAN WORLDWIDE - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,NA
INNOCEAN WORLDWIDE - CSR Sustainability Committee,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,Y   ,NA
INNOCEAN WORLDWIDE - FREE FLOAT NOSH,NA,NA,38,40,34,33,26,32,34,34,27
JB FINANCIAL - Board Size,NA,NA,NA,NA,NA,7,9,8,9,9,NA
JB FINANCIAL - Current CEO Chairman Duality,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,NA
JB FINANCIAL - CSR Sustainability Committee,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,NA
JB FINANCIAL - FREE FLOAT NOSH,48,50,58,70,76,73,62,54,54,50,48
HITEJINRO - Board Size,6,5,6,5,6,4,6,5,5,5,NA
HITEJINRO - Current CEO Chairman Duality,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HITEJINRO - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
HITEJINRO - FREE FLOAT NOSH,45,45,43,44,43,44,40,41,41,43,43
LG ELECTRONICS - Board Size,10,8,10,9,10,7,7,6,7,6,NA
LG ELECTRONICS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
LG ELECTRONICS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
LG ELECTRONICS - FREE FLOAT NOSH,57,60,59,59,57,56,56,57,59,58,59
SILLAJEN - Board Size,NA,NA,NA,6,6,10,4,10,NA,6,4
SILLAJEN - Current CEO Chairman Duality,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA,N   ,N   
SILLAJEN - CSR Sustainability Committee,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA,N   ,N   
SILLAJEN - FREE FLOAT NOSH,NA,100,86,92,95,95,95,95,70,76,86
JVM - Board Size,8,8,7,6,6,7,7,7,6,7,NA
JVM - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
JVM - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
JVM - FREE FLOAT NOSH,41,29,34,40,49,49,49,53,53,47,53
KOREAN AIR LINES - Board Size,12,10,10,9,7,9,8,12,12,11,NA
KOREAN AIR LINES - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KOREAN AIR LINES - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KOREAN AIR LINES - FREE FLOAT NOSH,69,54,63,59,58,59,62,55,58,68,66
DB INSURANCE - Board Size,7,6,5,5,5,5,4,5,5,6,NA
DB INSURANCE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,N   ,N   ,N   ,NA
DB INSURANCE - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
DB INSURANCE - FREE FLOAT NOSH,69,58,68,67,67,60,68,64,61,63,72
KIA CORPORATION - Board Size,8,9,9,9,11,10,9,9,9,9,NA
KIA CORPORATION - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,N   ,N   ,N   ,NA
KIA CORPORATION - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KIA CORPORATION - FREE FLOAT NOSH,59,60,59,59,60,60,59,57,58,59,59
KOREA ELECTRIC POWER - Board Size,14,15,17,12,15,14,15,15,10,13,NA
KOREA ELECTRIC POWER - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KOREA ELECTRIC POWER - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KOREA ELECTRIC POWER - FREE FLOAT NOSH,42,42,42,42,43,42,41,42,43,42,42
LOTTE FINE CHEMICAL - Board Size,NA,NA,NA,NA,14,9,5,5,7,6,NA
LOTTE FINE CHEMICAL - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,NA
LOTTE FINE CHEMICAL - CSR Sustainability Committee,NA,NA,NA,NA,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
LOTTE FINE CHEMICAL - FREE FLOAT NOSH,58,55,53,62,55,57,56,56,50,47,46
KB FINANCIAL GROUP - Board Size,14,14,14,10,12,7,9,9,9,9,NA
KB FINANCIAL GROUP - Current CEO Chairman Duality,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KB FINANCIAL GROUP - CSR Sustainability Committee,Y   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KB FINANCIAL GROUP - FREE FLOAT NOSH,90,82,91,90,90,91,90,90,91,92,92
DOOSAN ENERBILITY - Board Size,14,13,12,12,8,7,6,7,6,7,NA
DOOSAN ENERBILITY - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,Y   ,Y   ,NA
DOOSAN ENERBILITY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
DOOSAN ENERBILITY - FREE FLOAT NOSH,52,53,52,49,51,57,50,51,59,63,63
KCC - Board Size,9,10,10,9,10,11,9,8,8,7,NA
KCC - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KCC - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KCC - FREE FLOAT NOSH,49,51,57,51,44,44,50,51,56,60,64
KUMHO PETRO CHEMICAL - Board Size,9,8,8,8,10,12,6,11,10,10,NA
KUMHO PETRO CHEMICAL - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,NA
KUMHO PETRO CHEMICAL - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KUMHO PETRO CHEMICAL - FREE FLOAT NOSH,67,69,59,66,67,68,66,68,71,69,67
HANWHA LIFE INSURANCE - Board Size,12,10,11,9,8,9,5,7,7,7,NA
HANWHA LIFE INSURANCE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HANWHA LIFE INSURANCE - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
HANWHA LIFE INSURANCE - FREE FLOAT NOSH,29,31,38,38,42,47,47,42,42,41,41
KMW - Board Size,NA,NA,NA,NA,NA,5,4,4,4,6,NA
KMW - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
KMW - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
KMW - FREE FLOAT NOSH,66,66,65,59,59,60,64,69,69,69,71
KOREAN REINSURANCE - Board Size,NA,NA,NA,NA,NA,5,7,10,7,7,NA
KOREAN REINSURANCE - Current CEO Chairman Duality,NA,NA,NA,NA,NA,Y   ,Y   ,N   ,N   ,N   ,NA
KOREAN REINSURANCE - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,N   ,Y   ,Y   ,NA
KOREAN REINSURANCE - FREE FLOAT NOSH,64,63,63,71,81,79,72,77,75,79,79
KEPCO PLANT SER.& ENGR. - Board Size,9,9,8,6,8,12,9,9,7,9,NA
KEPCO PLANT SER.& ENGR. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KEPCO PLANT SER.& ENGR. - CSR Sustainability Committee,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KEPCO PLANT SER.& ENGR. - FREE FLOAT NOSH,31,42,41,42,39,34,39,39,39,37,39
HLB - Board Size,NA,NA,NA,8,8,8,11,11,10,9,NA
HLB - Current CEO Chairman Duality,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HLB - CSR Sustainability Committee,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
HLB - FREE FLOAT NOSH,90,89,89,89,89,90,86,92,92,93,93
HANWHA - Board Size,14,11,10,10,7,12,8,9,11,9,NA
HANWHA - Current CEO Chairman Duality,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HANWHA - CSR Sustainability Committee,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
HANWHA - FREE FLOAT NOSH,71,68,67,64,68,68,68,63,61,54,54
KOREA GAS - Board Size,9,9,9,11,11,11,11,12,12,12,NA
KOREA GAS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KOREA GAS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KOREA GAS - FREE FLOAT NOSH,49,48,53,46,45,46,46,47,43,46,45
CJ LOGISTICS - Board Size,NA,6,7,4,7,7,6,7,8,7,NA
CJ LOGISTICS - Current CEO Chairman Duality,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CJ LOGISTICS - CSR Sustainability Committee,NA,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CJ LOGISTICS - FREE FLOAT NOSH,53,53,53,54,55,53,52,43,43,43,42
KOREA ZINC - Board Size,14,12,11,15,9,14,9,12,16,15,NA
KOREA ZINC - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,Y   ,Y   ,NA
KOREA ZINC - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
KOREA ZINC - FREE FLOAT NOSH,65,65,64,65,65,65,64,64,63,60,62
OCI HOLDINGS COMPANY - Board Size,8,8,8,8,7,9,9,7,7,7,NA
OCI HOLDINGS COMPANY - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
OCI HOLDINGS COMPANY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
OCI HOLDINGS COMPANY - FREE FLOAT NOSH,70,65,64,70,76,75,81,72,74,75,68
KT & G - Board Size,13,11,10,12,8,11,7,8,8,8,NA
KT & G - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KT & G - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KT & G - FREE FLOAT NOSH,95,93,91,91,85,84,88,91,92,93,94
KT - Board Size,12,12,11,12,10,6,11,11,10,10,NA
KT - Current CEO Chairman Duality,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KT - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KT - FREE FLOAT NOSH,91,92,90,90,90,88,86,87,88,91,87
KANGWON LAND - Board Size,28,16,13,15,13,14,11,13,13,13,NA
KANGWON LAND - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KANGWON LAND - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KANGWON LAND - FREE FLOAT NOSH,53,58,52,51,53,53,54,59,52,53,54
LOTTE CHILSUNG - Board Size,NA,5,7,10,9,11,8,10,10,9,NA
LOTTE CHILSUNG - Current CEO Chairman Duality,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,NA
LOTTE CHILSUNG - CSR Sustainability Committee,NA,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
LOTTE CHILSUNG - FREE FLOAT NOSH,34,41,43,43,39,38,43,32,29,31,26
LG CHEM - Board Size,10,10,8,12,11,12,13,6,7,7,NA
LG CHEM - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,N   ,N   ,NA
LG CHEM - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
LG CHEM - FREE FLOAT NOSH,61,61,61,61,58,57,56,59,60,59,60
GS ENGR. & CON. - Board Size,9,9,7,7,7,7,7,7,7,7,NA
GS ENGR. & CON. - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
GS ENGR. & CON. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
GS ENGR. & CON. - FREE FLOAT NOSH,92,83,78,74,74,79,78,79,79,82,86
LG - Board Size,8,7,7,7,6,10,8,7,7,7,NA
LG - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
LG - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
LG - FREE FLOAT NOSH,65,69,68,67,68,71,70,71,77,77,77
LF - Board Size,NA,NA,NA,NA,NA,7,7,7,7,NA,NA
LF - Current CEO Chairman Duality,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,N   ,NA,NA
LF - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,NA,NA
LF - FREE FLOAT NOSH,48,47,51,51,56,56,55,61,60,51,47
LG UPLUS - Board Size,10,7,7,9,9,9,8,5,6,6,NA
LG UPLUS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
LG UPLUS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
LG UPLUS - FREE FLOAT NOSH,50,46,49,56,47,47,51,52,54,56,56
LG DISPLAY - Board Size,14,13,10,12,11,11,7,7,6,7,NA
LG DISPLAY - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
LG DISPLAY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
LG DISPLAY - FREE FLOAT NOSH,54,53,53,53,53,55,57,56,57,57,58
LG INNOTEK - Board Size,12,12,13,10,8,8,7,7,8,7,NA
LG INNOTEK - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
LG INNOTEK - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
LG INNOTEK - FREE FLOAT NOSH,46,47,49,49,46,48,48,49,49,48,49
LG H & H - Board Size,8,8,8,8,8,7,7,7,7,7,NA
LG H & H - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,NA
LG H & H - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
LG H & H - FREE FLOAT NOSH,60,57,57,60,59,59,58,58,59,57,56
GS HOME SHOPPING - Board Size,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
GS HOME SHOPPING - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,NA,NA,NA,NA,NA,NA
GS HOME SHOPPING - CSR Sustainability Committee,NA,NA,NA,NA,N   ,NA,NA,NA,NA,NA,NA
GS HOME SHOPPING - FREE FLOAT NOSH,57,64,70,70,64,64,64,64,64,64,64
SK CHEMICALS - Board Size,NA,NA,NA,NA,NA,6,5,7,7,6,NA
SK CHEMICALS - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
SK CHEMICALS - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,Y   ,Y   ,Y   ,Y   ,NA
SK CHEMICALS - FREE FLOAT NOSH,NA,NA,NA,100,60,48,57,61,58,53,53
