No,ISIN CODE,Year,PRICE TO BOOK VAL,RETURN ON ASSETS,TOTAL DEBT % COMMON EQUITY
622,BMG0171K1018,2017,11.55,-13.14,16.98
623,HK0242001243,2014,0.43,10.66,49.26
623,HK0242001243,2015,0.54,1.89,49.87
623,HK0242001243,2016,0.28,-1.04,45.06
623,HK0242001243,2017,0.3,3.2,59.94
624,HK0604011236,2014,0.55,4.18,111.03
624,HK0604011236,2015,0.91,3.46,80.76
624,HK0604011236,2016,0.71,3.74,76.22
624,HK0604011236,2017,0.67,5.17,78.82
625,KYG8187G1055,2014,1.4,9.82,50.82
625,KYG8187G1055,2015,2.07,10.84,41.79
625,KYG8187G1055,2016,1.63,9.03,46.54
625,KYG8187G1055,2017,1.96,12.89,43.12
626,BMG8165U1009,2014,1.61,6.15,0
626,BMG8165U1009,2015,1.79,6.44,42.02
626,BMG8165U1009,2016,0.94,6.68,58.85
626,BMG8165U1009,2017,0.9,7.86,45.56
627,HK0083000502,2014,0.65,6.85,7.2
627,HK0083000502,2015,0.7,6.85,5.09
627,HK0083000502,2016,0.58,5,3.64
627,HK0083000502,2017,0.66,4.97,4.62
628,BMG4639H1227,2014,1.2,20.73,6.1
628,BMG4639H1227,2015,2.33,18.87,8.18
628,BMG4639H1227,2016,0.86,13.07,0.18
628,BMG4639H1227,2017,1.17,10.07,0.77
629,HK0363006039,2014,0.73,3.14,126.14
629,HK0363006039,2015,0.88,2.7,135.63
629,HK0363006039,2016,0.49,2.58,125.1
629,HK0363006039,2017,0.63,2.53,126.87
630,HK0880043028,2014,4.81,16.08,6.72
630,HK0880043028,2015,2.47,6.36,5.78
630,HK0880043028,2016,1.1,6.27,4.47
630,HK0880043028,2017,1.58,4.7,33.13
631,BMG8181C1001,2014,0.78,4.57,52.7
631,BMG8181C1001,2015,1.38,10,18.82
631,BMG8181C1001,2016,0.95,6.31,53.7
631,BMG8181C1001,2017,0.74,3.76,51.63
632,BMG8063F1068,2014,0.84,1.36,75.08
632,BMG8063F1068,2015,0.89,1.97,82.1
632,BMG8063F1068,2016,0.67,1.7,88.39
632,BMG8063F1068,2017,0.77,2.19,78.53
633,BMG5266H1034,2014,0.81,3.46,0
633,BMG5266H1034,2015,1.99,4.36,74.15
633,BMG5266H1034,2016,2.5,5.08,76.25
633,BMG5266H1034,2017,2.17,4.2,72.78
634,HK0000063609,2014,0.65,4.09,18.1
634,HK0000063609,2015,0.73,5.65,17.74
634,HK0000063609,2016,0.52,5.73,16.59
634,HK0000063609,2017,0.59,11.66,14.52
635,HK0019000162,2014,0.63,3.65,31.44
635,HK0019000162,2015,0.72,4.27,31.41
635,HK0019000162,2016,0.54,3.12,31.38
635,HK0019000162,2017,0.44,7.09,31.04
636,BMG2164J1099,2014,2.36,-10.82,0.06
636,BMG2164J1099,2015,7.26,-13.46,0
636,BMG2164J1099,2016,2.68,-18.96,0
636,BMG2164J1099,2017,2.76,-9.07,0
637,BMG4232X1020,2014,0.98,3.43,238.71
637,BMG4232X1020,2015,2.14,4.83,192.47
637,BMG4232X1020,2016,1.01,2.56,268.5
637,BMG4232X1020,2017,0.92,3.36,230.01
638,HK0008011667,2014,3.24,7.03,406.78
638,HK0008011667,2015,3.48,4.92,380.71
638,HK0008011667,2016,3.24,4.23,379.08
638,HK0008011667,2017,1.73,4.05,236.87
639,HK0669013440,2014,2.83,8.22,48.95
639,HK0669013440,2015,3.05,8.43,52.83
639,HK0669013440,2016,3.01,8.95,41.82
639,HK0669013440,2017,2.96,9.45,33.72
640,HK0000139300,2014,2.46,13.58,4.59
640,HK0000139300,2015,3.04,13.59,3.06
640,HK0000139300,2016,1.83,4.92,54.39
640,HK0000139300,2017,1.8,2.91,54.53
641,HK0000049939,2014,0.96,2.87,60.55
641,HK0000049939,2015,1.21,2.48,63.84
641,HK0000049939,2016,0.8,0.63,77.07
641,HK0000049939,2017,0.87,0.61,23.68
642,KYG9361V1086,2014,2.26,6.29,87.87
642,KYG9361V1086,2015,3.41,3.19,95.77
642,KYG9361V1086,2016,2.33,5.62,74
642,KYG9361V1086,2017,2.14,4.6,59.94
643,HK0345001611,2014,5.63,10.3,7.21
643,HK0345001611,2015,7.04,11.04,8.23
643,HK0345001611,2016,6.56,13.9,15.92
643,HK0345001611,2017,5.96,14.59,8.48
644,BMG9400S1329,2014,6.19,21.93,0
644,BMG9400S1329,2015,6.78,21.82,0
644,BMG9400S1329,2016,4.7,19.91,0
644,BMG9400S1329,2017,5.8,18.26,0.29
647,BMG8403G1033,2014,0.46,1.11,21.58
647,BMG8403G1033,2015,1.03,1.32,48.16
647,BMG8403G1033,2016,0.85,-17.12,71.76
647,BMG8403G1033,2017,1.02,-8.26,74.83
648,HK0000056256,2014,2.07,9.03,36.82
648,HK0000056256,2015,2.32,5.95,22.02
648,HK0000056256,2016,1.24,5.2,33.74
648,HK0000056256,2017,1.23,5.91,41.44
649,KYG9593A1040,2014,5.65,,20.04
649,KYG9593A1040,2015,2.81,5.66,18.29
649,KYG9593A1040,2016,2.07,4.13,17.78
649,KYG9593A1040,2017,1.71,6.68,21.97
650,KYG450481083,2014,0.98,5.12,62.48
650,KYG450481083,2015,1.11,2.02,59.78
650,KYG450481083,2016,0.51,-2.38,76.3
650,KYG450481083,2017,0.51,-2.14,2.49
651,KYG9828G1082,2014,1.7,7.08,48.91
651,KYG9828G1082,2015,1.5,10.32,47.55
651,KYG9828G1082,2016,1.45,14.6,58.38
651,KYG9828G1082,2017,1.52,15.24,46.42
652,BMG988031446,2014,1.06,4.91,21.58
652,BMG988031446,2015,1.32,5.64,18.19
652,BMG988031446,2016,1.32,7.49,20.25
652,BMG988031446,2017,1.41,7.06,46.28
653,KR7000810002,2014,1.85,1.59,0
653,KR7000810002,2015,1.99,1.38,0.91
653,KR7000810002,2016,1.71,1.35,0
653,KR7000810002,2017,1.53,1.38,0
654,KR7196170005,2014,,4.46,2.1
654,KR7196170005,2015,6,3.17,0
654,KR7196170005,2016,4.71,-8.39,0
654,KR7196170005,2017,4.34,-16.88,0
655,KR7090430000,2014,3.5,10.6,5.45
655,KR7090430000,2015,8.79,14.65,4.53
655,KR7090430000,2016,7.37,13.44,3.81
655,KR7090430000,2017,5.97,7.57,3.12
656,KR7011210002,2014,1.66,8.53,43.04
656,KR7011210002,2015,1.2,5.65,49.84
656,KR7011210002,2016,0.73,2.28,60.2
656,KR7011210002,2017,0.58,-0.14,71.74
657,KR7241560002,2014,,,64.99
657,KR7241560002,2015,,3.01,67.61
657,KR7241560002,2016,,3.61,48.1
657,KR7241560002,2017,1.08,5.35,39.05
658,KR7207940008,2014,,-6.94,75.94
658,KR7207940008,2015,,52.55,24.93
658,KR7207940008,2016,,-2.34,20.65
658,KR7207940008,2017,3.2,-1.24,13.73
659,KR7027410000,2014,2.54,8.79,20.19
659,KR7027410000,2015,4.2,10.75,8.77
659,KR7027410000,2016,5.82,10.82,5.99
659,KR7027410000,2017,2.92,252.28,3.43
660,KR7282330000,2017,,,0.72
661,KR7034730002,2014,2.83,3.35,61.49
661,KR7034730002,2015,1.11,11.2,252.43
661,KR7034730002,2016,0.98,1.33,239.32
661,KR7034730002,2017,1.09,2.19,240.91
662,KR7030000004,2014,3.05,5.82,2.1
662,KR7030000004,2015,2.83,4.39,3.44
662,KR7030000004,2016,2.09,4.51,2.55
662,KR7030000004,2017,2.29,5.98,1.58
663,KR7267270007,2017,1.1,,57.5
664,KR7001040005,2014,1.07,1.89,265.93
664,KR7001040005,2015,1.85,1.83,240.35
664,KR7001040005,2016,1.59,1.73,264.87
664,KR7001040005,2017,1.4,2.49,276.46
665,KR7097950000,2014,1.53,1.55,199.25
665,KR7097950000,2015,2.01,2.32,182.82
665,KR7097950000,2016,1.62,2.69,195.41
665,KR7097950000,2017,1.52,3.16,211.39
666,KR7091990002,2014,,,-46.96
666,KR7091990002,2015,,2.05,33.96
666,KR7091990002,2016,,8.32,29.1
666,KR7091990002,2017,,7.29,0.66
667,KR7028260008,2014,,5.5,33.31
667,KR7028260008,2015,1.64,10.98,46.94
667,KR7028260008,2016,1.08,0.36,38.96
667,KR7028260008,2017,0.95,1.58,26.75
668,KR7026960005,2014,1.5,11.14,0
668,KR7026960005,2015,2.95,10,0
668,KR7026960005,2016,2.71,9.22,0
668,KR7026960005,2017,2.58,9.01,0
669,KR7012510004,2014,2.42,6.6,43.27
669,KR7012510004,2015,2.7,10.96,26.78
669,KR7012510004,2016,4.68,13.11,20.82
669,KR7012510004,2017,4.91,16.26,15.69
670,KR7071050009,2014,0.73,2.07,382.99
670,KR7071050009,2015,1.14,1.87,421.45
670,KR7071050009,2016,0.68,1.44,483.11
670,KR7071050009,2017,0.8,1.78,506.02
671,KR7001800002,2014,3.6,6.49,82.68
671,KR7001800002,2015,5.23,6.19,73.04
671,KR7001800002,2016,3.31,8.67,46.7
671,KR7001800002,2017,1.15,41.26,32.46
672,KR7001230002,2014,0.35,-0.9,240.53
672,KR7001230002,2015,0.26,-1.09,184.46
672,KR7001230002,2016,0.36,2.72,144.11
672,KR7001230002,2017,0.48,0.3,129.13
673,KR7000210005,2014,0.68,-3.1,45.28
673,KR7000210005,2015,0.67,2.21,68.34
673,KR7000210005,2016,0.59,2.73,61.61
673,KR7000210005,2017,0.57,4.52,62.55
674,KR7042670000,2014,1.12,2.99,287.83
674,KR7042670000,2015,1.46,-4.77,431.56
674,KR7042670000,2016,0.81,2.86,317.71
674,KR7042670000,2017,1.2,2.63,291.7
675,KR7003470002,2014,0.55,-0.89,291.82
675,KR7003470002,2015,1.43,2.1,403.08
675,KR7003470002,2016,0.64,1.37,510.54
675,KR7003470002,2017,0.72,1.55,508.36
676,KR7006800007,2014,0.69,2.1,270.51
676,KR7006800007,2015,1.22,1.5,290.48
676,KR7006800007,2016,0.63,0.71,329.95
676,KR7006800007,2017,0.74,1.29,720.2
677,KR7035720002,2014,1.69,10.08,0.01
677,KR7035720002,2015,2.74,2.56,8.69
677,KR7035720002,2016,1.96,1.55,29.13
677,KR7035720002,2017,1.65,2,19.74
678,KR7004800009,2014,0.84,2.93,283.72
678,KR7004800009,2015,1.18,4.71,238.73
678,KR7004800009,2016,1.04,4.08,194.59
678,KR7004800009,2017,1.38,3.37,198.77
679,KR7139480008,2014,0.94,2.79,55.58
679,KR7139480008,2015,1,3.79,58.73
679,KR7139480008,2016,0.69,3.12,58.15
679,KR7139480008,2017,0.8,4.39,51.36
680,KR7081660003,2014,1.67,7.33,51.86
680,KR7081660003,2015,2.47,-13.16,65.42
680,KR7081660003,2016,1.24,16.23,137.22
680,KR7081660003,2017,1.08,3,142.41
681,KR7010120004,2014,1.93,5.96,76.35
681,KR7010120004,2015,1.59,4.05,73.05
681,KR7010120004,2016,1.36,4.43,64.1
681,KR7010120004,2017,1.36,5.41,56.59
682,KR7086280005,2014,3.46,9.89,58.84
682,KR7086280005,2015,2.77,5.98,58.7
682,KR7086280005,2016,1.98,7.1,52.91
682,KR7086280005,2017,1.42,9.04,39.4
683,KR7007070006,2014,1.09,4.85,29.74
683,KR7007070006,2015,1.75,5.11,66.77
683,KR7007070006,2016,2.11,6.57,41.16
683,KR7007070006,2017,2.08,2.75,48.59
684,KR7078930005,2014,0.72,-1.03,99.68
684,KR7078930005,2015,0.73,3.43,132.63
684,KR7078930005,2016,0.67,4.83,122.55
684,KR7078930005,2017,0.78,5.36,117.43
685,KR7006260004,2014,0.86,1.71,198.78
685,KR7006260004,2015,0.61,0.49,204.25
685,KR7006260004,2016,0.6,2.92,165.09
685,KR7006260004,2017,0.74,4.19,139.28
686,KR7012330007,2014,1.21,9.38,12.35
686,KR7012330007,2015,0.86,8.02,12.57
686,KR7012330007,2016,0.81,7.73,11.55
686,KR7012330007,2017,0.88,3.83,10.47
687,KR7018880005,2014,3.06,9.38,24.8
687,KR7018880005,2015,2.34,7.31,22.99
687,KR7018880005,2016,3.34,8.55,35.36
687,KR7018880005,2017,2.63,7.69,45.96
689,KR7000720003,2014,1.12,3.03,47.71
689,KR7000720003,2015,0.94,2.36,45.23
689,KR7000720003,2016,0.6,2.84,40.33
689,KR7000720003,2017,0.82,1.33,35.28
690,KR7069960003,2014,0.93,4.83,15.43
690,KR7069960003,2015,1.08,4.18,20.86
690,KR7069960003,2016,0.84,4.51,23.26
690,KR7069960003,2017,0.63,3.92,15.67
691,KR7005380001,2014,1.08,5.42,94.12
691,KR7005380001,2015,0.7,4.25,104.69
691,KR7005380001,2016,0.53,3.28,109.31
691,KR7005380001,2017,0.66,2.46,104.19
692,KR7009240003,2014,4.81,17.21,5.58
692,KR7009240003,2015,8.93,17.98,5.14
692,KR7009240003,2016,5.83,15.76,3.69
692,KR7009240003,2017,7.61,10.6,29.69
693,KR7086790003,2014,0.53,0.66,253.84
693,KR7086790003,2015,0.43,0.57,247.37
693,KR7086790003,2016,0.32,0.64,239.44
693,KR7086790003,2017,0.52,0.81,237.65
694,KR7057050007,2014,1.4,9.97,0
694,KR7057050007,2015,1.12,6.98,0
694,KR7057050007,2016,1.14,7.29,6.6
694,KR7057050007,2017,1,6.49,0
695,KR7097230007,2014,0.68,-2.04,217.73
695,KR7097230007,2015,0.44,-1.65,222.78
695,KR7097230007,2016,0.4,-3.56,349.87
695,KR7097230007,2017,0.69,-3.59,426.62
696,KR7000240002,2014,0.81,7.57,0
696,KR7000240002,2015,0.68,6.68,0
696,KR7000240002,2016,0.74,9.08,1.05
696,KR7000240002,2017,0.62,5.36,1.71
697,KR7008560005,2014,0.77,3.33,917.16
697,KR7008560005,2015,1.55,3.46,600.06
697,KR7008560005,2016,0.81,2.77,619.92
697,KR7008560005,2017,0.8,2.84,517.96
698,KR7011200003,2014,3.39,4,1040.23
698,KR7011200003,2015,13.2,-5.98,3159.93
698,KR7011200003,2016,2.12,-5.13,272.17
698,KR7011200003,2017,9.07,-26.22,1005.81
699,KR7020000006,2014,0.71,3.97,16
699,KR7020000006,2015,1.03,7.52,1.37
699,KR7020000006,2016,1.02,5.77,4.37
699,KR7020000006,2017,0.75,5.04,16.21
700,KR7010620003,2014,1.62,-6.15,148.23
700,KR7010620003,2015,0.96,0.54,232.23
700,KR7010620003,2016,0.6,0.52,155.63
700,KR7010620003,2017,0.85,5.27,20.86
701,KR7008930000,2014,2.1,3.68,16.82
701,KR7008930000,2015,5.19,21.62,6.85
701,KR7008930000,2016,12.85,0.9,3.87
701,KR7008930000,2017,6.18,3.28,3.76
702,KR7001450006,2014,1.04,0.92,3.52
702,KR7001450006,2015,0.91,0.74,21.68
702,KR7001450006,2016,0.92,1.25,22.1
702,KR7001450006,2017,0.97,1.3,36.71
703,KR7011170008,2014,0.85,1.86,40.51
703,KR7011170008,2015,1.03,9.65,32.06
703,KR7011170008,2016,1.01,13.89,44.7
703,KR7011170008,2017,1.05,13.15,36.58
704,KR7128940004,2014,1.92,5.08,51.61
704,KR7128940004,2015,6.83,12.18,54.44
704,KR7128940004,2016,8.99,2.08,50.38
704,KR7128940004,2017,5.48,4.58,66.92
705,KR7009540006,2014,0.77,-2.86,115.1
705,KR7009540006,2015,0.68,-2.22,129.86
705,KR7009540006,2016,0.43,1.4,106.52
705,KR7009540006,2017,0.88,6.53,53.86
706,KR7009830001,2014,0.68,0.83,113.57
706,KR7009830001,2015,0.64,2.51,108.93
706,KR7009830001,2016,0.72,6.58,91.48
706,KR7009830001,2017,0.78,6.88,73.51
707,KR7012630000,2014,0.9,2.08,89.7
707,KR7012630000,2015,1.87,4.69,55.09
707,KR7012630000,2016,1.2,6.13,45.7
707,KR7012630000,2017,1.13,6.92,46.97
708,KR7000660001,2014,1.7,18.37,23.15
708,KR7000660001,2015,1.55,15.8,17.85
708,KR7000660001,2016,0.77,10.09,18.05
708,KR7000660001,2017,1.13,28.17,12.34
709,KR7024110009,2014,0.53,1.49,743.79
709,KR7024110009,2015,0.53,1.3,739.22
709,KR7024110009,2016,0.4,1.11,740.46
709,KR7024110009,2017,0.41,1.15,719.45
710,KR7004020004,2014,0.57,3.64,89.91
710,KR7004020004,2015,0.64,3.43,84.87
710,KR7004020004,2016,0.42,3.27,75.12
710,KR7004020004,2017,0.44,2.8,69.09
711,KR7214320004,2014,,8.06,0
711,KR7214320004,2015,,5.4,0
711,KR7214320004,2016,2.64,4.22,0
711,KR7214320004,2017,2.04,3.74,0
712,KR7175330000,2014,0.56,2.88,533.12
712,KR7175330000,2015,0.56,0.79,478.86
712,KR7175330000,2016,0.41,0.76,484.71
712,KR7175330000,2017,0.42,0.76,401.59
713,KR7000080002,2014,1.17,1.49,88.82
713,KR7000080002,2015,1.15,2.43,85.1
713,KR7000080002,2016,1.34,1.86,84.78
713,KR7000080002,2017,1.34,0.73,86.49
714,KR7066570003,2014,1.04,1.83,76.82
714,KR7066570003,2015,0.88,0.9,75.95
714,KR7066570003,2016,0.78,0.42,72.26
714,KR7066570003,2017,1.11,5.24,71.47
715,KR7215600008,2014,,6.97,130.35
715,KR7215600008,2015,,-29.56,11.38
715,KR7215600008,2016,,-31.53,18.44
715,KR7215600008,2017,3.66,-20.58,1.79
716,KR7054950001,2014,3.48,6.82,48.06
716,KR7054950001,2015,3.53,3.43,33.39
716,KR7054950001,2016,2.64,6.8,36.63
716,KR7054950001,2017,2.1,6.74,21.03
717,KR7003490000,2014,0.95,-0.09,783.12
717,KR7003490000,2015,1.34,-0.81,678.88
717,KR7003490000,2016,1.14,-0.65,927.84
717,KR7003490000,2017,0.87,4.78,409.65
718,KR7005830005,2014,1.12,1.34,7.47
718,KR7005830005,2015,0.94,1.17,8.4
718,KR7005830005,2016,1.15,1.29,7.92
718,KR7005830005,2017,0.97,1.49,19.79
719,KR7000270009,2014,1.05,7.91,20.91
719,KR7000270009,2015,0.82,6.26,26.1
719,KR7000270009,2016,0.7,5.96,30.36
719,KR7000270009,2017,0.58,2.26,32.59
720,KR7015760002,2014,0.48,2.67,118.64
720,KR7015760002,2015,0.46,8.73,89.16
720,KR7015760002,2016,0.54,4.69,75.54
720,KR7015760002,2017,0.38,1.12,76.96
721,KR7004000006,2014,0.86,4.08,36.23
721,KR7004000006,2015,0.94,5.93,27.25
721,KR7004000006,2016,0.78,-2.09,27.11
721,KR7004000006,2017,0.87,6.18,23.56
722,KR7105560007,2014,0.52,0.79,164.98
722,KR7105560007,2015,0.55,0.8,170.29
722,KR7105560007,2016,0.43,0.86,197.57
722,KR7105560007,2017,0.62,1.06,216.85
723,KR7034020008,2014,0.72,2.04,253.54
723,KR7034020008,2015,0.79,-1.54,357.66
723,KR7034020008,2016,0.76,1.35,304.8
723,KR7034020008,2017,0.76,0.93,333.81
724,KR7002380004,2014,0.94,4.39,16.54
724,KR7002380004,2015,0.86,2.41,28.08
724,KR7002380004,2016,0.65,2.07,33.59
724,KR7002380004,2017,0.6,0.7,38.4
725,KR7011780004,2014,1.5,3.35,137.76
725,KR7011780004,2015,1.43,4.11,123.01
725,KR7011780004,2016,1.1,2.65,128.46
725,KR7011780004,2017,1.12,5.78,98.46
726,KR7088350004,2014,0.78,0.46,2.46
726,KR7088350004,2015,0.9,0.55,2.92
726,KR7088350004,2016,0.64,0.73,5.85
726,KR7088350004,2017,0.62,0.48,10.64
727,KR7032500001,2014,2.68,-3.25,161.52
727,KR7032500001,2015,2.8,-13.4,385.58
727,KR7032500001,2016,2.98,4.21,194.48
727,KR7032500001,2017,4.74,-1.42,133.27
728,KR7003690005,2014,0.73,1.69,13.59
728,KR7003690005,2015,0.79,2.66,12.41
728,KR7003690005,2016,0.83,2.09,11.67
728,KR7003690005,2017,0.68,1.62,11.16
729,KR7051600005,2014,4.03,19.33,0
729,KR7051600005,2015,5.55,17.61,0
729,KR7051600005,2016,4.19,8.46,0
729,KR7051600005,2017,2.55,12.14,0
730,KR7028300002,2014,5.81,-2.2,95.87
730,KR7028300002,2015,11.66,12.93,26.71
730,KR7028300002,2016,8.48,-6.61,15.08
730,KR7028300002,2017,6.54,-6.56,46.44
731,KR7000880005,2014,0.46,0.1,238.32
731,KR7000880005,2015,0.73,0.02,373.52
731,KR7000880005,2016,0.59,0.57,356.53
731,KR7000880005,2017,0.71,0.43,330.12
732,KR7036460004,2014,0.58,2.85,329.34
732,KR7036460004,2015,0.46,2.45,291.48
732,KR7036460004,2016,0.39,0.4,292.96
732,KR7036460004,2017,0.59,-1,327.21
733,KR7000120006,2014,0.89,2.49,68.26
733,KR7000120006,2015,1.48,1.97,60.46
733,KR7000120006,2016,1.59,1.89,76.56
733,KR7000120006,2017,1.33,1.03,94.49
734,KR7010130003,2014,1.36,9.36,3.71
734,KR7010130003,2015,1.74,8.86,1.04
734,KR7010130003,2016,1.51,9.59,0.87
734,KR7010130003,2017,1.26,9.33,0.57
735,KR7010060002,2014,1.48,0.87,98.26
735,KR7010060002,2015,0.78,2.49,88.91
735,KR7010060002,2016,0.79,4.79,70.23
735,KR7010060002,2017,0.62,4.98,57.16
736,KR7033780008,2014,1.93,11.54,4.99
736,KR7033780008,2015,2.02,13.01,5.42
736,KR7033780008,2016,2.26,13.43,3.72
736,KR7033780008,2017,1.67,11.88,3.59
737,KR7030200000,2014,0.77,-1.66,124.46
737,KR7030200000,2015,0.67,2.67,81.06
737,KR7030200000,2016,0.68,3.25,70.97
737,KR7030200000,2017,0.66,2.31,57.2
738,KR7035250000,2014,2.2,11.65,0
738,KR7035250000,2015,2.71,13.1,0
738,KR7035250000,2016,2.65,12.39,0.03
738,KR7035250000,2017,2.11,11.18,0.04
739,KR7005300009,2014,0.97,0.8,43.02
739,KR7005300009,2015,1.59,2.72,48.9
739,KR7005300009,2016,1.15,1.9,60.67
739,KR7005300009,2017,1.04,3.97,103.33
740,KR7051910008,2014,1.58,5.23,24.16
740,KR7051910008,2015,1.47,6.55,20.47
740,KR7051910008,2016,1.45,6.91,20.74
740,KR7051910008,2017,1.34,8.98,18.83
741,KR7006360002,2014,0.8,0.61,119.83
741,KR7006360002,2015,0.64,1.1,108.99
741,KR7006360002,2016,0.64,0.79,108.28
741,KR7006360002,2017,0.69,0.17,127.33
742,KR7003550001,2014,0.85,5.48,15.34
742,KR7003550001,2015,0.85,5.78,14.79
742,KR7003550001,2016,0.81,6.12,13.55
742,KR7003550001,2017,0.8,11.91,8.71
743,KR7093050003,2014,0.79,6.44,20.13
743,KR7093050003,2015,0.99,3.92,22.67
743,KR7093050003,2016,0.63,3.74,28.19
743,KR7093050003,2017,0.75,4.98,20.77
744,KR7032640005,2014,1.05,3.29,117.68
744,KR7032640005,2015,0.95,4.25,102.86
744,KR7032640005,2016,1.01,5.19,82.45
744,KR7032640005,2017,1.23,5.55,63.86
745,KR7034220004,2014,0.87,4.63,37.16
745,KR7034220004,2015,0.9,4.85,34.64
745,KR7034220004,2016,0.7,4.33,36.88
745,KR7034220004,2017,0.73,7.2,38.98
746,KR7011070000,2014,1.56,3.65,86.08
746,KR7011070000,2015,1.33,3.26,60.3
746,KR7011070000,2016,1.09,0.54,60.8
746,KR7011070000,2017,1.56,4.03,77.03
747,KR7051900009,2014,5.21,10.39,73.81
747,KR7051900009,2015,7.33,12.11,52.09
747,KR7051900009,2016,6.78,13.46,31.36
747,KR7051900009,2017,5.59,13.32,20.16
748,KR7028150001,2014,1.67,9.32,0
748,KR7028150001,2015,1.54,6.25,0
748,KR7028150001,2016,1.2,8.19,0.29
748,KR7028150001,2017,1.23,7.44,0.29
749,KR7285130001,2017,,,127.51
750,KR7004990008,2014,0.98,-0.05,21.63
750,KR7004990008,2015,1.15,2.15,28.55
750,KR7004990008,2016,1.39,2.09,25.81
750,KR7004990008,2017,1.01,3.73,160.56
751,KR7023530009,2014,0.56,1.68,79.12
751,KR7023530009,2015,0.49,-0.32,90.1
751,KR7023530009,2016,0.43,0.67,92.28
751,KR7023530009,2017,0.49,0.31,64.14
752,KR7005940002,2014,0.6,0.88,405.48
752,KR7005940002,2015,0.92,1.12,395.38
752,KR7005940002,2016,0.57,1.09,378.29
752,KR7005940002,2017,0.84,1.26,390.88
753,KR7068760008,2014,1.01,2.34,78.65
753,KR7068760008,2015,1.51,3.12,91.4
753,KR7068760008,2016,1.97,2.13,40.25
753,KR7068760008,2017,1.9,0.52,42.06
754,KR7060980000,2014,0.54,32.77,58.35
754,KR7060980000,2015,0.78,5.6,53.67
754,KR7060980000,2016,0.64,5.59,74.48
754,KR7060980000,2017,0.7,3.15,68.93
755,KR7204320006,2014,,,124.51
755,KR7204320006,2015,1.22,3.86,127.98
755,KR7204320006,2016,1.46,5.42,117.67
755,KR7204320006,2017,1.94,0.88,133.5
756,KR7086900008,2014,9,35.72,10.63
756,KR7086900008,2015,23.02,22.95,22.96
756,KR7086900008,2016,15.71,23.26,68.82
756,KR7086900008,2017,13.58,21.39,57.47
757,KR7036570000,2014,2.61,14.7,0
757,KR7036570000,2015,2.7,8.55,0
757,KR7036570000,2016,2.59,12.06,7.94
757,KR7036570000,2017,2.96,15.29,5.51
758,KR7035420009,2014,12.4,15.69,25.38
758,KR7035420009,2015,8.47,14.1,31.43
758,KR7035420009,2016,5.51,14.74,10.5
758,KR7035420009,2017,5.13,11.16,8.63
759,KR7004370003,2014,1.16,2.99,6.22
759,KR7004370003,2015,0.97,5.12,9.3
759,KR7004370003,2016,1.29,8.25,5.54
759,KR7004370003,2017,1.06,3.77,3.73
760,KR7251270005,2014,,,2.4
760,KR7251270005,2015,,11.08,2.95
760,KR7251270005,2016,,10.36,8.66
760,KR7251270005,2017,2.82,8.83,0.09
761,KR7000060004,2014,1.19,1.05,21.51
761,KR7000060004,2015,1.2,1.42,22.58
761,KR7000060004,2016,1.17,1.6,18.95
761,KR7000060004,2017,1.15,2.35,15.96
762,KR7271560005,2017,,,45.84
763,KR7047050000,2014,1.67,2.66,211.56
763,KR7047050000,2015,1.31,2.06,165.39
763,KR7047050000,2016,1.05,1.82,140.13
763,KR7047050000,2017,1.02,2.74,143.53
764,KR7000150003,2014,0.72,2.54,457.06
764,KR7000150003,2015,0.71,1.24,557.12
764,KR7000150003,2016,0.58,2.65,516.67
764,KR7000150003,2017,0.66,0.54,515.92
765,KR7161390000,2014,1.63,9.26,53.73
765,KR7161390000,2015,0.99,7.85,56.4
765,KR7161390000,2016,1.07,9.68,39.12
765,KR7161390000,2017,1.17,6.88,31.04
766,KR7068270008,2014,3.81,6.67,67.78
766,KR7068270008,2015,5.14,7.25,46.97
766,KR7068270008,2016,5.08,,33.06
766,KR7068270008,2017,4.68,12.68,26.43
767,KR7042660001,2014,1,0.73,153.48
767,KR7042660001,2015,6.13,-17.13,1226.17
767,KR7042660001,2016,111.12,-16.32,28355.38
767,KR7042660001,2017,4.31,4.88,540.88
768,KR7007310006,2014,1.8,7.59,19.99
768,KR7007310006,2015,2.73,7.57,15.19
768,KR7007310006,2016,2.89,9.1,13.21
768,KR7007310006,2017,2.39,8.06,10.93
769,KR7034230003,2014,3.19,,7.96
769,KR7034230003,2015,2.38,3.75,43.15
769,KR7034230003,2016,1.31,2.69,67.7
769,KR7034230003,2017,1.44,0.26,87.86
770,KR7002790004,2014,2.1,4.34,7.33
770,KR7002790004,2015,6.31,4.54,6.9
770,KR7002790004,2016,4.76,5.26,7.37
770,KR7002790004,2017,4.31,2.88,7.42
771,KR7005490008,2014,0.61,1.09,70.14
771,KR7005490008,2015,0.5,1.19,65.26
771,KR7005490008,2016,0.39,2.33,57.56
771,KR7005490008,2017,0.51,4.16,51.84
772,KR7003670007,2014,1.75,10.99,12.35
772,KR7003670007,2015,1.27,5.03,11.22
772,KR7003670007,2016,1.16,6.25,6.58
772,KR7003670007,2017,1.27,13.45,4.31
773,KR7267250009,2017,0.71,,87.15
774,KR7096770003,2014,0.69,-0.99,73.2
774,KR7096770003,2015,0.64,2.96,51.47
774,KR7096770003,2016,0.81,5.82,38.43
774,KR7096770003,2017,0.85,6.72,30.85
