No,ISIN CODE,Year,PRICE TO BOOK VAL,RETURN ON ASSETS,TOTAL DEBT % COMMON EQUITY
144,JP3814000000,2015,1.03,3.6,15.66
144,JP3814000000,2016,0.97,3.66,17.8
144,JP3814000000,2017,0.85,3.96,27.35
145,JP3818000006,2014,1.7,1.8,97.82
145,JP3818000006,2015,1.77,4.77,73.22
145,JP3818000006,2016,0.97,2.92,68.03
145,JP3818000006,2017,1.5,3,55.04
146,JP3827200001,2014,0.78,1.02,157.86
146,JP3827200001,2015,0.97,1.34,145.65
146,JP3827200001,2016,0.93,1.73,150.5
146,JP3827200001,2017,1.31,2.82,123.41
147,JP3805010000,2014,0.49,,141.85
147,JP3805010000,2015,0.76,0.26,270.21
147,JP3805010000,2016,0.46,0.29,311.62
147,JP3805010000,2017,0.56,-0.3,512.93
148,JP3816600005,2014,0.71,3.21,23.87
148,JP3816600005,2015,0.87,3.22,16.46
148,JP3816600005,2016,0.78,3.23,16.89
148,JP3816600005,2017,0.95,3.49,12.29
149,JP3743000006,2014,1.05,4.21,45.16
149,JP3743000006,2015,1.49,5.03,38.68
149,JP3743000006,2016,1.33,3.4,43.39
149,JP3743000006,2017,1.62,5.17,34.22
150,JP3826800009,2014,1.11,2.4,166.16
150,JP3826800009,2015,1.34,5.31,120.31
150,JP3826800009,2016,0.91,2.84,115.89
150,JP3826800009,2017,0.93,2.34,95.72
151,JP3274070006,2014,1.72,11.32,9.93
151,JP3274070006,2015,1.88,-7.73,1.68
151,JP3274070006,2016,1.46,7.34,0.03
151,JP3274070006,2017,1.97,10.49,0.13
152,JP3811000003,2014,0.61,0.82,102.34
152,JP3811000003,2015,1.02,2.57,96.05
152,JP3811000003,2016,0.78,2.39,102.21
152,JP3811000003,2017,1.12,2.59,112.66
153,JP3235900002,2014,4.51,43.62,1.29
153,JP3235900002,2015,5.08,32.43,1.43
153,JP3235900002,2016,4.85,34.59,3.2
153,JP3235900002,2017,3.23,34.4,1
154,JP3274150006,2014,2.19,5.54,75.18
154,JP3274150006,2015,1.57,4.1,50.85
154,JP3274150006,2016,1.76,4.32,47.98
154,JP3274150006,2017,1.59,4,51.57
155,JP3742600004,2014,0.81,5.67,28.76
155,JP3742600004,2015,1.33,4.9,21.18
155,JP3742600004,2016,0.81,4.23,22.59
155,JP3742600004,2017,0.95,4.85,19.37
156,JP3274400005,2014,0.93,3.21,40.21
156,JP3274400005,2015,1.32,4,32.26
156,JP3274400005,2016,1.13,2.79,26.46
156,JP3274400005,2017,1.25,3.44,26.82
157,JP3047510007,2014,1.68,3.64,112.39
157,JP3047510007,2015,1.75,3.5,107.02
157,JP3047510007,2016,1.77,3.43,101.25
157,JP3047510007,2017,1.69,3.6,98.39
158,JP3276400003,2014,0.47,0.29,52.65
158,JP3276400003,2015,0.77,0.36,124.63
158,JP3276400003,2016,0.35,0.39,115.79
158,JP3276400003,2017,0.49,0.36,135.01
159,JP3385890003,2014,8.01,6.62,2.04
159,JP3385890003,2015,7.15,5.59,0.69
159,JP3385890003,2016,14.66,6.04,1
159,JP3385890003,2017,10.71,4.31,19.71
160,JP3452000007,2014,0.86,3.15,57.92
160,JP3452000007,2015,1.34,4.38,36.55
160,JP3452000007,2016,0.85,5.63,35.18
160,JP3452000007,2017,1.06,2.08,33.69
161,JP3385820000,2014,1.43,3.29,59.66
161,JP3385820000,2015,1.45,3.04,52.41
161,JP3385820000,2016,1.18,2.76,49.2
161,JP3385820000,2017,1.16,3.6,47.02
162,JP3270000007,2014,1.12,3.58,2.74
162,JP3270000007,2015,1.51,3.76,3.44
162,JP3270000007,2016,1.31,4.37,3.85
162,JP3270000007,2017,1.39,4.97,4.2
163,JP3275200008,2014,0.46,1.62,22.06
163,JP3275200008,2015,0.59,1.95,25.47
163,JP3275200008,2016,0.57,-0.59,29.79
163,JP3275200008,2017,0.65,1.92,26.25
164,JP3769000005,2014,0.42,0.36,47.12
164,JP3769000005,2015,0.73,0.36,52.35
164,JP3769000005,2016,0.35,0.38,66.92
164,JP3769000005,2017,0.43,0.33,116.64
165,JP3788600009,2014,1.1,2.72,106.48
165,JP3788600009,2015,1.5,2.03,120.9
165,JP3788600009,2016,0.81,1.52,131.79
165,JP3788600009,2017,0.98,2.21,39.66
166,JP3766550002,2014,1.26,3.41,2.29
166,JP3766550002,2015,1.83,3.3,1.95
166,JP3766550002,2016,1.69,4.4,3.15
166,JP3766550002,2017,1.64,3.74,4
167,JP3842400008,2014,0.5,0.26,52.93
167,JP3842400008,2015,0.76,0.26,44.05
167,JP3842400008,2016,0.33,0.26,69.44
167,JP3842400008,2017,0.4,0.25,174.2
168,JP3783420007,2014,2.34,10.09,45.93
168,JP3783420007,2015,2.28,5.78,50.58
168,JP3783420007,2016,2.26,6.37,60.61
168,JP3783420007,2017,2.27,8.82,95.93
169,JP3160740001,2014,1.99,3.72,77.62
169,JP3160740001,2015,2.79,3.79,86.57
169,JP3160740001,2016,2.2,0.11,163
169,JP3160740001,2017,1.92,3.64,202.35
170,JP3786200000,2014,1.28,6.01,50.08
170,JP3786200000,2015,1.77,7.66,54.75
170,JP3786200000,2016,0.92,6.87,44.44
170,JP3786200000,2017,1.11,5.15,36.24
171,JP3774600005,2014,0.74,0.09,24.26
171,JP3774600005,2015,1.17,2.5,62.77
171,JP3774600005,2016,0.75,2.44,54.7
171,JP3774600005,2017,0.85,2.47,62.48
172,JP3774200004,2014,1.04,2.44,171.41
172,JP3774200004,2015,1.33,2.82,144.19
172,JP3774200004,2016,1.18,3.48,129.5
172,JP3774200004,2017,1.15,3.43,114.23
173,JP3854600008,2014,0.86,3.98,98.95
173,JP3854600008,2015,1.12,3.06,95.09
173,JP3854600008,2016,0.73,1.96,96.52
173,JP3854600008,2017,0.68,3.39,93.34
174,JP3845400005,2014,0.79,0.58,272.49
174,JP3845400005,2015,1.19,1.13,260.9
174,JP3845400005,2016,0.9,1.36,283.94
174,JP3845400005,2017,0.7,0.21,301.12
175,JP3837800006,2014,2.23,9.16,11.79
175,JP3837800006,2015,3.88,13.26,6.37
175,JP3837800006,2016,2.93,13.92,7.57
175,JP3837800006,2017,3.95,13.71,7.32
176,JP3796150005,2014,0.61,0.35,106.47
176,JP3796150005,2015,1.02,0.37,123.85
176,JP3796150005,2016,0.56,0.41,135
176,JP3796150005,2017,0.58,0.39,227.33
177,JP3784600003,2014,1.59,9.21,1.43
177,JP3784600003,2015,1.96,7.04,1.17
177,JP3784600003,2016,2.08,6.28,1.07
177,JP3784600003,2017,1.99,7.28,0.96
178,JP3845770001,2014,1.93,6.32,1.04
178,JP3845770001,2015,2.9,6.58,0.63
178,JP3845770001,2016,4,7.79,0.22
178,JP3845770001,2017,3.38,7.82,0.28
179,JP3787000003,2014,0.93,3.22,98.61
179,JP3787000003,2015,1.19,2.82,72.12
179,JP3787000003,2016,0.89,1.13,61.84
179,JP3787000003,2017,1.22,1.06,68.64
180,JP3360800001,2014,3.84,3.38,233.91
180,JP3360800001,2015,2.77,3.95,210.33
180,JP3360800001,2016,2.18,3.42,197.5
180,JP3360800001,2017,1.81,3.66,220.21
181,JP3850200001,2014,1.21,-2.74,960.43
181,JP3850200001,2015,1.78,0.36,1015.45
181,JP3850200001,2016,1.32,1.92,927.72
181,JP3850200001,2017,1.08,1.29,958.34
182,JP3906000009,2014,1.6,6.14,94.29
182,JP3906000009,2015,3.54,9.56,61.36
182,JP3906000009,2016,1.13,7.98,59.42
182,JP3906000009,2017,1.99,7.72,51.08
183,JP3148800000,2014,0.71,3.99,19.6
183,JP3148800000,2015,0.94,3.95,21.5
183,JP3148800000,2016,0.71,1.56,21.5
183,JP3148800000,2017,0.97,-14.23,27.39
184,JP3142500002,2014,0.55,1.51,154.03
184,JP3142500002,2015,0.73,-4.43,171.34
184,JP3142500002,2016,0.63,-0.98,181.68
184,JP3142500002,2017,0.82,3.86,180.26
185,JP3684000007,2014,1.25,6.92,11.49
185,JP3684000007,2015,2.38,9.95,1.5
185,JP3684000007,2016,1.68,10.14,1.04
185,JP3684000007,2017,2.08,7.74,0.63
186,JP3134800006,2014,1.71,2.54,103.45
186,JP3134800006,2015,2.78,0.65,118.51
186,JP3134800006,2016,1.31,0.33,117.39
186,JP3134800006,2017,1.93,0.42,116.59
187,JP3131090007,2014,0.87,,56.85
187,JP3131090007,2015,0.93,3.3,45.15
187,JP3131090007,2016,1.07,6.84,43.34
187,JP3131090007,2017,0.7,7.25,52.44
188,JP3137200006,2014,1.31,8.58,21.79
188,JP3137200006,2015,1.73,7.26,30.19
188,JP3137200006,2016,1.16,6.54,34.44
188,JP3137200006,2017,1.19,5.27,30.22
189,JP3942600002,2014,0.85,5.59,3.34
189,JP3942600002,2015,1.54,5.21,3.56
189,JP3942600002,2016,1.69,6.61,2.96
189,JP3942600002,2017,1.7,9.52,3.17
190,JP3294460005,2014,0.68,4.85,20.92
190,JP3294460005,2015,0.73,1.84,22.09
190,JP3294460005,2016,0.43,0.47,25.29
190,JP3294460005,2017,0.53,1.09,23.37
191,JP3229400001,2014,1.52,5.86,12.17
191,JP3229400001,2015,2.28,5.05,9.8
191,JP3229400001,2016,2.14,6.67,10.04
191,JP3229400001,2017,2.32,5.16,47.24
192,JP3143600009,2014,0.75,3.56,145.71
192,JP3143600009,2015,1.15,3.93,130.55
192,JP3143600009,2016,0.9,3.22,149.26
192,JP3143600009,2017,0.94,4.67,125.71
193,JP3152740001,2014,2.37,10.79,29.53
193,JP3152740001,2015,2.96,11.34,26.37
193,JP3152740001,2016,2.71,11.08,1.82
193,JP3152740001,2017,2.17,11.52,0.72
194,JP3143000002,2014,2.17,5.15,50.64
194,JP3143000002,2015,2.46,2.99,65.13
194,JP3143000002,2016,3.33,2.33,62.2
194,JP3143000002,2017,3.78,4.91,60.67
195,JP3143900003,2014,1.43,5.15,10.64
195,JP3143900003,2015,1.92,6.23,11.31
195,JP3143900003,2016,1.47,6.16,9.14
195,JP3143900003,2017,2,7.1,8.16
196,JP3164800009,2014,0.68,3.79,34.66
196,JP3164800009,2015,1.77,6.9,22.78
196,JP3164800009,2016,0.75,4.38,21.56
196,JP3164800009,2017,0.93,4.01,21.45
197,JP3397200001,2014,1.07,4.2,34.6
197,JP3397200001,2015,1.94,3.39,38.35
197,JP3397200001,2016,1.07,4.08,56.5
197,JP3397200001,2017,1.76,5.64,58.25
199,JP3389660006,2014,0.79,8.41,25.35
199,JP3389660006,2015,0.81,-1.21,20.83
199,JP3389660006,2016,0.37,-3.62,21.29
199,JP3389660006,2017,1.57,-3.38,41.61
200,JP3705200008,2014,1.21,13.24,19.45
200,JP3705200008,2015,1.75,10.76,12.95
200,JP3705200008,2016,1.37,11.54,10.99
200,JP3705200008,2017,1.12,10.19,11.94
201,JP3385980002,2014,1.08,5.14,8.02
201,JP3385980002,2015,1.39,5.82,10.87
201,JP3385980002,2016,0.99,4.66,12.17
201,JP3385980002,2017,1.07,5.61,17.15
202,JP3151600008,2014,1.24,2.96,166.55
202,JP3151600008,2015,1.79,1.76,130.08
202,JP3151600008,2016,1.16,3.32,118.93
202,JP3151600008,2017,1.1,4.16,100.65
203,JP3386030005,2014,0.55,2.72,92.18
203,JP3386030005,2015,0.9,3.36,79.25
203,JP3386030005,2016,0.45,0.9,78.9
203,JP3386030005,2017,0.54,1.79,75.56
204,JP3725400000,2014,0.94,5.58,37.39
204,JP3725400000,2015,1.23,5.08,28.27
204,JP3725400000,2016,0.76,4.73,27.4
204,JP3725400000,2017,1,5.91,18.87
205,JP3667600005,2014,1.87,6.91,3.71
205,JP3667600005,2015,1.49,2.87,9.27
205,JP3667600005,2016,1.14,6.2,8.84
205,JP3667600005,2017,1.08,-3.25,7.18
206,JP3946750001,2014,,,93.05
206,JP3946750001,2015,,0.22,116.68
206,JP3946750001,2016,0.42,0.2,119.06
206,JP3946750001,2017,0.45,0.2,125.14
207,JP3421100003,2014,0.48,5.05,13.96
207,JP3421100003,2015,0.54,4.33,18.69
207,JP3421100003,2016,0.31,0.4,31.79
207,JP3421100003,2017,0.31,0.56,34.21
208,JP3752900005,2014,,0.16,135.12
208,JP3752900005,2015,,0.16,158
208,JP3752900005,2016,0.56,0.15,163.92
208,JP3752900005,2017,0.52,-0.01,191.88
209,JP3233250004,2014,,,0
209,JP3233250004,2015,,0.1,258.21
209,JP3233250004,2016,0.94,0.11,247.05
209,JP3233250004,2017,0.91,0.11,319.42
210,JP3040890000,2014,1.49,3.08,96.78
210,JP3040890000,2015,1.7,3.23,81.53
210,JP3040890000,2016,1.9,3.29,87.22
210,JP3040890000,2017,1.65,3.48,75.95
211,JP3582600007,2014,1.34,8.36,261.86
211,JP3582600007,2015,1.34,1.77,234.64
211,JP3582600007,2016,0.95,1.86,228.84
211,JP3582600007,2017,0.95,1.93,236.08
212,JP3574200006,2014,1.53,3.35,197.25
212,JP3574200006,2015,1.71,2.45,168.43
212,JP3574200006,2016,1.86,3.1,165.62
212,JP3574200006,2017,1.43,3.61,156.15
213,JP3566800003,2014,1.24,6.11,136.85
213,JP3566800003,2015,1.87,6.15,108.22
213,JP3566800003,2016,1.41,7.46,85.2
213,JP3566800003,2017,1.18,7.23,127.19
214,JP3027680002,2014,1.59,2.77,74.1
214,JP3027680002,2015,1.6,2.71,79.67
214,JP3027680002,2016,1.86,2.76,75.92
214,JP3027680002,2017,1.64,2.87,79.84
215,JP3039710003,2014,1.31,3.24,94.84
215,JP3039710003,2015,1.57,3.25,97.07
215,JP3039710003,2016,1.59,3.12,91.6
215,JP3039710003,2017,1.3,3.14,88.94
216,JP3896800004,2014,0.67,2.76,65.43
216,JP3896800004,2015,0.82,6.48,57.16
216,JP3896800004,2016,0.63,4.75,48.13
216,JP3896800004,2017,1.02,6.65,27.73
217,JP3388200002,2014,0.84,0.85,140.39
217,JP3388200002,2015,1.14,0.68,152.71
217,JP3388200002,2016,1.24,0.14,189.79
217,JP3388200002,2017,1.2,0.22,199.6
218,JP3699400002,2014,1.82,1.93,53.79
218,JP3699400002,2015,4.97,3.62,64.93
218,JP3699400002,2016,2.42,4.29,54.37
218,JP3699400002,2017,2.65,3.36,44.08
219,JP3717600005,2014,1.28,4.96,0
219,JP3717600005,2015,2.67,4.75,0
219,JP3717600005,2016,3.11,4.79,0.31
219,JP3717600005,2017,3.61,8.21,0.24
220,JP3721400004,2014,1.07,1.94,30.49
220,JP3721400004,2015,1.81,-1.14,29.93
220,JP3721400004,2016,1.58,-5.41,46.66
220,JP3721400004,2017,1.03,-1.73,49.34
221,JP3386450005,2014,0.65,1.62,132.67
221,JP3386450005,2015,0.88,-3.33,137.36
221,JP3386450005,2016,0.62,-3.63,174.6
221,JP3386450005,2017,0.66,2.49,144.51
222,JP3902000003,2014,0.94,2.35,31.14
222,JP3902000003,2015,1.2,2.33,29.57
222,JP3902000003,2016,0.97,2.33,28.04
222,JP3902000003,2017,0.83,2.63,24.06
223,JP3205800000,2014,3.05,7.03,18.39
223,JP3205800000,2015,4.35,8.19,20.83
223,JP3205800000,2016,4.38,10.07,18.33
223,JP3205800000,2017,4.2,11.11,15.35
224,JP3206000006,2014,12.79,31.41,0.28
224,JP3206000006,2015,13.22,32.98,0
224,JP3206000006,2016,12.99,36.27,0
224,JP3206000006,2017,9.62,36.71,0
225,JP3258000003,2014,1.16,1.61,79.21
225,JP3258000003,2015,2.42,-1.02,123.67
225,JP3258000003,2016,2.44,5.41,104.48
225,JP3258000003,2017,2.21,10.62,50.79
226,JP3291200008,2014,1.1,2.91,294.04
226,JP3291200008,2015,4.38,3.72,545.45
226,JP3291200008,2016,3.8,3.75,466.53
226,JP3291200008,2017,4.51,6.33,328.91
227,JP3210200006,2014,0.92,1.38,135.58
227,JP3210200006,2015,1.21,0.95,100
227,JP3210200006,2016,1.39,4.04,90.57
227,JP3210200006,2017,1.3,5.54,75.25
228,JP3228600007,2014,0.81,-0.57,371.34
228,JP3228600007,2015,1.01,-1.28,418.21
228,JP3228600007,2016,0.68,2.44,337.16
228,JP3228600007,2017,0.94,2.61,292.47
229,JP3279400000,2014,1.2,2.6,194.12
229,JP3279400000,2015,2.03,3.08,168.23
229,JP3279400000,2016,2.03,3.75,175.01
229,JP3279400000,2017,1.75,3.68,159.21
230,JP3244800003,2014,1.14,3.94,14.92
230,JP3244800003,2015,2.11,4.75,14.27
230,JP3244800003,2016,2.07,4.58,16.96
230,JP3244800003,2017,1.88,4.58,26.55
231,JP3236200006,2014,2.46,10.63,0
231,JP3236200006,2015,4.2,13.56,0
231,JP3236200006,2016,3.91,12.29,0
231,JP3236200006,2017,4.21,13.6,0
232,JP3246500007,2014,,0.27,17.56
232,JP3246500007,2015,,0.28,43.76
232,JP3246500007,2016,0.42,1.6,65.42
232,JP3246500007,2017,0.52,0.17,102.37
233,JP3215800008,2014,0.69,2.93,37.68
233,JP3215800008,2015,1.03,3.52,37.93
233,JP3215800008,2016,0.96,3.86,39.99
233,JP3215800008,2017,0.86,3.71,36.99
234,JP3256000005,2014,1.09,2.24,0.89
234,JP3256000005,2015,1.56,4.2,0.9
234,JP3256000005,2016,1.89,2.68,1.01
234,JP3256000005,2017,1.8,6.41,0.46
235,JP3280200001,2014,1.8,1.31,246.32
235,JP3280200001,2015,2.38,1.41,194.08
235,JP3280200001,2016,2.37,0.3,214.13
235,JP3280200001,2017,2.77,2.75,172.9
236,JP3695200000,2014,1.67,4.88,50.05
236,JP3695200000,2015,2.42,6.58,39.75
236,JP3695200000,2016,1.85,7.8,40.23
236,JP3695200000,2017,1.6,5.16,41.7
237,JP3263000006,2014,0.52,3.24,5.04
237,JP3263000006,2015,0.97,3.94,4.66
237,JP3263000006,2016,0.7,4.4,4.47
237,JP3263000006,2017,0.85,4.76,4.13
238,JP3260800002,2014,2.12,1.81,423.96
238,JP3260800002,2015,2.46,1.89,372.71
238,JP3260800002,2016,2.48,1.91,350.98
238,JP3260800002,2017,2.18,1.7,330.43
239,JP3293200006,2014,0.73,1.35,10.09
239,JP3293200006,2015,0.9,2.88,20.53
239,JP3293200006,2016,1.32,1.45,19.44
239,JP3293200006,2017,1.07,4.07,12.89
240,JP3223800008,2014,0.45,2.02,165.57
240,JP3223800008,2015,0.82,2.65,121.59
240,JP3223800008,2016,0.96,-3.77,147.77
240,JP3223800008,2017,1.22,-12.35,250.82
241,JP3304200003,2014,1.38,6.5,43.96
241,JP3304200003,2015,1.56,5.99,38.53
241,JP3304200003,2016,1.08,5.41,30.15
241,JP3304200003,2017,1.5,4.6,25.92
242,JP3219000001,2014,0.78,4.61,0.12
242,JP3219000001,2015,0.98,4.33,0.09
242,JP3219000001,2016,0.8,4.51,0.08
242,JP3219000001,2017,0.85,4.51,0.01
243,JP3240400006,2014,1.69,3.92,38.6
243,JP3240400006,2015,3.04,4.44,31.05
243,JP3240400006,2016,3.06,5.57,31.61
243,JP3240400006,2017,2.69,6.77,21.11
244,JP3868400007,2014,1.45,7.14,112.41
244,JP3868400007,2015,1.6,7.3,80.61
244,JP3868400007,2016,1.03,5.83,64.69
244,JP3868400007,2017,0.81,4.01,47.28
245,JP3301100008,2014,1.9,7.54,0.96
245,JP3301100008,2015,2.28,7,0.79
245,JP3301100008,2016,2.45,9.83,0.9
245,JP3301100008,2017,3.43,7.58,0.81
246,JP3283460008,2014,1.05,7.12,0
246,JP3283460008,2015,1.86,8.76,0
246,JP3283460008,2016,1.96,9.67,0
246,JP3283460008,2017,1.97,10.15,0
247,JP3305800009,2014,0.55,8.69,9.36
247,JP3305800009,2015,0.72,4.43,7.89
247,JP3305800009,2016,0.58,3.54,7.73
247,JP3305800009,2017,0.66,0.38,7.9
248,JP3300200007,2014,1.46,1.36,19.55
248,JP3300200007,2015,1.44,3.74,19.01
248,JP3300200007,2016,2.22,3.68,24.45
248,JP3300200007,2017,2.68,8.59,19.92
249,JP3300600008,2014,0.8,2.69,42.2
249,JP3300600008,2015,1.57,4.61,31.34
249,JP3300600008,2016,0.87,3.61,32.72
249,JP3300600008,2017,0.85,3.6,35.38
250,JP3421800008,2014,1.68,5.53,11.91
250,JP3421800008,2015,2.23,5.59,9.99
250,JP3421800008,2016,2.12,5.24,12.39
250,JP3421800008,2017,1.85,5.3,9.47
251,JP3247010006,2015,,,15.92
251,JP3247010006,2016,,-50.32,27.33
251,JP3247010006,2017,1.58,7.53,23.53
252,JP3738600000,2014,1.68,8.04,19.07
252,JP3738600000,2015,2.27,7.87,13.54
252,JP3738600000,2016,1.2,6.15,23.67
252,JP3738600000,2017,1.25,4.76,28.18
253,JP3278600006,2014,1.14,4.24,157.44
253,JP3278600006,2015,1.75,3.81,136.31
253,JP3278600006,2016,1.51,4.44,98.09
253,JP3278600006,2017,1.35,4.95,98.03
254,JP3277800003,2014,1.45,2.45,117.34
254,JP3277800003,2015,1.8,2.6,104.86
254,JP3277800003,2016,1.72,2.78,113.69
254,JP3277800003,2017,1.56,2.91,103.75
255,JP3253900009,2014,1.12,3.51,196.72
255,JP3253900009,2015,2.1,3.63,122.15
255,JP3253900009,2016,2.5,4.32,116.32
255,JP3253900009,2017,1.76,4.52,111.63
256,JP3266400005,2014,1.48,6.91,62.79
256,JP3266400005,2015,2.12,6.34,67.42
256,JP3266400005,2016,1.75,5.11,68.24
256,JP3266400005,2017,1.59,4.96,64.29
257,JP3224200000,2014,1.4,2.82,122.48
257,JP3224200000,2015,2.41,3.46,95.92
257,JP3224200000,2016,1.26,3.03,92.36
257,JP3224200000,2017,1.19,1.75,91.64
258,JP3203500008,2014,0.6,1.67,37.87
258,JP3203500008,2015,0.77,1.37,39.95
258,JP3203500008,2016,0.68,1.43,41.65
258,JP3203500008,2017,0.71,1.73,28.27
260,JP3979200007,2014,1.27,9.54,0.04
260,JP3979200007,2015,1.99,13.06,0.03
260,JP3979200007,2016,1.39,13.06,0.02
260,JP3979200007,2017,2.7,12.11,0.01
261,JP3982100004,2014,2.83,6.67,32.11
261,JP3982100004,2015,3.19,5.02,61.19
261,JP3982100004,2016,3.11,4.28,65.01
261,JP3982100004,2017,2.69,4.63,78.65
262,JP3965400009,2014,1.22,2.77,26.65
262,JP3965400009,2015,1.75,3.93,12.96
262,JP3965400009,2016,3.3,5.62,6.09
262,JP3965400009,2017,3.65,6.38,4.76
263,JP3626800001,2014,1.15,2.96,101.07
263,JP3626800001,2015,1.34,1.34,111.54
263,JP3626800001,2016,1.01,-0.61,157.59
263,JP3626800001,2017,1.27,2.36,138.86
264,JP3903000002,2014,0.72,3.36,147.49
264,JP3903000002,2015,1.11,3.48,118.59
264,JP3903000002,2016,0.66,3.68,98.25
264,JP3903000002,2017,0.61,1.72,87.55
265,JP3733400000,2014,0.48,1.09,21.28
265,JP3733400000,2015,0.64,1.44,21.4
265,JP3733400000,2016,0.52,0.77,20.24
265,JP3733400000,2017,0.69,3.84,22.41
266,JP3580200008,2014,0.93,7.4,3.89
266,JP3580200008,2015,1.48,9.97,2.84
266,JP3580200008,2016,1.21,9.72,2.05
266,JP3580200008,2017,1.56,9.19,1.53
267,JP3863800003,2014,2.63,3.59,239.61
267,JP3863800003,2015,3.08,4.85,215.47
267,JP3863800003,2016,2.63,5.06,159.99
267,JP3863800003,2017,2.33,4.04,153.39
268,JP3869010003,2014,1.14,5.61,3.06
268,JP3869010003,2015,1.47,4.62,2.81
268,JP3869010003,2016,1.67,6.79,2.48
268,JP3869010003,2017,1.6,7.23,2.32
269,JP3897700005,2014,0.61,1.23,140.65
269,JP3897700005,2015,1.21,1.86,164.99
269,JP3897700005,2016,0.74,1.37,159.08
269,JP3897700005,2017,0.94,3.98,156.39
270,JP3870000001,2014,1.06,7.49,0.17
270,JP3870000001,2015,2.18,7.25,0.12
270,JP3870000001,2016,1.52,8.02,0.07
270,JP3870000001,2017,1.77,7.71,0.02
271,JP3750500005,2014,2.57,-10.9,3.62
271,JP3750500005,2015,3.22,-18.97,27.13
271,JP3750500005,2016,3.62,3.1,23.42
271,JP3750500005,2017,3.95,12.85,11.77
272,JP3167500002,2014,0.91,6.34,35.5
272,JP3167500002,2015,1.31,5.5,35.17
272,JP3167500002,2016,1.13,6.75,34.76
272,JP3167500002,2017,1.06,6.68,31.42
273,JP3899600005,2014,2.27,1.65,148.4
273,JP3899600005,2015,2.49,1.9,128.94
273,JP3899600005,2016,1.85,1.91,151.7
273,JP3899600005,2017,1.67,2.21,150.44
274,JP3268950007,2014,0.79,1.89,12.63
274,JP3268950007,2015,1.02,1.68,7.87
274,JP3268950007,2016,0.99,2.1,10.74
274,JP3268950007,2017,0.93,1.93,9.44
275,JP3919200000,2014,2.44,7.13,0.04
275,JP3919200000,2015,3.59,6.25,0
275,JP3919200000,2016,2.87,13.42,0.05
275,JP3919200000,2017,3.29,12.97,0
276,JP3918000005,2014,1.23,2.54,62.92
276,JP3918000005,2015,2.47,3.84,60.5
276,JP3918000005,2016,3.24,7.34,36.76
276,JP3918000005,2017,2.79,7.11,29.28
277,JP3921290007,2016,,,12.46
277,JP3921290007,2017,,-10.45,507
278,JP3888400003,2014,0.71,0.99,140.73
278,JP3888400003,2015,1.14,3.6,111.41
278,JP3888400003,2016,0.65,-3.75,118.74
278,JP3888400003,2017,1.32,3.97,125.04
279,JP3900000005,2014,1.05,3.93,62.73
279,JP3900000005,2015,1.47,2.3,55.4
279,JP3900000005,2016,0.78,1.3,62.92
279,JP3900000005,2017,0.81,1.73,52.34
280,JP3866800000,2014,1.32,2.57,41.48
280,JP3866800000,2015,2.38,3.62,53.36
280,JP3866800000,2016,1.43,3.74,42.57
280,JP3866800000,2017,1.87,3.09,71.51
281,JP3893200000,2014,1.73,2.16,161.22
281,JP3893200000,2015,1.89,2.43,106.31
281,JP3893200000,2016,1.35,2.58,116.5
281,JP3893200000,2017,1.15,2.73,115.92
282,JP3910660004,2014,1.28,1.02,86.72
282,JP3910660004,2015,1.98,1.27,65.51
282,JP3910660004,2016,1.45,1.22,72.33
282,JP3910660004,2017,1.8,1.27,87.65
283,JP3891600003,2014,0.63,5.77,92.01
283,JP3891600003,2015,0.74,1.13,84.85
283,JP3891600003,2016,0.59,0.83,107.31
283,JP3891600003,2017,0.53,1.31,109.96
284,JP3885400006,2014,1.71,7.86,9.63
284,JP3885400006,2015,3.12,8.29,9.08
284,JP3885400006,2016,3,9.01,7.95
284,JP3885400006,2017,3.59,9.14,6.69
285,JP3902900004,2014,0.5,0.46,422.89
285,JP3902900004,2015,0.8,0.44,413.5
285,JP3902900004,2016,0.47,0.39,419.98
285,JP3902900004,2017,0.57,0.37,438.75
286,JP3880800002,2014,1.07,5.64,0.04
286,JP3880800002,2015,1.43,6.06,0.05
286,JP3880800002,2016,2.19,5.64,0.05
286,JP3880800002,2017,2.08,5.86,0.02
287,JP3882750007,2014,2.48,-1,0
287,JP3882750007,2015,3.76,51.95,24.92
287,JP3882750007,2016,2.12,46.99,0
287,JP3882750007,2017,3.05,36.68,0.01
288,JP3885780001,2014,0.61,0.45,749.44
288,JP3885780001,2015,0.76,0.39,550.78
288,JP3885780001,2016,0.51,0.41,530.8
288,JP3885780001,2017,0.55,0.38,482.67
289,JP3862400003,2014,1.51,8.05,0.95
289,JP3862400003,2015,1.84,8.3,1.03
289,JP3862400003,2016,1.92,7.37,0.46
289,JP3862400003,2017,2.04,7.77,1.31
290,JP3899800001,2014,1.53,7.59,46.76
290,JP3899800001,2015,1.68,7.86,24.21
290,JP3899800001,2016,1.15,4.92,5.97
290,JP3899800001,2017,1.38,-13.6,3.81
291,JP3922950005,2014,14.35,15.89,23.03
291,JP3922950005,2015,21.37,19.18,59.32
291,JP3922950005,2016,28.09,19.67,40.27
291,JP3922950005,2017,20.06,21.57,35.36
292,JP3362700001,2014,0.55,3.02,160.53
292,JP3362700001,2015,0.92,2.12,150.73
292,JP3362700001,2016,0.51,-6.45,192.22
292,JP3362700001,2017,0.75,0.63,195.39
