No,ISIN CODE,Year,NET CASH FLOW - FINANCING,INCREASE/DECREASE IN CASH/SHOR,NET CASH FLOW - INVESTING,NET CASH FLOW-OPERATING ACTIVS,"PROPERTY, PLANT & EQUIP - NET",CASH DIVIDENDS PAID - TOTAL,CASH & SHORT TERM INVESTMENTS,CASH,TOTAL DEBT,TOTAL CAPITAL,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,WORKING CAPITAL,TOTAL ASSETS,RETAINED EARNINGS,EARNINGS BEF INTEREST & TAXES,TOTAL LIABILITIES,NET SALES OR REVENUES,FREE CASH FLOW,CASH - GENERIC,BOOK VALUE PER SHARE,OPERATING INCOME,DEPRECIATION,AMORT & IMPAIR OF GOODWILL,AMORTIZATION OF DEFERRED CHARG,AMORTIZATION-INTANGIBLE ASSETS,AMORTIZATION OF INTANGIBLES,DEPRECIATION/DEPLETION/AMORT,SALARIES & BENEFITS EXPENSES,Salaries and Wages from CSR reporting,RESEARCH & DEVELOPMENT
1104,KYG202881093,2020,8096548,14136259,5354022,11457962,48240567,6109712,53680643,32796805,412399159,207920710,207199.3,95495740,,589202009,52605790,33656532,489223139,59477759,10491970,53680643,59.186,23814749,4404909,,0,175369,175369,4580278,8338947,8338947,
1104,KYG202881093,2021,-5900192,13577743,12426299,32166911,57275132,7087782,77305346,46374548,504003220,278608507,384354.6,109624067,,708849484,66533021,44150752,592335221,72159554,24969862,77305346,68.082,33647748,5171853,,0,147400,147400,5319253,9309570,9309570,
1104,KYG202881093,2022,1760097,21224103,-4146088,15258694,71494037,9272364,101801691,67598651,628814139,382523048,252474.9,141320441,,871538746,83913913,52988427,721381999,86608165,4549291,101801691,84.704,37274888,6343628,,0,151334,151334,6494962,9956616,10926248,
1104,KYG202881093,2023,-12052902,-30604664,1744141,-16418168,100559833,10700645,87579104,36993987,678722099,384440118,293852.2,153958220,,936125632,97991694,55601188,772789834,97525510,125396,87579104,92.36,33525157,7286415,,0,268869,268869,7555284,12086607,,
1104,KYG202881093,2024,,,,,,,,,,,246645.9,,,,,,,,19298244,,,,,,,,,,,,
1105,TW0002360005,2014,614498,228116,1725267,1291735,4144496,937111,4129013,1847648,2912069,11878971,31948.41,9270625,6313929,14815129,4261864,1552674,5424364,10307085,1120853,4129013,24.599,1219261,297188,,0,3928,3928,301116,2270265,,830941
1105,TW0002360005,2015,-458392,641641,1267393,2344177,4864952,982439,5115595,2489289,3473519,12673429,22249.12,9410104,6519946,15903788,4351850,1521666,6372492,9692365,1879049,5115595,24.944,1219999,329582,,0,2009,2009,331591,2421430,,872966
1105,TW0002360005,2016,-111233,660681,1239428,2093178,5749281,907953,5829150,3149970,3777247,13553076,30516.5,10616627,6489281,18412714,4793310,2084109,7624863,11624369,2087216,5829150,27.364,2012978,336514,,0,2849,2849,339363,2870026,,1034541
1105,TW0002360005,2017,-841826,1926441,-50842,2818776,6170253,1314207,7027960,5076411,2849076,14624225,62844.39,13230679,7182883,21787204,5972296,3144849,8324375,14901346,2166869,7027960,32.272,3043016,310239,,0,3552,3552,313791,3349769,,1212383
1105,TW0002360005,2018,-1590303,-2152454,1942731,1332944,4472340,1851804,4688787,2923957,2774609,16644370,51170.75,14410020,7258760,22952314,6795059,3339858,8261965,16931128,2762818,4688787,34.734,3039633,308923,,0,6491,6491,315414,3635741,,1254553
1105,TW0002360005,2019,338512,-662426,2410218,1454383,5434740,1750572,3454644,2746165,4950811,17295649,58044.29,14488761,5138055,25119503,6889694,2392626,10334043,13909634,1160992,3454644,34.714,2059380,440062,,0,6140,6140,446202,3550938,,1283422
1105,TW0002360005,2020,-435165,635114,1628063,2729662,6764740,1288777,4442351,3626038,5739924,18885654,61008.48,16063223,5102887,27813896,7929190,3087818,11425203,15532543,1666423,4442351,38.292,2797396,428009,,0,11225,11225,439234,3448577,,1341956
1105,TW0002360005,2021,-4019939,191513,-1606711,2671414,6560619,1927668,4946997,3868472,3945572,20671263,79688.31,18513911,6845044,29200779,10166996,5328584,10253321,17584023,2986041,4946997,44.073,3074992,572034,,0,22035,22035,594069,4046085,,1511465
1105,TW0002360005,2022,-3410707,2853354,-796781,5341165,7527935,3039348,6684639,6093637,3581649,23295753,76580.44,21360708,8484309,33473522,12295670,6496536,11600841,22067242,4006395,6684639,50.41,5039195,654432,11737,0,29267,29267,683699,5107478,,1917411
1105,TW0002360005,2023,-3761911,-1809251,1593040,3536813,8751824,3403176,4794194,4132263,3462994,23698272,92516.69,21955876,7353348,33056980,12839342,5226747,10540095,18676043,4576752,4794194,51.818,4672837,722446,44129,0,24148,24148,746594,4942420,,1757322
1105,TW0002360005,2024,,,,,,,,,,,193946.8,,,,,,,,5765146,,,,,,,,,,,,
1106,TW0002204005,2014,-2114213,264331,2603248,4930024,6490732,1522456,13399704,1083172,819607,51450580,38615.01,48441960,15095695,61034488,26422721,3261212,9633908,35951427,3896265,13399704,87.5,1961558,724250,,88082,88082,88082,900414,4031267,,2070644
1106,TW0002204005,2015,-1632373,1506211,821290,3982902,6543123,1591658,13823787,1574367,872217,52659211,32455.98,49515345,15686218,62195723,27800054,3908694,9536512,36884447,5172579,13823787,89.439,2205501,836927,,67275,105083,37808,942010,4070706,,2407174
1106,TW0002204005,2016,-2165637,1513939,769790,4527185,6432443,2076076,15042280,14231759,857977,52721362,33701.64,49421655,16124191,61781242,28619636,4104508,9059880,40733485,3599602,15042280,89.27,2598624,866021,,72195,110003,37808,976024,4296281,,2675139
1106,TW0002204005,2017,-2388077,-415718,739464,2727116,6543043,2214481,15092543,13816041,854933,54456962,37369.37,50950021,16784855,63111925,30434088,4889336,8654963,38908093,4174000,15092543,92.031,2424627,924503,,81307,119118,37808,1043618,3983784,,1989987
1106,TW0002204005,2018,-2768897,1356722,247950,4388365,6388147,2491292,15844765,14429460,738972,55774089,32871.2,52160275,17501649,64167705,32424238,4325352,8393616,34869514,2350892,15844765,94.217,1898041,962540,,79856,120447,40591,1082987,3390017,,2052151
1106,TW0002204005,2019,-10435625,-8292273,987255,3165372,6862175,2352886,7229217,5742588,1297472,42568525,23085.96,38742061,9702023,51213074,27585799,-1659006,9048135,32067972,3667820,7229217,69.98,1772325,1023156,,57075,114837,57762,1137993,3740636,,1657444
1106,TW0002204005,2020,-577801,3639120,727286,4926268,6883961,0,11769434,10403769,823817,46040802,24802.18,42123390,13106621,54290548,30830486,3769277,8583904,30874600,3732650,11769434,76.087,1721032,894819,,47111,122164,75053,1016983,3411500,,1660284
1106,TW0002204005,2021,-4243081,1234596,842514,6324085,6473306,3875342,12409647,11647027,580172,46592764,38864.13,42672130,12755556,54400468,31192108,5088590,8075440,31125399,7738658,12409647,77.078,2086773,839095,,44122,88886,44764,927981,3280140,,1382617
1106,TW0002204005,2022,-3339128,-3410220,4858366,4775569,6563899,3044912,8814211,8178776,586510,36382527,23584.22,32328864,9860065,48161056,20549664,-7100910,12114108,29553870,4056084,8814211,58.395,1979088,728908,,60583,106393,45810,835301,3108841,,1550891
1106,TW0002204005,2023,-2139590,-3069991,7605770,6715217,7866315,2214481,5772181,5088929,778543,39588893,52372.44,35819359,4900650,50012912,23441684,6820723,10515198,38506609,6559131,5772181,64.7,2647279,700692,,88548,145694,57146,846386,3476949,,1531923
1106,TW0002204005,2024,,,,,,,,,,,39362.39,,,,,,,,5496714,,,,,,,,,,,,
1107,TW0002323003,2014,-1321595,699557,827561,2684981,21980937,0,6963167,4847874,7558545,31379650,11384.69,27007437,5799674,38512400,-4435093,-1349527,10573083,16136590,2445485,6963167,20.125,-1550585,3801601,,0,185417,185417,3987018,2273395,,333108
1107,TW0002323003,2015,-2042451,-275311,-294137,1439448,17255589,0,6680200,4572563,6124924,27214966,8039.63,23643030,6448366,32792914,-2825458,-2455500,8642674,12788344,1784243,6680200,18.627,-1693268,3219587,,0,195933,195933,3415520,2012065,,319118
1107,TW0002323003,2016,-1462516,-698257,173975,974187,14821805,104086,6302239,3874306,5385674,23390332,6779.11,20586627,5507725,28569164,-5199745,-1861709,7395787,10962317,1203906,6302239,17.43,-1728167,2188556,,0,259671,259671,2448227,1751267,,298681
1107,TW0002323003,2017,-2086348,-498605,-1330329,291915,12985242,76935,5912561,3375701,3638221,22057447,8206.29,19077273,6476560,25363261,-6293519,-850876,5789834,9155743,490864,5912561,16.571,-1328829,1522454,,0,308575,308575,1831029,1629853,,249696
1107,TW0002323003,2018,-914231,3323611,-3915191,273184,8930693,45322,9576343,6699312,3358400,21462693,10598.18,19066404,9798192,24840206,-5671352,596223,5345973,8707381,488537,9576343,17.397,-617912,1279644,,0,158673,158673,1438317,1472218,,215944
1107,TW0002323003,2019,-1054019,-3368208,1383604,-992481,6504381,34829,7707930,3327127,2678596,21069319,12573.86,19226542,10101164,24942342,190084,258639,5408694,7045247,-997364,7707930,17.65,-93604,1125011,,0,82155,82155,1207166,1273333,,399583
1107,TW0002323003,2020,-392588,370687,-584773,233410,5814423,231776,8141731,3697814,2733466,21097912,9375.34,18976575,9878164,24316976,150933,279149,4995325,9401027,-225214,8141731,17.42,-260338,767295,,0,105733,105733,873028,1359414,,296480
1107,TW0002323003,2021,-118269,-1084161,-125872,-909438,5015123,811217,7581619,2613653,3444632,20502986,10476.28,18109188,9728150,23694168,303525,335144,5251746,8712988,-708210,7581619,16.624,-159109,651013,,0,102868,102868,753881,1218801,,323360
1107,TW0002323003,2022,519635,150010,229979,-442348,4597934,115888,8028113,2769263,4963503,19486336,7440.25,16538014,9564349,23095618,-747662,-872998,6231943,7692376,-300638,8028113,15.182,-554957,560362,,0,84902,84902,645264,1199051,,335369
1107,TW0002323003,2023,-241376,179630,307025,691360,4148743,0,10068655,2951179,4741310,22022255,12636.45,18479903,11171879,25205345,968382,1901164,6385831,7384447,1258543,10068655,16.964,-367348,441553,,0,59365,59365,500918,1134433,,288422
1107,TW0002323003,2024,,,,,,,,,,,13017.71,,,,,,,,-938468,,,,,,,,,,,,
1108,TW0002823002,2014,-1104181,-51478945,121198135,70823371,6973988,1104181,,61223512,0,74324493,78493.38,62550415,,1103951206,27725274,7041387,1041400791,194220155,97640951,61223512,14.333,-12358648,,,,,17276,99687,2117483,,
1108,TW0002823002,2015,-1214599,-8796801,83310420,75728218,6988198,1214599,,52426711,0,82583868,90517.88,70629320,,1198274241,34763780,10689120,1127644921,203698672,79006570,52426711,15.712,-2078414,,,,,27790,122279,7209149,,
1108,TW0002823002,2016,-2004088,-18108001,155257651,139153738,8088226,2004088,,34318710,190651,81208984,99175.75,78132399,,1322190139,40925080,10749331,1244057740,243160451,121362212,34318710,17.381,24003633,,,,,54235,169074,7520365,,
1108,TW0002823002,2017,-2779008,10398903,149635044,162812955,9387145,2779008,,44717613,136886,95422759,109426.9,84511890,,1459982777,44077239,8751065,1375470887,268231151,166301342,44717613,18.801,54194460,,,,,74596,217826,7471139,,
1108,TW0002823002,2018,-3029119,-1770187,116730330,117989262,10722338,3029119,,42947426,54271,73118589,120407.4,90992414,,1701328368,48243509,9638409,1610335954,333836503,100206684,42947426,20.242,-9170630,,,,,99108,253076,6602254,,
1108,TW0002823002,2019,9115824,42980297,84011020,117875493,29287814,0,,85927723,2206846,144876407,116945.8,113414313,,1991904508,61240158,14628845,1878490195,329157191,109392969,85927723,23.049,33858281,,,,,117736,363114,15119936,,
1108,TW0002823002,2020,7175163,15448792,148265239,156538868,18473758,2678149,,101376515,11751214,191408419,86816.63,126269394,,2208767972,70988356,15679432,2082498578,310412178,137889871,101376515,25.661,57746362,,,,,127887,506331,7249719,,
1108,TW0002823002,2021,-1998826,52410776,6137008,60546610,16736036,1892559,,153787291,11768675,188778387,141960.8,152678210,,2292881544,94990656,31649362,2140203334,270730209,141515577,153787291,31.028,59798959,,,,,157181,629189,8563766,,
1108,TW0002823002,2022,-4636436,-62530866,74954648,17060218,15902490,4500000,,91256425,11982475,118642417,150325.9,166042700,,2330248156,107555872,16817054,2164205456,221481337,22823827,91256425,33.744,-64003411,,,,,254447,770971,7399736,,
1108,TW0002823002,2023,9848526,-42052951,1041245,-50860232,15506503,0,,49203474,21959693,170296748,150325.9,177543146,,2390158082,118629526,11197310,2212614936,228481853,-65690300,49203474,36.081,7464904,,,,,305952,949379,7638914,,
1108,TW0002823002,2024,,,,,,,,,,,150325.9,,,,,,,,-23307569,,,,,,,,,,,,
1109,TW0002324001,2014,-1912141,27742278,5689203,33798224,24472732,4305345,75286761,74708130,70830907,126511453,92845.38,101174138,74580982,377097577,44370066,10756476,271090425,845700752,12554995,75286761,23.369,11674542,5338054,,16690,698810,698810,6053554,31575661,,12111034
1109,TW0002324001,2015,-19232562,-11956588,3821735,9534256,24308631,6568145,63178052,62751542,58054356,123954679,91456.31,103775795,75026401,326548110,51877511,12691795,216949994,847305698,-846299,63178052,23.708,11312452,5353200,,15790,1142820,571410,5940400,33391674,8091340000,12249660
1109,TW0002324001,2016,11913185,10199054,3181966,1287662,20952677,5251957,73435667,72950596,75402340,136238503,82741.44,105804389,91236808,345753125,55289409,12760238,233469310,766810035,1048180,73435667,24.189,11063645,5203255,,14171,929714,464857,5682283,31201023,25457351000,11961428
1109,TW0002324001,2017,3262861,-2887883,874933,-2181002,18179367,5246557,70499898,70062713,83968413,129900235,97281.06,101895584,89826922,362005050,56557146,9412242,253357078,887656959,25195248,70499898,23.321,9208429,4801247,,13135,383425,383425,5197807,31237193,25033500000,11538651
1109,TW0002324001,2018,11632654,233832,-2438759,-15262849,20418228,5228555,75257679,70296545,100884260,124160286,78667.5,105723646,88537352,398770875,60060381,14426028,285609027,967706411,-36564348,75257679,24.265,9261746,4595525,,13302,345147,345147,4953974,35206512,28696843000,12780935
1109,TW0002324001,2019,-19013753,-3737148,4625988,20921069,23322519,5228555,67905837,66559397,89933862,124834966,82413.56,105972633,87334780,381010793,57726604,12733440,266251449,980442346,11994292,67905837,24.322,10586368,5974360,,0,906790,445061,6419421,36516190,30400000000,14156793
1109,TW0002324001,2020,18801578,22567526,7912429,14261441,25582292,5228555,91372177,89126923,115441067,129282208,83294.94,106832505,88935919,465411490,62565402,14271931,349421840,1048929251,45281529,91372177,24.519,11492545,5716440,,0,476545,476545,6192985,36443986,30600000000,15162995
1109,TW0002324001,2021,22577758,-13964820,11063115,-23834383,30056582,6971407,75562857,75162103,146014287,132438339,107313.9,111360265,84873295,535448816,69652065,18516972,413909013,1235682015,-33978218,75562857,25.558,13348593,6328743,,0,574368,574368,6903111,36374615,29400000000,16491857
1109,TW0002324001,2022,-49412394,4503199,9914934,58638610,42513527,8714259,79665489,79665302,117316312,148617374,94533.19,116294754,88321592,451090655,69956769,13969831,323680812,1073245915,20494966,79665489,26.691,9218997,7113200,,0,562062,562062,7675262,39485139,,17929525
1109,TW0002324001,2023,-27149284,-7185822,9520460,29677204,42834493,5228555,72531542,72479480,95976105,156387894,129569.9,119621995,91672235,433155062,72544719,16942797,300382209,946714800,47474315,72531542,27.454,12047711,7498590,,0,,599257,8097847,35917363,,19080135
1109,TW0002324001,2024,,,,,,,,,,,168132.5,,,,,,,,42885691,,,,,,,,,,,,
1110,TW0001314003,2014,5235621,2225645,1602728,-1442059,16980407,0,11540550,3830197,9279667,60029025,21575.91,53190961,12499615,77419050,31005657,435802,23999759,33249482,-225857,11540550,21.434,-2175106,2063849,,0,7521,1803,2065652,1296176,,196090
1110,TW0001314003,2015,-823642,-1524900,1656340,1036182,16279497,0,10194122,2509781,8885061,59260860,19882.32,53041387,9839643,75745431,31081107,331013,22487413,26155995,1348769,10194122,21.374,-1794732,1744307,,0,14344,2637,1746944,1330852,,216793
1110,TW0001314003,2016,2125586,790776,2095168,858244,15669918,0,11060411,2987827,11288356,54754200,20717.52,50818609,5619564,76445893,29122523,-1575504,25383227,25376683,-1904525,11060411,20.478,-1395760,1750731,,0,14625,2374,1753105,1378314,1378314000,198273
1110,TW0001314003,2017,-3253249,433429,28431,3751777,16935430,0,11676284,10111495,3819047,66117506,32614.3,62307725,14597450,81619588,35229878,6486137,19071129,33335970,5174321,11676284,21.575,3583474,1234460,,0,19669,8487,1242947,1875052,1875052000,236348
1110,TW0001314003,2018,2036420,3358443,5749981,6930913,19501534,0,15022464,13469938,5937391,71350612,31183.33,66896890,14134532,89693931,40374642,4756466,22503177,38503121,5628623,15022464,23.164,3075082,1364687,,0,19536,13277,1377964,2091066,2091066000,335436
1110,TW0001314003,2019,9044184,-4353685,6174230,-7116209,21123783,1349929,10221080,9116253,16715481,78613156,28773.72,67116769,15245460,96457467,39406739,2003931,29263603,29624094,1770748,10221080,23.24,-409020,1435252,,0,10002,6883,1442135,1850360,1778057000,401655
1110,TW0001314003,2020,8622509,-1636354,6523857,-3439019,24099892,985455,8318627,7479899,22468587,87763534,28709.57,70812642,18340774,104898967,39200786,325481,34030936,17583092,-10666799,8318627,21.161,-1812878,977720,,0,13172,12491,990211,1575762,1575762000,442279
1110,TW0001314003,2021,25251881,170223,-4118899,-29186698,26198105,0,8017015,7650122,39819810,104612746,41060.61,80506933,36618064,135444185,42729935,4313359,54915766,35163380,-8190092,8017015,21.271,2514465,1110782,,0,9189,8959,1119741,2343349,2343349000,461963
1110,TW0001314003,2022,7726087,-825666,7481636,-1530467,28064754,1513940,7172509,6824456,47558653,106265259,36485.95,79389472,39232478,141111920,40937972,1179011,61593671,25027795,-21616492,7172509,20.976,-3845840,1289752,,0,8879,8751,1298503,1734181,,411946
1110,TW0001314003,2023,3881338,-1310853,1280088,-3819001,28514545,0,5953535,5513603,51478033,105518803,38416.22,78658590,36360733,145694466,40326663,127150,66928324,26414254,-4407465,5953535,20.782,-3050664,1428851,,0,8383,8260,1437111,1505654,,307383
1110,TW0001314003,2024,,,,,,,,,,,31225.01,,,,,,,,-3772547,,,,,,,,,,,,
1111,TW0006005002,2014,1169237,-326761,-664554,-2264819,5390207,1139521,29896562,4821410,19516899,32202120,24046.09,31098480,,83107034,4598641,2611461,50904914,6946246,-721499,29896562,12.268,1801570,166546,,0,39692,39692,206238,2588102,,
1111,TW0006005002,2015,3439926,498915,31841,-2987220,5177406,1495225,40008126,6187047,25367404,31527667,23122.15,30290600,,92826394,4697083,2243047,61298727,6960476,2432574,40008126,12.462,1531927,161597,,0,40123,40123,201720,2467074,,
1111,TW0006005002,2016,11731558,696917,182152,-10805035,5129823,1235768,53266552,6198666,39193044,30844278,17948.36,29520548,,107636816,4763521,1960542,76792538,6301707,-6523063,53266552,12.662,988183,165530,,0,37239,37239,202769,2418060,,
1111,TW0006005002,2017,18620922,1680662,380116,-16296896,4966752,957785,75580992,8035945,58237194,33478000,22775.26,31421630,,141312082,6790451,4142367,107834082,9244702,-23162466,75580992,13.538,2847499,159805,,0,36489,36489,196294,2682982,1844670000,
