No,ISIN CODE,Year,NET CASH FLOW - FINANCING,INCREASE/DECREASE IN CASH/SHOR,NET CASH FLOW - INVESTING,NET CASH FLOW-OPERATING ACTIVS,"PROPERTY, PLANT & EQUIP - NET",CASH DIVIDENDS PAID - TOTAL,CASH & SHORT TERM INVESTMENTS,CASH,TOTAL DEBT,TOTAL CAPITAL,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,WORKING CAPITAL,TOTAL ASSETS,RETAINED EARNINGS,EARNINGS BEF INTEREST & TAXES,TOTAL LIABILITIES,NET SALES OR REVENUES,FREE CASH FLOW,CASH - GENERIC,BOOK VALUE PER SHARE,OPERATING INCOME,DEPRECIATION,AMORT & IMPAIR OF GOODWILL,AMORTIZATION OF DEFERRED CHARG,AMORTIZATION-INTANGIBLE ASSETS,AMORTIZATION OF INTANGIBLES,DEPRECIATION/DEPLETION/AMORT,SALARIES & BENEFITS EXPENSES,Salaries and Wages from CSR reporting,RESEARCH & DEVELOPMENT
562,HK0817039453,2018,24972632,1917647,19718790,-3394421,10729103,2902073,25784825,21175637,87972658,144261690,41582.87,35796236,25335427,269740349,17528727,13595598,191475082,38732667,-14120420,25784825,3.098,11034163,369426,,54270,10755,10755,434451,1751625,,
562,HK0817039453,2019,2809234,-4129498,20672153,13726379,12525230,2292528,24682388,17056997,96231745,155351797,66109.25,39372187,6850078,323440181,21036135,13915129,237582000,43355941,11803152,24682388,3.345,8391368,548732,,0,13407,13407,562139,2368182,,
562,HK0817039453,2020,700230,22209792,1041414,22592405,12942247,2546108,52578801,40052376,98677853,172636958,52212.94,46762064,28145793,384703329,21184400,9841734,282876247,60053878,18129611,52578801,3.672,2605692,628118,,0,20940,20940,649058,2302952,,
562,HK0817039453,2021,4426138,-9104943,13153205,-338670,13430822,2729194,39744471,30984729,108094065,189689301,27912.86,49961349,4666409,408753766,22840959,12572294,301960138,90059934,6743379,39744471,3.938,8573849,625763,,0,23166,23166,648929,3405975,,
562,HK0817039453,2022,7838791,6038607,-2918718,-4769282,15352971,405444,44709844,37087009,123791192,209755190,15608.48,47445427,3013680,418160932,24113353,10755599,305474192,82991372,-12395027,44709844,3.563,280261,636842,,0,35205,35205,672047,3484942,,
562,HK0817039453,2023,-2558200,-6169276,-1132279,-4744986,14139067,249129,37835992,30919968,128493658,214274157,12824.61,39291296,11060980,403968008,16684524,-472291,294130891,72403613,649040,37835992,2.911,-2217540,793279,,0,215645,215645,1008924,3165673,,
562,HK0817039453,2024,,,,,,,,,,,18233.06,,,,,,,,-10463571,,,,,,,,,,,,
563,KYG3774X1088,2014,2786522,-639857,9793615,6371143,52072855,0,17359898,17338148,43968177,40156907,39032.63,18405624,-13752717,89909662,8154129,5780612,68546477,37224721,8983756,17359898,1.178,4624784,3712095,24369,82954,67885,26408,3821457,3056872,,361011
563,KYG3774X1088,2015,15322585,7370877,9604906,1376159,49706663,1380725,20204049,20140579,53189117,45194527,25248.11,18921003,-9534967,95042202,8525446,6196335,74086011,26833320,3405673,20204049,1.222,4409178,4002588,0,40526,62934,22408,4065522,3053858,,317061
563,KYG3774X1088,2016,1410041,-1581648,9732192,6458801,58589593,0,13863515,13612854,47941679,57842480,16109.22,23252896,-8139509,97055888,10307610,5786022,70929300,25692944,1637320,13863515,1.251,5681960,4094329,,31384,44232,12848,4138562,2871178,,288484
563,KYG3774X1088,2017,16941009,1953900,21932795,7164925,76582261,0,17811269,17282255,69877335,75551459,26023.17,27346659,-14784824,128500692,13742081,6280014,95711936,27539226,7198615,17811269,1.471,5746632,4229150,,31568,122504,90937,4351654,2978304,,1106613
563,KYG3774X1088,2018,3330935,-7756961,15182073,3975106,80836848,0,11509028,11060050,70265850,70008624,10631.38,24895029,-26252694,127665296,12241948,3253277,97115145,24345568,5701212,11509028,1.358,3108476,4921660,208976,33749,149843,116094,5071504,2564254,,617288
563,KYG3774X1088,2019,-1215184,-2921110,6717849,5015098,63706994,0,8756718,8217909,61950774,59766523,6448.34,24893478,-24508243,112042503,11820432,4445229,82146592,21856982,6750464,8756718,1.255,1474861,5136831,0,0,115488,115488,5252319,2025684,,836284
563,KYG3774X1088,2020,-1856979,236096,-2777534,-731717,47671706,0,7575394,6620258,50353853,41831850,8033.6,19702399,-20389967,95266672,5614844,-3574917,71048650,16470259,2398818,7575394,0.932,693864,4120489,,0,37159,37159,4157648,1337577,,595969
563,KYG3774X1088,2021,4747794,5999582,-715808,628530,25256593,0,12131439,11612286,15454368,47808319,72430.38,35601856,6866771,78486847,11648641,5581141,38867314,23787869,-1078233,12131439,1.314,4632035,2801811,,0,40424,40424,2842236,1730719,,1256667
563,KYG3774X1088,2022,10838911,-104639,19443878,8278717,31813058,0,11814133,11523327,15225599,55932846,64247.11,48319322,3681974,96213041,28797555,16870137,44641693,41764877,3398206,11814133,1.782,16507979,2215171,,0,39151,39151,2254322,2190085,,1959448
563,KYG3774X1088,2023,17175734,205195,12945798,-4005204,39953343,0,11922134,10056510,17045487,64172120,32391.52,46840607,13806083,90377452,29160566,5004816,37233770,37242062,9234694,11922134,1.739,8212371,3640029,,0,38139,38139,3678168,2777386,,2069608
563,KYG3774X1088,2024,,,,,,,,,,,42265.67,,,,,,,,-11185708,,,,,,,,,,,,
564,BMG6901M1010,2014,-899000,-544000,194000,571000,281000,542000,915000,688000,0,3084000,5965.44,2910000,1401000,3812000,1849000,542000,728000,5545000,862000,915000,1.854,465000,140000,,57000,57000,,197000,874000,,
564,BMG6901M1010,2015,-467000,251000,8000,758000,239000,424000,1076000,939000,0,2966000,6658.47,2790000,1405000,3799000,1833000,556000,833000,5381000,617000,1076000,1.777,467000,126000,,58000,58000,,184000,886000,,
564,BMG6901M1010,2016,-177000,217000,258000,663000,221000,424000,1393000,1156000,298000,2967000,6471.66,2785000,1410000,4064000,1844000,568000,1097000,5145000,672000,1393000,1.773,483000,118000,,67000,67000,,185000,900000,,
564,BMG6901M1010,2017,-509000,-6000,232000,708000,234000,471000,1465000,1150000,298000,3141000,7054.57,2921000,1526000,4271000,1844000,688000,1130000,5412000,768000,1465000,1.86,577000,102000,,8000,73000,,110000,941000,,
564,BMG6901M1010,2018,-600000,-8000,3000,611000,207000,583000,1315000,1142000,298000,3009000,5603.68,2789000,1465000,4077000,1745000,625000,1068000,5509000,738000,1315000,1.767,539000,105000,,6000,72000,,111000,968000,,
564,BMG6901M1010,2019,-1120000,-172000,195000,1143000,1450000,421000,1459000,970000,1373000,3419000,4072.53,2640000,714000,5142000,1609000,397000,2295000,4852000,753000,1459000,1.672,353000,700000,,9000,9000,,709000,908000,,
564,BMG6901M1010,2020,-667000,224000,-196000,682000,952000,118000,1256000,1194000,919000,3071000,1956.26,2470000,916000,4287000,1410000,-105000,1656000,3122000,836000,1256000,1.566,-216000,607000,,4000,4000,,611000,692000,,
564,BMG6901M1010,2021,-641000,-190000,63000,511000,805000,212000,1043000,1004000,805000,2963000,2399.83,2402000,960000,4112000,1369000,263000,1549000,3380000,601000,1043000,1.521,150000,494000,,1000,1000,,495000,707000,,
564,BMG6901M1010,2022,-853000,-144000,120000,854000,823000,292000,966000,860000,625000,2809000,2166.34,2317000,890000,3953000,1345000,425000,1431000,3799000,744000,966000,1.467,354000,438000,,1000,1000,,439000,712000,,
564,BMG6901M1010,2023,,,206000,993000,928000,,935000,720000,696000,2649000,3645.6,2189000,639000,3817000,1181000,503000,1505000,3873000,927000,935000,1.357,432000,464000,,,,,465000,735000,,
564,BMG6901M1010,2024,,,,,,,,,,,2731.25,,,,,,,,789000,,,,,,,,,,,,
565,HK0270001396,2014,-214621,431563,4450332,5105267,3649550,1497668,15209805,5005534,3864679,37639399,64025.27,30266744,9874819,47574261,22692629,5868755,11910110,8426285,4975299,15209805,4.85,4266188,261143,,5238,809705,804467,1070848,830191,,
565,HK0270001396,2015,1090692,1398892,4543043,5293298,7083391,1876515,15523981,3976928,7572196,44283385,67679.56,31472144,10713343,54063264,23085117,5057263,16795839,9171959,5300777,15523981,5.031,4579571,274776,,8546,849615,841069,1124391,944401,,
565,HK0270001396,2016,-3988449,-1684050,3266848,5968964,6691743,2255311,14845490,3135963,5427818,42654366,73926.13,32221968,10311972,52068850,24904680,5702660,13830164,10464202,5844878,14845490,5.143,5247490,403060,,10647,955250,944603,1358310,997971,,
565,HK0270001396,2017,-3248638,108783,2062238,4961229,7484561,2909330,15863557,6725056,5329120,49316254,73877.31,40214459,12394301,66380281,29988784,7629805,17216713,12168839,5321585,15863557,6.151,5317042,483909,,13844,1002231,988387,1486140,1137528,,
565,HK0270001396,2018,-231549,367189,5348709,6169801,7017886,3268910,17325743,7570606,8857007,56750364,90744.88,40372255,20393524,72930425,31774521,6908013,23469976,13363600,5265617,17325743,6.175,5695757,504463,,12227,1024404,1012177,1528867,1336046,,
565,HK0270001396,2019,-5495428,2061202,-1411348,6340068,7434719,3582726,13344382,9945830,8810112,58043429,112581.3,41156367,15380663,76038546,33099303,7558208,25345553,16691209,6391084,13344382,6.295,6495684,478222,,0,1051008,1051008,1529230,1488363,,
565,HK0270001396,2020,-1152607,249533,2234133,3101881,8288514,3801090,10484738,9315003,11731058,61940640,82245.75,44227798,7582848,88916208,33746150,8276867,32960247,23173322,5834860,10484738,6.765,6883822,544985,,0,1063918,1063918,1608903,1448411,,
565,HK0270001396,2021,10984395,-364122,5849767,-5717903,8924472,3888042,10064512,9303039,29767791,84655063,63743.71,46210698,13919505,128806656,34484957,9040072,66901779,29715492,-1166770,10064512,7.068,7944000,636887,,0,1252553,1252553,1889440,2055040,,
565,HK0270001396,2022,9419857,-19062,5794792,-2847068,8181145,4004415,9521194,9397639,41376494,89763290,41057.51,43328642,16552470,132232788,35390114,8059476,73723471,23196238,-9751625,9521194,6.627,6272773,727294,,0,1337842,1337842,2065136,2285557,,
565,HK0270001396,2023,-3488079,2578884,2503422,8899578,11346657,4009646,13081500,11881333,43033496,85762922,36481.03,41802210,9611619,138704492,34518621,5699946,80674867,24199894,6806706,13081500,6.394,6395103,938200,,0,1547620,1547620,2485820,2340583,,
565,HK0270001396,2024,,,,,,,,,,,33669.77,,,,,,,,9530249,,,,,,,,,,,,
566,BMG420981224,2014,-1842672,-629968,-27935,1770049,15473782,812627,28345478,1429351,48559006,100697205,31523.1,56239697,39315685,128733863,49911057,7494033,57679805,21336294,1770049,28345478,170.915,3594341,722616,,0,111649,111649,834265,3998498,,
566,BMG420981224,2015,-2972846,6561370,2256943,12260663,14556027,1298565,28245752,3923528,44110940,105349586,29285.55,58439108,46665673,127995250,53353378,6891617,54678045,21752614,12260663,28245752,177.596,5362114,687664,,0,100892,100892,788555,3925843,,
566,BMG420981224,2016,-8354761,523402,-10385837,-1181363,13093753,1301452,32847147,3992879,34503016,90307792,28611,56172731,32936909,113749348,55053126,5994486,43291201,17259701,-1181363,32847147,170.711,3477787,678950,,0,126769,126769,805719,3669152,,
566,BMG420981224,2017,2519565,-2063441,10322167,5977833,13181051,1301584,36873125,3995151,37166380,96161651,41789.5,61941262,33876560,127983781,60189596,7992163,50648368,13891308,5977833,36873125,188.242,2499114,561049,,0,119239,119239,680287,3315099,,
566,BMG420981224,2018,965005,-1914610,5089914,2225010,13297608,1300650,33047185,2180085,37653734,110667873,32428,65471805,38903016,131731667,64089256,7813539,47096381,30555887,2225010,33047185,198.971,7017319,613561,,0,126763,126763,740324,3466813,,
566,BMG420981224,2019,-4462262,-2538770,852818,3101551,14003757,1301105,26948362,3288749,35398193,110956546,42414.7,62178675,37658300,124812393,65559392,4561580,43670355,17545943,3101551,26948362,188.963,3383600,614925,,0,187638,187638,802563,3283114,,
566,BMG420981224,2020,1955572,-102923,-246383,-2095720,18126167,1297755,22153421,4209543,45031350,110902603,32279.92,56125596,35419897,126854207,62192147,-175471,52831578,14723916,-2095720,22153421,170.568,1516328,1016344,,0,309836,309836,1326180,2943966,,
566,BMG420981224,2021,-2914956,-2122697,1849139,2277304,19337512,650605,21649905,4672713,45577559,113330311,29515.89,59778492,33708445,130943467,64838612,2441290,53955919,10242222,2277304,21649905,181.669,-390638,1009525,,0,375427,375427,1384952,2385464,,
566,BMG420981224,2022,711563,165732,2596611,2346908,16953910,650671,20810950,4113791,45673808,108557604,21388.32,57726128,29008780,129415466,66870031,3644784,54075993,14833799,2346908,20810950,175.432,1572330,985244,968988,0,840795,840795,1826038,2500601,,
566,BMG420981224,2023,-2897602,-799985,3259878,5330152,17531237,650149,22585312,3236763,45030796,113898730,19397.56,59345740,32104230,131631103,69366288,4088979,54286939,19516828,5330152,22585312,180.354,1988586,804351,117231,0,340750,340750,1145101,2817538,,
566,BMG420981224,2024,-1127580,2302213,2747091,6228643,17650480,978433,24558874,3826259,44997885,109589960,24218.17,61351004,25213509,134623325,71847733,5235595,55575147,22557754,6228643,24558874,186.448,3977932,724585,0,0,263004,263004,987590,3700508,,
568,BMG9880L1028,2014,-1761538,-604750,460794,1616062,868717,449476,1437905,1403677,6245022,18846356,8081.37,10654036,721289,21876244,6190185,1286635,8827217,2336133,2055902,1437905,6.368,1182474,32070,0,0,434905,434905,466975,271910,,
568,BMG9880L1028,2015,-16150,-316645,2048313,1746400,112091,475582,1046247,1034313,11094323,23212304,8901.22,10229865,-227003,27949497,6050767,1187634,15025624,2744219,1607175,1046247,6.114,947702,47164,,0,516686,516686,563850,299602,,
568,BMG9880L1028,2016,-1746662,191557,-32614,1898796,96330,478647,1168096,1168096,9478230,21840322,8968.15,10142822,376808,25204789,6230161,1837166,12580032,2938568,1922191,1168096,6.062,1648696,20835,0,0,590003,590003,610838,284389,,
568,BMG9880L1028,2017,63202,2079268,248211,2266178,105031,559266,3595365,3552712,11292050,23226879,9553.76,11460690,838791,28719408,7256261,1803233,14530015,3128218,1928150,3595365,6.85,1877523,17582,,0,612219,612219,629801,259630,,
568,BMG9880L1028,2018,-3191439,-531803,-52407,2546438,94838,625557,2724803,2724803,8639166,21616657,10423.8,11467329,1146523,25890342,7478943,2163047,11763693,3370393,2543509,2724803,6.854,1973918,17973,,0,660426,660426,678399,299143,,
568,BMG9880L1028,2019,3083510,-1087943,6746330,2576087,70315,700874,1605547,774386,20534694,34310605,12414.87,11827568,-824514,41169463,7931348,2194648,25921617,3432716,2626328,1605547,7.069,1637306,32268,,0,727356,727356,759624,376789,,
568,BMG9880L1028,2020,-1159656,91181,348568,1600388,98719,354266,1800512,1774651,21058684,33834191,7596.16,12381330,-2796829,43192707,8236685,1502384,26976564,3289198,1418891,1800512,7.4,1130146,29559,,0,1070083,1070083,1099642,360524,,
568,BMG9880L1028,2021,-2195069,1693786,-1262648,2628581,73405,454100,3579777,2004200,20497649,33985520,7780.2,14119449,-1595596,43740132,9843206,3228001,25988582,4470980,2708490,3579777,8.439,2021253,30004,,0,1283897,1283897,1313900,528267,,
568,BMG9880L1028,2022,-1642767,-509479,1398873,2531632,64242,860462,2807836,2807836,20104872,28935308,5404.31,12713650,-5271990,41136492,8765002,1731078,25021504,3822978,2702166,2807836,7.599,1307657,27036,,0,1339166,1339166,1366202,455803,,
568,BMG9880L1028,2023,-1275824,-109937,1713236,2879068,50975,423193,2618578,2618578,18786511,27837479,6876.7,12773277,-5719368,40148324,8936511,2008553,23815175,4383589,2549984,2618578,7.634,1289093,26237,,0,1419231,1419231,1445468,425426,,
568,BMG9880L1028,2024,,,,,,,,,,,6307.82,,,,,,,,2639360,,,,,,,,,,,,
569,HK0144000764,2014,7012000,6296000,4267000,3578000,19982000,1157000,10081000,2251000,35251000,88442000,64194.07,52150000,3520000,102378000,34232000,2755000,42512000,8257000,4143000,10081000,20.35,2503000,1063000,216000,0,198000,198000,1261000,1492000,,
569,HK0144000764,2015,-2924000,792000,2227000,6070000,19570000,1163000,10293000,3854000,34369000,93994000,67419.31,53604000,7498000,102308000,34610000,3139000,40883000,8233000,4527000,10293000,20.627,2634000,1111000,,0,281000,281000,1392000,1499000,,
569,HK0144000764,2016,-179000,-6656000,10903000,4635000,18459000,1457000,3637000,2696000,37653000,90810000,52315.71,50689000,-3131000,103064000,31141000,3957000,44545000,7976000,5454000,3637000,19.305,2336000,1122000,,0,316000,316000,1438000,1558000,,
569,HK0144000764,2017,290000,5610000,-393000,4697000,30880000,3247000,9247000,7309000,28560000,111933000,75178.13,73447000,-2477000,131900000,35240000,3276000,42259000,8692000,4443000,9247000,22.409,2271000,1197000,,0,360000,360000,1557000,1675000,,
569,HK0144000764,2018,7034000,-4009000,15648000,4831000,29212000,1802000,7175000,4750000,38856000,121626000,46345.25,75321000,1648000,139877000,36047000,6333000,51873000,10160000,4859000,7175000,22.62,2623000,1434000,,0,536000,536000,1970000,1932000,,
569,HK0144000764,2019,-94000,1701000,2627000,4529000,39305000,1639000,8705000,4991000,39416000,124471000,44507.71,79783000,-3012000,148822000,41726000,9457000,54688000,8898000,4181000,8705000,23.133,2295000,1725000,,0,271000,271000,1996000,1777000,,
569,HK0144000764,2020,6157000,4278000,6415000,4292000,43062000,742000,11371000,7167000,46391000,144761000,32216.21,87889000,1864000,169644000,44127000,4523000,62246000,8945000,4086000,11371000,24.006,1863000,1774000,621000,0,259000,259000,2033000,1800000,,
569,HK0144000764,2021,-4607000,-1243000,4389000,7570000,44496000,1194000,12996000,7314000,43949000,147915000,43859.8,98262000,-5473000,178296000,50029000,5008000,59739000,11850000,6976000,12996000,25.957,3515000,2011000,0,0,275000,275000,2286000,2218000,,
569,HK0144000764,2022,-3218000,-349000,4184000,7455000,40952000,941000,12097000,6794000,41725000,141429000,40958.01,96969000,-6473000,171832000,54279000,3561000,55502000,12545000,7189000,12097000,24.222,3776000,2088000,,0,285000,285000,2373000,2307000,,
569,HK0144000764,2023,-5408000,2658000,-2127000,5980000,36543000,1248000,15669000,7884000,39012000,142185000,41805.51,102155000,-2658000,171950000,57539000,4425000,52627000,11482000,5984000,15669000,24.334,3774000,1913000,,0,296000,296000,2209000,2125000,,
569,HK0144000764,2024,,,,,,,,,,,54406.18,,,,,,,,7871000,,,,,,,,,,,,
570,HK0012000102,2014,-5101000,-3666000,4169000,5653000,1869000,1553000,12022000,12022000,42702000,272329000,150466.9,238150000,73866000,316424000,178068000,12494000,73207000,23371000,5227000,12022000,49.291,5977000,176000,,0,,31000,207000,1950000,,
570,HK0012000102,2015,1151000,-95000,2007000,825000,1692000,3201000,14512000,14512000,50911000,294772000,162195.1,251247000,76955000,335742000,195684000,15880000,79473000,23641000,5391000,14512000,51.954,7384000,139000,,0,,10000,149000,2028000,,
570,HK0012000102,2016,-160000,4374000,3366000,8528000,1419000,5066000,24262000,24255000,56084000,305233000,156772,263534000,75515000,355121000,212504000,17543000,85820000,25568000,-2041000,24262000,54.44,7332000,106000,,0,,,106000,2040000,,
570,HK0012000102,2017,16642000,8025000,10710000,1046000,350000,6031000,27073000,27006000,78550000,352487000,211260.5,293125000,71728000,411168000,236954000,24429000,112556000,24453000,9852000,27073000,60.548,8608000,94000,,0,,,94000,2135000,,
570,HK0012000102,2018,-1618000,-7929000,11919000,6290000,370000,7122000,18902000,18665000,85530000,370501000,166587.6,313153000,71865000,440465000,261316000,22093000,122473000,21982000,-20284000,18902000,64.686,9383000,68000,,0,,,68000,2256000,,
570,HK0012000102,2019,-3327000,-3265000,8469000,8848000,840000,8143000,12311000,12110000,92126000,388035000,196318.1,320851000,69585000,454829000,270245000,13866000,129436000,24184000,27238000,12311000,66.278,9531000,377000,,0,,,377000,2430000,,
570,HK0012000102,2020,-8626000,-4277000,5383000,9356000,1150000,8715000,7681000,7088000,88192000,390714000,143789.1,327607000,70327000,460454000,271745000,10112000,128262000,25020000,2610000,7681000,67.673,12259000,428000,,0,,,428000,2472000,,
570,HK0012000102,2021,53925000,2747000,54484000,3251000,5106000,8715000,12352000,12352000,157166000,477160000,158797.4,335020000,75930000,549606000,276459000,12158000,197427000,23527000,11199000,12352000,69.205,8939000,502000,,0,3000,3000,505000,2824000,,
570,HK0012000102,2022,-17783000,1558000,-7569000,12186000,5355000,8715000,13439000,13439000,147197000,459017000,102153.2,327948000,64292000,529060000,276955000,7268000,183908000,25551000,8640000,13439000,67.744,6683000,536000,,0,4000,4000,540000,3074000,,
570,HK0012000102,2023,1315000,8976000,5530000,13274000,5719000,8715000,23433000,22829000,159192000,472000000,102879.4,326542000,74008000,541523000,277356000,6732000,197423000,27570000,14914000,23433000,67.453,6201000,535000,,0,4000,4000,539000,3080000,,
570,HK0012000102,2024,,,,,,,,,,,126844.2,,,,,,,,15503000,,,,,,,,,,,,
571,KYG960071028,2014,-5056619,1233132,5700329,12207236,37233459,0,9940295,7753740,36403809,77777766,73456,39776686,17461422,113452724,16872138,12843191,66496074,172506699,5553833,9940295,2.715,7104084,2799754,,62044,46533,46533,2908331,22793561,,581666
571,KYG960071028,2015,-6984498,1294574,4162792,12682174,37774182,0,12020467,8943662,30520051,77764905,59335.35,44664057,18243830,109703232,23079917,11620158,57754043,164410895,14145078,12020467,3.049,11418608,3015505,,38760,54264,54264,3108528,24201557,,674419
571,KYG960071028,2016,-12985090,-15523,1226326,14490833,36570247,2390560,9384942,9229819,22508347,69246907,93618.63,48987843,11789348,105351785,28883903,14273509,50764002,167137433,12912200,9384942,3.344,12542681,2856254,,38808,69854,69854,2964916,24580861,,651971
571,KYG960071028,2017,-4606750,1215995,6259257,11933900,40768808,3811677,11250878,11250878,25205093,82365806,116098,58168604,16931009,118759272,35573090,12495129,54519882,174440724,12145832,11250878,3.967,9657807,3016603,,38974,54564,54564,3110141,26143893,,771689
571,KYG960071028,2018,-6192194,-6231385,9625334,9923187,42661340,3958301,7017544,4534774,24631892,83803256,87465.81,60667292,16697995,119368731,39168232,11647595,53438282,177182963,12564628,7017544,4.134,13693370,3386111,,31353,70544,70544,3488008,27441608,,1026807
571,KYG960071028,2019,-4645515,532707,6282804,11508028,48212186,2937720,8101579,4619458,27708959,93448600,128624.7,67648186,22107963,134112296,46140052,17046610,60481405,188820974,11977614,8101579,4.595,17845670,4481002,,0,70505,133177,4614179,28421462,,1049745
571,KYG960071028,2020,-3715196,7763906,7562246,18374319,49224819,4645934,19627912,12790701,24480627,102651189,94492.38,77558160,29201558,144604689,54015518,11083538,59108543,198472122,17855650,19627912,5.26,15946644,4917399,,0,62049,62049,4979448,30892745,,1147910
571,KYG960071028,2021,-11139612,23321,3412624,14396763,56490251,2580845,14282382,12473696,35090066,103297795,70181.25,68199933,23754595,151001886,59834761,13992534,75122834,212165684,11095053,14282382,5.316,13658268,5192785,,0,69963,69963,5262748,29874060,,1391480
571,KYG960071028,2022,-10896134,-1268996,3062824,13261794,58466109,2436159,12652297,11488598,30459234,104678234,55811.44,74976576,23617621,154615758,68767578,17961780,73000631,220398010,12458385,12652297,5.844,16583117,6196148,,0,70500,70500,6266648,31724906,,1425662
571,KYG960071028,2023,-7924820,-1863742,5653874,11848076,58589727,3837117,13946588,9612682,29033267,102280186,59532.2,76768706,20740279,149094182,69506485,9866871,66437611,205450181,12587734,13946588,5.983,15168356,6014093,,0,86139,86139,6100232,32114316,,1597493
571,KYG960071028,2024,,,,,,,,,,,79034.06,,,,,,,,17253148,,,,,,,,,,,,
572,KYG451581055,2014,-256213,125601,327786,709537,1957006,0,435630,435630,2994058,4636903,,1642845,166041,5719425,-116675,296608,4076580,2131581,709537,435630,1.643,284810,327095,,0,231207,225292,552387,369404,,18746
572,KYG451581055,2015,-301433,-106680,326489,518763,1969803,230158,328950,328950,3018889,4533076,9815.3,1514187,138664,5551057,585544,340333,4036870,2341113,518763,328950,1.506,488748,365513,,0,110167,110167,475680,404442,,19970
572,KYG451581055,2016,249506,26005,1042836,821940,2419890,402266,354955,354955,3721297,5084655,9181.73,1363358,95,6604748,841828,434961,5241390,2784007,821940,354955,1.356,460905,383863,,0,122564,122564,506427,515414,,16902
572,KYG451581055,2017,-402770,30097,361509,792992,2289790,422380,385052,385052,3831332,4960220,9624.23,1128888,115211,6585462,1026994,429558,5456574,3232310,792992,385052,1.123,480674,420206,,0,157802,157802,578008,498848,,21129
572,KYG451581055,2018,-525428,-11759,460213,974602,2293950,492777,373293,373293,3873716,4910628,11625.5,1036912,39079,6581173,1045616,658947,5544261,3948952,974602,373293,1.031,604519,425258,,0,172576,172576,597834,489816,,25045
572,KYG451581055,2019,-173763,289523,554124,1018965,4341590,747644,662816,662816,11972594,17079951,18441.08,5107357,2003,20382024,1329798,547971,15274667,5107637,1018965,662816,3.894,624573,534758,,0,347962,347962,882720,693104,,28076
572,KYG451581055,2020,-683412,13641,904510,1600525,4998969,957468,716974,676457,13460148,16026518,16132.66,4111295,-1718533,22032857,1404114,573593,17921562,9452957,1600525,716974,3.135,593566,966243,,0,716490,716490,1682733,1368535,,31835
572,KYG451581055,2021,-478607,850204,586600,1906666,4582439,1009932,1421124,1421124,14133681,16674308,12224.1,3188559,-248163,21699520,1611279,669198,18510961,11463745,1906666,1421124,2.431,823183,1011892,,0,556531,556531,1568423,1349243,,37459
572,KYG451581055,2022,-1495229,-397435,311537,1415801,4437043,1016490,1205613,1129226,14078242,16219147,6820.31,2574879,-87576,20400374,2164745,1086162,17825495,11626164,1415801,1205613,1.963,943816,933828,,0,475570,475570,1409398,1260803,,32118
572,KYG451581055,2023,-985800,-112457,471971,1350111,4108560,524640,1030546,1016769,13841933,14108040,4420.08,701878,-279515,18080931,733651,-454765,17379053,11692176,1350111,1030546,0.535,721126,900820,1200000,0,426808,426808,1327628,1182684,,32201
572,KYG451581055,2024,,,,,3761402,,1217406,1217406,11471725,13607808,4892.26,2554264,-170856,17530979,2554132,887953,14976715,10650922,1104492,1217406,1.947,864880,840828,0,,,408339,1249167,,,
573,HK0003000038,2014,-137300,3756500,5464800,9504400,49695000,3460600,13874400,12605500,34801700,86730300,191319.9,52628200,3951900,114410900,43318300,7672900,54541000,31614700,7926600,13874400,2.82,7194900,,,,,,1951500,2706200,2706000000,40900
573,HK0003000038,2015,-2559400,-679600,7040300,9160300,47455600,3805400,13264900,11925900,36205100,85498200,180597.4,52841400,452300,115563300,46364800,7090800,55804200,29591300,9533800,13264900,2.832,6766000,,,,,,2075300,2844300,2844000000,51700
573,HK0003000038,2016,-4203000,-3849800,8425700,8956500,49209600,4185000,11612000,8076100,36506900,90194100,193553.3,53932200,1623400,116743400,49447900,7140400,56199200,28557100,8932600,11612000,2.89,6914000,2153400,,56200,,18100,2227700,2955200,2955000000,49300
573,HK0003000038,2017,-2656800,2682500,3942700,9113800,55827400,4603200,12991300,10758600,40586100,91407700,205898.1,60438800,-7582300,131061900,53166900,8261400,63170100,32476500,9223900,12991300,3.239,7218900,2306200,,59600,,17500,2383300,3034900,3035000000,46900
573,HK0003000038,2018,-6190900,-2257800,6102300,10167000,57978800,5063600,9181100,8500800,39219100,97802600,228334.3,62400700,-5538700,132693100,57430300,8403200,62499800,39073000,9288900,9181100,3.344,8154900,2490600,,62000,,18000,2570600,3295100,3295000000,28300
573,HK0003000038,2019,-3736800,-651900,7591700,10726200,63807900,5569900,8197400,7848900,41732600,104349400,262676.5,64209400,-6038100,140470100,58918700,9072400,67457600,40628100,10373300,8197400,3.441,6828200,2746200,,0,,17600,2763800,3485200,3485000000,10600
573,HK0003000038,2020,-3023200,-393900,8146100,10569400,70936100,6025400,7862200,7455000,45417900,110635500,204014.4,66758500,-9649700,150280200,58996300,7918000,73510900,40927000,9976900,7862200,3.578,8399900,2937300,,0,,17500,2954800,3284200,3284000000,
573,HK0003000038,2021,7163000,3102000,14823600,10603100,75160200,6326600,10637000,10557000,58306500,119054000,221306.2,67426400,-14345800,168067400,57934400,7256400,88612800,53563700,11613500,10637000,3.613,8764900,3287700,,0,,22600,3310300,3623800,3624000000,
